id;category;difficulty;question;choices;correct;explanation;source_hint
1808;Sports;2;Lequel de ces clubs de football anglais est basé à Liverpool ?;A) Everton | B) Crystal Palace | C) West Ham United | D) Arsenal;A;;OpenTDB
1809;Sports;2;Quel terme de cricket désigne un batteur éliminé avec un score de zéro ?;A) Duck (canard) | B) Beamer | C) Carry | D) Bye;A;;OpenTDB
1810;Sports;1;La cérémonie de clôture des JO d'été de Rio 2016 a eu lieu à quelle date ?;A) 19 août | B) 21 août | C) 23 août | D) 17 août;B;;OpenTDB
1811;Sports;3;"Quel est le nom complet du footballeur ""Cristiano Ronaldo"" ?";A) Cristiano Luis Armando Ronaldo | B) Cristiano Ronaldo los Santos Diego | C) Cristiano Ronaldo dos Santos Aveiro | D) Cristiano Armando Diego Ronaldo;C;;OpenTDB
1812;Sports;1;La Ligue des champions de l'UEFA est une compétition annuelle de clubs de football de quel continent ?;A) Asie | B) Europe | C) Afrique | D) Amérique du Sud;B;;OpenTDB
1813;Sports;2;Edson Arantes do Nascimento est le nom complet de quel légendaire footballeur ?;A) Ronaldinho | B) Romário | C) Zico | D) Pelé;D;;OpenTDB
1814;Sports;2;Dans quel sport Fanny Chmelar représente-t-elle l'Allemagne ?;A) Gymnastique | B) Ski | C) Équitation | D) Natation;B;;OpenTDB
1815;Sports;1;En quelle année Jenson Button a-t-il remporté son premier titre de champion du monde de F1 ?;A) 2007 | B) 2010 | C) 2009 | D) 2006;C;;OpenTDB
1816;Sports;2;Quel est le surnom du club de rugby à XV de Northampton ?;A) Wasps | B) Harlequins | C) Saracens | D) Saints;D;;OpenTDB
1817;Sports;3;"Au football canadien, le ""rouge"" vaut combien de points ?";A) 4 | B) 1 | C) 3 | D) 2;B;;OpenTDB
1818;Sports;1;Quel est le nom du stade de Manchester United ?;A) Anfield | B) St James Park | C) City of Manchester Stadium | D) Old Trafford;D;;OpenTDB
1819;Sports;2;Lequel de ces numéros de maillot Shaquille O'Neal n'a jamais porté ?;A) 35 | B) 36 | C) 33 | D) 32;A;;OpenTDB
1820;Sports;3;Quelle ville a toutes ses équipes sportives professionnelles avec le même schéma de couleurs ?;A) Pittsburgh | B) New York | C) Seattle | D) Tampa Bay;A;;OpenTDB
1821;Sports;1;En quelle année le FC Schalke 04 a-t-il été fondé ?;A) 2008 | B) 1999 | C) 1904 | D) 1909;C;;OpenTDB
1822;Sports;2;La saison F1 de 1994 est rappelée pour quel événement tragique ?;A) L'incendie de Verstappen (Allemagne) | B) Mort d'Ayrton Senna (Saint-Marin) | C) La suspension de Schumacher (Grande-Bretagne) | D) Le Showdown (Australie);B;;OpenTDB
1823;Sports;2;"Le logo ""Formstripe"" appartient à quelle entreprise allemande de sport ?";A) Puma | B) Reebok | C) Nike | D) Adidas;A;;OpenTDB
1824;Sports;2;Sous quel nom était connu le catcheur britannique Shirley Crabtree ?;A) Big Daddy | B) Kendo Nagasaki | C) Masambula | D) Giant Haystacks;A;;OpenTDB
1825;Sports;1;Qui a remporté le Championnat du monde de Formule 1 2015 ?;A) Nico Rosberg | B) Lewis Hamilton | C) Jenson Button | D) Sebastian Vettel;B;;OpenTDB
1826;Sports;2;Josh Mansour fait partie de quelle équipe NRL ?;A) Sydney Roosters | B) Penrith Panthers | C) Melbourne Storm | D) North Queensland Cowboys;B;;OpenTDB
1827;Sports;1;Combien de points LeBron James a-t-il marqués lors de son premier match NBA ?;A) 25 | B) 69 | C) 41 | D) 19;A;;OpenTDB
1828;Sports;2;Quelle est la plus ancienne équipe de la NFL ?;A) Arizona Cardinals | B) New York Giants | C) Green Bay Packers | D) Chicago Bears;A;;OpenTDB
1829;Sports;1;"Quel club de football anglais a le surnom ""The Foxes"" ?";A) Leicester City | B) West Bromwich Albion | C) Bradford City | D) Northampton Town;A;;OpenTDB
1830;Sports;1;Au baseball, combien de lancers hors zone sont nécessaires avant que le batteur soit accordé une base ?;A) 1 | B) 4 | C) 2 | D) 3;B;;OpenTDB
1831;Sports;3;Quel joueur masculin a remporté la médaille d'or en tennis de table (simple) aux JO 2016 ?;A) Zhang Jike (Chine) | B) Jun Mizutani (Japon) | C) Vladimir Samsonov (Biélorussie) | D) Ma Long (Chine);D;;OpenTDB
1832;Sports;2;Qui a disputé le plus de matchs avec l'équipe nationale allemande de football ?;A) Miroslav Klose | B) Lothar Matthäus | C) Oliver Kahn | D) Philipp Lahm;B;;OpenTDB
1833;Sports;2;Quel constructeur automobile a remporté les 24 Heures du Mans 2016 ?;A) Audi | B) Toyota | C) Porsche | D) Ferrari;C;;OpenTDB
1834;Sports;2;Quelle équipe de football a remporté la Copa América 2015 ?;A) Chili | B) Paraguay | C) Brésil | D) Argentine;A;;OpenTDB
1835;Sports;3;"Quelle équipe de football anglaise est surnommée ""The Tigers"" ?";A) Manchester City | B) Hull City | C) Bristol City | D) Cardiff City;B;;OpenTDB
1836;Sports;2;Quel sport n'est PAS traditionnellement pratiqué lors du festival mongol Naadam ?;A) Course hippique | B) Lutte | C) Football américain | D) Tir à l'arc;C;;OpenTDB
1837;Sports;3;Qui Drew Brees a-t-il dépassé au classement des yards de passe en NFL en 2018 ?;A) Tom Brady | B) Peyton Manning | C) Dan Marino | D) Joe Montana;B;;OpenTDB
1838;Sports;2;Dans quel pays les Jeux olympiques d'hiver 2014 se sont-ils tenus à Sotchi ?;A) Russie | B) Norvège | C) Canada | D) Corée du Sud;A;;OpenTDB
1839;Sports;2;Qui a remporté la Ligue des champions en 1999 ?;A) Manchester United | B) Barcelone | C) Bayern Munich | D) Liverpool;A;;OpenTDB
1840;Sports;2;En F1, la Safety Car virtuelle a été introduite après l'accident mortel de quel pilote ?;A) Gilles Villeneuve | B) Ayrton Senna | C) Ronald Ratzenberger | D) Jules Bianchi;D;;OpenTDB
1841;Sports;2;Quel joueur de fléchettes a remporté le plus de titres de champion du monde ?;A) Eric Bristow | B) Phil Taylor | C) Raymond van Barneveld | D) Michael van Gerwen;B;;OpenTDB
1842;Sports;3;Qui a marqué le but vainqueur en fin de match lors de la finale de la C1 1999 entre Man United et le Bayern ?;A) Dwight Yorke | B) David Beckham | C) Ole Gunnar Solskjær | D) Andy Cole;C;;OpenTDB
1843;Sports;3;Quel est le record personnel de Kenenisa Bekele sur marathon ?;A) 2:01:12 | B) 2:01:51 | C) 2:01:41 | D) 2:01:45;C;;OpenTDB
1844;Sports;1;Quelles deux équipes ont joué le Super Bowl XLII ?;A) Seattle Seahawks & Denver Broncos | B) Philadelphia Eagles & New England Patriots | C) New York Giants & New England Patriots | D) Green Bay Packers & Pittsburgh Steelers;C;;OpenTDB
1845;Sports;1;Quel pays a accueilli la Coupe du Monde FIFA 2018 ?;A) États-Unis | B) Russie | C) Arabie Saoudite | D) Allemagne;B;;OpenTDB
1846;Sports;2;Qui a disputé le plus de matchs avec l'équipe nationale brésilienne de football ?;A) Roberto Carlos | B) Ronaldo | C) Cafu | D) Kaká;C;;OpenTDB
1847;Sports;3;En quelle année le troisième Super Bowl s'est-il tenu ?;A) 1971 | B) 1970 | C) 1969 | D) 1968;C;;OpenTDB
1848;Sports;1;Combien de joueurs de football doivent être sur le terrain en même temps ?;A) 24 | B) 20 | C) 26 | D) 22;D;;OpenTDB
1849;Sports;1;Quel Afro-Américain est en partie responsable de l'intégration de la Ligue majeure de baseball ?;A) Jackie Robinson | B) Satchell Paige | C) Roy Campanella | D) Curt Flood;A;;OpenTDB
