id;category;difficulty;question;choices;correct;explanation;source_hint
15;Espace;1;Quelle est la plus grande planète du Système solaire ?;A) Terre | B) Jupiter | C) Saturne | D) Neptune;B;Jupiter est la plus grande planète du Système solaire.;" ""NASA/Solar System"""
16;Nature;3;Quel animal est un mammifère qui pond des œufs ?;A) Dauphin | B) Chauve-souris | C) Ornithorynque | D) Kangourou;C;L’ornithorynque fait partie des monotrèmes (mammifères ovipares).;Biology reference
17;Culture;2;Qui a écrit « Le Petit Prince » ?;A) Victor Hugo | B) Antoine de Saint-Exupéry | C) Albert Camus | D) Jules Verne;B;« Le Petit Prince » a été écrit par Antoine de Saint-Exupéry.;" ""Literature reference"""
18;Langue;2;Quel est le pluriel de « cheval » ?;A) Chevals | B) Chevales | C) Chevaux | D) Chevalx;C;Le pluriel irrégulier est « chevaux ».;" ""French grammar"""
19;Technologie;1;En informatique, quels sont les deux chiffres utilisés en binaire ?;A) 0 et 1 | B) 1 et 2 | C) 2 et 3 | D) 8 et 9;A;Le système binaire utilise uniquement 0 et 1.;" ""CS basics"""
20;Chimie;2;Une solution avec un pH inférieur à 7 est…;A) Basique | B) Acide | C) Neutre | D) Salée;B;pH < 7 = acide, pH = 7 = neutre, pH > 7 = basique.; pH = 7 neutral
21;Géographie;3;Quel continent compte le plus grand nombre de pays ?;A) Europe | B) Afrique | C) Asie | D) Amérique du Sud;B;L’Afrique est le continent avec le plus de pays (environ 54).;" ""UN/Encyclopedia"""
22;Histoire;3;Qui est devenu le premier président de la Ve République française ?;A) François Mitterrand | B) Charles de Gaulle | C) Georges Pompidou | D) Valéry Giscard d’Estaing;B;Charles de Gaulle est le premier président de la Ve République.;" ""History reference"""
23;Espace;1;Dans quelle galaxie se trouve le Système solaire ?;A) Andromède | B) Voie lactée | C) Sombrero | D) Triangulum;B;Le Système solaire est dans la Voie lactée.;" ""NASA/Astronomy"""
24;Physique;2;Quelle est l’unité SI de la force ?;A) Joule | B) Pascal | C) Newton | D) Tesla;C;La force s’exprime en newtons (N).;" ""BIPM/SI units"""
25;Biologie;3;Combien d’os compte généralement le squelette humain adulte ?;A) 106 | B) 206 | C) 306 | D) 406;B;On retient généralement 206 os chez l’adulte.;" ""Anatomy textbook"""
26;Géographie;1;Comment s’appelle la ligne imaginaire qui sépare l’hémisphère Nord et Sud ?;A) Tropique du Cancer | B) Méridien de Greenwich | C) Équateur | D) Cercle polaire;C;L’équateur est la ligne de latitude 0°.;" ""Geography basics"""
27;Chimie;1;Le sel de table est principalement…;A) Chlorure de sodium | B) Chlorure de potassium | C) Carbonate de calcium | D) Glucose;A;Le sel de table est principalement du chlorure de sodium (NaCl).;" ""Chemistry basics"""
28;Technologie;2;La mémoire RAM est généralement…;A) Permanente (non volatile) | B) Volatile | C) Une mémoire optique | D) Un disque dur;B;La RAM perd ses données quand l’alimentation s’arrête (volatile).;" ""Computer basics"""
29;Nature;2;Quel est le plus grand animal terrestre actuel ?;A) Girafe | B) Éléphant d’Afrique | C) Hippopotame | D) Rhinocéros;B;L’éléphant d’Afrique est le plus grand animal terrestre vivant.;" ""Wildlife reference"""
30;Espace;3;Quel astre a été reclassé comme planète naine en 2006 ?;A) Mars | B) Pluton | C) Vénus | D) Mercure;B;En 2006, l’UAI a reclassé Pluton comme planète naine.;" ""IAU reference"""
31;Santé/Science;3;Le rôle principal d’un vaccin est de…;A) Réchauffer le corps | B) Stimuler le système immunitaire | C) Remplacer les globules rouges | D) Augmenter la gravité;B;Un vaccin entraîne le système immunitaire à reconnaître un agent pathogène.;" ""WHO/Health reference"""
32;Géographie;2;Quel est le plus grand pays du monde par superficie ?;A) Canada | B) Chine | C) Russie | D) États-Unis;C;La Russie est le plus grand pays par superficie.;" ""Wikidata/Encyclopedia"""
33;Chimie;1;Quel gaz est souvent utilisé pour gonfler des ballons de fête ?;A) Hélium | B) Chlore | C) Radon | D) Vapeur d’eau;A;L’hélium est léger et non inflammable dans ces usages (contrairement à l’hydrogène).;" ""Chemistry reference"""
34;Maths;2;Combien vaut 2 puissance 10 (2^10) ?;A) 256 | B) 512 | C) 1024 | D) 2048;C;2^10 = 1024.;" ""Math basics"""
35;Sciences de la Terre;3;Une roche ignée (magmatique) se forme généralement par…;A) Évaporation de l’eau | B) Refroidissement du magma/lave | C) Compression de sable | D) Décomposition de plantes;B;Les roches ignées proviennent du refroidissement et de la solidification d’un matériau fondu.;" ""Geology textbook"""
36;Biologie;3;Dans la cellule, quel organite produit la majeure partie de l’ATP ?;A) Appareil de Golgi | B) Mitochondrie | C) Lysosome | D) Noyau;B;Les mitochondries produisent l’essentiel de l’ATP via la respiration cellulaire.;" ""Biology textbook"""
37;Technologie;2;Le GPS fonctionne principalement grâce à…;A) Des tours 5G uniquement | B) Des satellites | C) Des câbles sous-marins | D) Des aimants;B;Le GPS calcule une position par signaux provenant de satellites.;" ""GNSS reference"""
38;Histoire;4;En quelle année la Magna Carta a-t-elle été scellée en Angleterre ?;A) 1066 | B) 1215 | C) 1492 | D) 1789;B;La Magna Carta date de 1215.;" ""History reference"""
39;Géographie;2;Quelle est la monnaie du Japon ?;A) Won | B) Yuan | C) Yen | D) Ringgit;C;La monnaie du Japon est le yen.;" ""Economic reference"""
40;Physique;3;Pour passer de degrés Celsius à kelvins, on…;A) Multiplie par 2 | B) Ajoute 273,15 | C) Soustrait 100 | D) Divise par 10;B;K = °C + 273,15 (approx.).;" ""SI units/Physics"""
41;Nature;2;Quel animal subit une métamorphose complète (œuf → larve → nymphe → adulte) ?;A) Papillon | B) Chien | C) Serpent | D) Moineau;A;Les papillons passent par les stades chenille puis chrysalide avant l’adulte.;" ""Biology reference"""
42;Espace;2;Combien de temps la Terre met-elle environ pour faire le tour du Soleil ?;A) 24 heures | B) 7 jours | C) ~365,25 jours | D) 10 ans;C;Une année dure environ 365,25 jours (année tropique proche).;" ""Astronomy reference"""
43;Physique;3;Le son se propage généralement le plus vite dans…;A) Le vide | B) Les gaz | C) Les liquides | D) Les solides;D;Le son ne se propage pas dans le vide et va en général plus vite dans les solides.;" ""Physics reference"""
44;Chimie;3;Le papier tournesol devient rouge lorsque la solution est…;A) Acide | B) Basique | C) Neutre | D) Sucrée;A;Le tournesol est rouge en milieu acide et bleu en milieu basique.;" ""Chemistry basics"""
45;Géographie;2;Quel est le plus grand désert chaud du monde ?;A) Gobi | B) Sahara | C) Atacama | D) Kalahari;B;Le Sahara est le plus grand désert chaud.;" ""Geography reference"""
46;Santé/Science;2;Quelle vitamine est produite par la peau sous l’effet du soleil ?;A) Vitamine A | B) Vitamine C | C) Vitamine D | D) Vitamine K;C;La peau synthétise de la vitamine D sous l’effet des UVB.;" ""Health reference"""
47;Technologie;3;Qui est principalement connu pour avoir créé le langage Python ?;A) Linus Torvalds | B) Guido van Rossum | C) Dennis Ritchie | D) Tim Berners-Lee;B;Python a été créé par Guido van Rossum.;" ""Programming history"""
48;Culture;1;Quel est l’ordre correct des notes en solfège (do majeur) ?;A) Do Ré Mi Fa Sol La Si | B) Do Mi Ré Fa Sol Si La | C) Ré Do Mi Fa Sol La Si | D) Do Ré Fa Mi Sol La Si;A;L’ordre standard est Do Ré Mi Fa Sol La Si.;" ""Music basics"""
49;Géographie;3;Où se trouve la Grande Barrière de corail ?;A) Afrique du Sud | B) Australie (au large du Queensland) | C) Brésil | D) Norvège;B;La Grande Barrière de corail est au large du Queensland, en Australie.;" ""Geography reference"""
50;Climat/Science;3;Quel gaz est massivement émis lors de la combustion des énergies fossiles et contribue à l’effet de serre ?;A) Hélium | B) Dioxyde de carbone (CO2) | C) Néon | D) Argon;B;La combustion du charbon, pétrole et gaz émet beaucoup de CO2, un gaz à effet de serre.;" ""IPCC/Climate reference"""
51;Histoire;1;En quelle année la Révolution française commence-t-elle (prise de la Bastille) ?;A) 1776 | B) 1789 | C) 1815 | D) 1848;B;La prise de la Bastille a lieu le 14 juillet 1789.;
52;Histoire;1;Qui fut le premier empereur romain ?;A) Jules César | B) Auguste | C) Néron | D) Constantin;B;Auguste (Octave) devient le premier empereur en 27 av. J.-C.;
53;Histoire;2;Quel traité met fin à la Première Guerre mondiale ?;A) Traité de Tordesillas | B) Traité de Versailles | C) Traité d’Utrecht | D) Traité de Rome;B;Le traité de Versailles est signé en 1919.;
54;Histoire;1;Quel pharaon est associé à la découverte de sa tombe en 1922 ?;A) Ramsès II | B) Akhenaton | C) Toutânkhamon | D) Khéops;C;Howard Carter découvre la tombe de Toutânkhamon en 1922.;
55;Histoire;2;En quelle année l’Empire romain d’Occident disparaît-il traditionnellement ?;A) 395 | B) 476 | C) 622 | D) 800;B;476 est la date classique de la déposition de Romulus Augustule.;
56;Histoire;1;Quel navigateur réalise le premier tour du monde (expédition achevée) ?;A) Christophe Colomb | B) Vasco de Gama | C) Fernand de Magellan | D) James Cook;C;L’expédition de Magellan (achevée par Elcano) réalise la première circumnavigation.;
57;Histoire;2;Quel événement marque le début de l’ère chrétienne dans le calendrier grégorien ?;A) La fondation de Rome | B) La naissance de Jésus | C) La chute de Rome | D) Le couronnement de Charlemagne;B;Le point de départ conventionnel est la naissance de Jésus (datation historique discutée). ;
58;Histoire;2;Quelle ville tombe en 1453, marquant la fin de l’Empire byzantin ?;A) Rome | B) Constantinople | C) Alexandrie | D) Jérusalem;B;Constantinople est prise par les Ottomans en 1453.;
59;Histoire;1;Qui a peint la fresque 'La Cène' ?;A) Michel-Ange | B) Léonard de Vinci | C) Raphaël | D) Titien;B;‘La Cène’ est une œuvre majeure de Léonard de Vinci.;
60;Histoire;2;Quel document de 1215 limite le pouvoir du roi d’Angleterre ?;A) Bill of Rights | B) Magna Carta | C) Habeas Corpus Act | D) Act of Union;B;La Magna Carta (1215) impose des limites au pouvoir royal.;
61;Histoire;1;Quel empire construisit le Machu Picchu ?;A) Aztèque | B) Inca | C) Maya | D) Olmèque;B;Machu Picchu est un site majeur de l’empire inca.;
62;Histoire;2;Quel roi de France est surnommé le 'Roi-Soleil' ?;A) Louis XIII | B) Louis XIV | C) Louis XV | D) François Ier;B;Louis XIV incarne la monarchie absolue et le 'Roi-Soleil'.;
63;Histoire;2;Quel événement déclenche officiellement la Première Guerre mondiale en 1914 ?;A) La bataille de la Somme | B) L’assassinat de François-Ferdinand | C) Le traité de Versailles | D) La révolution russe;B;L’assassinat de l’archiduc à Sarajevo (28 juin 1914) est l’élément déclencheur.;
64;Histoire;1;Quelle civilisation est associée aux pyramides de Gizeh ?;A) Grecque | B) Égyptienne antique | C) Romaine | D) Phénicienne;B;Les pyramides de Gizeh datent de l’Égypte antique.;
65;Histoire;3;Quel concile (1545–1563) est central pour la Contre-Réforme catholique ?;A) Concile de Nicée | B) Concile de Trente | C) Concile de Chalcédoine | D) Concile de Latran;B;Le concile de Trente structure la réponse catholique à la Réforme protestante.;
66;Histoire;2;Quel mur symbolisait la division de Berlin durant la Guerre froide ?;A) Mur d’Hadrien | B) Mur de Berlin | C) Grande Muraille | D) Mur des Lamentations;B;Le mur de Berlin (1961–1989) symbolise la division Est-Ouest.;
67;Histoire;1;Quel scientifique est associé à la théorie de l’héliocentrisme à la Renaissance ?;A) Copernic | B) Newton | C) Pasteur | D) Darwin;A;Copernic propose un modèle héliocentrique au XVIe siècle.;
68;Histoire;2;Quelle bataille de 1066 mène à la conquête normande de l’Angleterre ?;A) Azincourt | B) Hastings | C) Waterloo | D) Poitiers;B;La bataille d’Hastings (1066) voit la victoire de Guillaume le Conquérant.;
69;Histoire;2;Qui est la figure majeure de la non-violence dans l’indépendance de l’Inde ?;A) Nelson Mandela | B) Mahatma Gandhi | C) Winston Churchill | D) Sun Yat-sen;B;Gandhi popularise la résistance non-violente (satyagraha). ;
70;Histoire;3;Quel accord de 1998 contribue à pacifier l’Irlande du Nord ?;A) Accords de Camp David | B) Accord du Vendredi saint | C) Traité de Maastricht | D) Accords de Dayton;B;L’Accord du Vendredi saint (1998) est un texte majeur du processus de paix.;
71;Histoire;1;Quel pays est à l’origine des Jeux olympiques antiques ?;A) Italie | B) Grèce | C) Égypte | D) Perse;B;Les Jeux olympiques antiques naissent en Grèce, à Olympie.;
72;Histoire;2;Quel empire était dirigé par Gengis Khan au XIIIe siècle ?;A) Empire ottoman | B) Empire mongol | C) Empire romain | D) Empire espagnol;B;Gengis Khan fonde et étend l’Empire mongol.;
73;Histoire;2;Quel événement de 1492 est lié à Christophe Colomb ?;A) Découverte européenne des Amériques | B) Révolution française | C) Réforme protestante | D) Guerre de Cent Ans;A;Colomb atteint les Caraïbes en 1492, ouvrant une nouvelle phase d’exploration européenne.;
74;Histoire;3;Quel texte de 1804 codifie une partie majeure du droit civil en France ?;A) Code noir | B) Code civil (Code Napoléon) | C) Déclaration des droits de l’homme de 1948 | D) Charte de l’ONU;B;Le Code civil de 1804 structure durablement le droit civil français.;
75;Histoire;2;Quel conflit oppose principalement Athènes et Sparte au Ve siècle av. J.-C. ?;A) Guerres puniques | B) Guerre du Péloponnèse | C) Guerres médiques | D) Croisades;B;La guerre du Péloponnèse oppose Athènes et Sparte.;
76;Histoire;1;Quel événement est associé au 11 novembre 1918 ?;A) Début de la Seconde Guerre mondiale | B) Armistice de la Première Guerre mondiale | C) Chute du mur de Berlin | D) Révolution américaine;B;L’armistice du 11 novembre 1918 met fin aux combats de la Première Guerre mondiale.;
77;Histoire;2;Quel empire domine une grande partie de l’Amérique du Sud avant la conquête espagnole ?;A) Inca | B) Viking | C) Carolingien | D) Assyrien;A;L’Empire inca s’étendait sur une large zone andine.;
78;Histoire;3;Quel plan américain (1947) vise à aider à la reconstruction de l’Europe après 1945 ?;A) Plan Dawes | B) Plan Marshall | C) Plan Schlieffen | D) Plan Barbarossa;B;Le plan Marshall finance une partie de la reconstruction européenne.;
79;Histoire;2;Quelle civilisation a développé l’écriture cunéiforme ?;A) Sumérienne | B) Inca | C) Viking | D) Celtique;A;L’écriture cunéiforme apparaît en Mésopotamie, notamment chez les Sumériens.;
80;Histoire;2;Qui est le chef militaire carthaginois célèbre pour avoir traversé les Alpes ?;A) César | B) Hannibal | C) Alexandre le Grand | D) Saladin;B;Hannibal traverse les Alpes pendant la Deuxième guerre punique.;
81;Histoire;1;Quel pays est dirigé par les tsars avant 1917 ?;A) Russie | B) Japon | C) Brésil | D) Canada;A;Les tsars gouvernent la Russie jusqu’à la révolution de 1917.;
82;Histoire;3;Quelle conférence de 1884–1885 organise en partie le partage colonial de l’Afrique entre puissances européennes ?;A) Conférence de Berlin | B) Congrès de Vienne | C) Conférence de Yalta | D) Conférence de Potsdam;A;La conférence de Berlin (1884–1885) encadre la 'course à l’Afrique'.;
83;Histoire;2;Quel mouvement religieux du XVIe siècle est associé à Martin Luther ?;A) Renaissance | B) Réforme protestante | C) Humanisme | D) Romantisme;B;Luther est une figure majeure de la Réforme protestante.;
84;Histoire;2;Quel événement de 1783 met fin à la guerre d’indépendance américaine ?;A) Traité de Paris (1783) | B) Traité de Versailles (1919) | C) Congrès de Vienne | D) Traité de Troyes;A;Le traité de Paris de 1783 reconnaît l’indépendance des États-Unis.;
85;Histoire;1;Quel est le nom de l’écriture utilisée dans l’Égypte antique sur les monuments ?;A) Alphabet latin | B) Hiéroglyphes | C) Cuneiforme | D) Runique;B;Les hiéroglyphes sont l’écriture monumentale emblématique de l’Égypte antique.;
86;Histoire;3;Quel événement de 1956 marque une crise majeure en Hongrie face à l’URSS ?;A) Printemps de Prague | B) Insurrection de Budapest (révolution hongroise) | C) Crise de Cuba | D) Guerre de Corée;B;La révolution hongroise de 1956 est réprimée par l’URSS.;
87;Histoire;2;Qui est couronné empereur en 800 à Rome ?;A) Charlemagne | B) Napoléon Ier | C) Otton Ier | D) Henri VIII;A;Charlemagne est couronné empereur par le pape Léon III en 800.;
88;Histoire;1;Quel pays lance le premier satellite artificiel, Spoutnik 1, en 1957 ?;A) États-Unis | B) URSS | C) France | D) Chine;B;Spoutnik 1 est lancé par l’Union soviétique en 1957.;
89;Histoire;2;Quel est le nom de la guerre entre la France et l’Angleterre (1337–1453) ?;A) Guerre de Trente Ans | B) Guerre de Cent Ans | C) Guerre de Sept Ans | D) Guerre de Succession d’Espagne;B;La guerre de Cent Ans dure de 1337 à 1453.;
90;Histoire;3;Quelle révolution industrielle commence d’abord au XVIIIe siècle ?;A) Allemagne | B) Royaume-Uni | C) Russie | D) Espagne;B;La première révolution industrielle démarre au Royaume-Uni.;
91;Histoire;2;Quel dirigeant sud-africain devient un symbole de la lutte contre l’apartheid ?;A) Nelson Mandela | B) Fidel Castro | C) Charles de Gaulle | D) Mao Zedong;A;Mandela incarne la lutte anti-apartheid et devient président en 1994.;
92;Histoire;1;Quelle civilisation est associée au Parthénon ?;A) Grecque antique | B) Égyptienne | C) Maya | D) Perse;A;Le Parthénon est un temple de l’Athènes antique.;
93;Histoire;2;Quel événement marque la fin de la Seconde Guerre mondiale en Europe ?;A) Capitulation de l’Allemagne nazie (mai 1945) | B) Attaque de Pearl Harbor | C) Débarquement de Normandie | D) Bombes d’Hiroshima et Nagasaki;A;La capitulation allemande en mai 1945 met fin à la guerre en Europe.;
94;Histoire;3;Quel est le nom de la période de prospérité économique en France après 1945 jusqu’aux années 1970 ?;A) La Belle Époque | B) Les Trente Glorieuses | C) Le Siècle des Lumières | D) La Restauration;B;Les 'Trente Glorieuses' désignent la forte croissance de l’après-guerre.;
95;Histoire;2;Quel royaume africain médiéval est célèbre pour sa richesse en or et Mansa Moussa ?;A) Empire du Mali | B) Empire romain | C) Empire mongol | D) Empire ottoman;A;Mansa Moussa dirige l’Empire du Mali, réputé pour sa richesse.;
96;Histoire;1;Qui est associé à la découverte de la pénicilline en 1928 ?;A) Marie Curie | B) Alexander Fleming | C) Louis Pasteur | D) Gregor Mendel;B;Fleming observe l’effet antibactérien de la pénicilline en 1928.;
97;Histoire;2;Quelle dynastie règne en France à l’époque de Hugues Capet ?;A) Mérovingiens | B) Carolingiens | C) Capétiens | D) Plantagenêts;C;Hugues Capet fonde la dynastie capétienne en 987.;
98;Histoire;3;Quel traité de 1957 fonde la Communauté économique européenne (CEE) ?;A) Traité de Rome | B) Traité de Lisbonne | C) Traité de Maastricht | D) Traité de Schengen;A;Le traité de Rome (1957) crée la CEE.;
99;Histoire;2;Quel événement de 1969 est lié à Neil Armstrong ?;A) Premier vol des frères Wright | B) Premier pas sur la Lune | C) Chute du mur de Berlin | D) Invention d’Internet;B;Neil Armstrong est le premier humain à marcher sur la Lune en 1969.;
100;Histoire;3;Quel empire est dirigé par Soliman le Magnifique au XVIe siècle ?;A) Empire ottoman | B) Empire byzantin | C) Empire britannique | D) Empire austro-hongrois;A;Soliman le Magnifique est un sultan majeur de l’Empire ottoman.;
103;Géographie;1;Sur quel continent se trouve le désert du Sahara ?;A) Asie | B) Afrique | C) Europe | D) Amérique du Sud;B;Le Sahara est le grand désert chaud d’Afrique du Nord.;
105;Géographie;1;Quel océan borde la côte ouest de l’Amérique du Sud ?;A) Atlantique | B) Pacifique | C) Indien | D) Arctique;B;La côte ouest sud-américaine donne sur l’océan Pacifique.;
106;Géographie;2;Quel est le plus haut sommet d’Afrique ?;A) Mont Kenya | B) Kilimandjaro | C) Mont Elbrouz | D) Aconcagua;B;Le Kilimandjaro (Tanzanie) est le point culminant de l’Afrique.;
107;Géographie;1;Quelle est la capitale du Japon ?;A) Kyoto | B) Tokyo | C) Osaka | D) Sapporo;B;Tokyo est la capitale du Japon.;
108;Géographie;2;Quel détroit sépare l’Europe et l’Afrique ?;A) Détroit de Béring | B) Détroit de Gibraltar | C) Détroit de Magellan | D) Bosphore;B;Le détroit de Gibraltar relie l’Atlantique et la Méditerranée, entre Espagne et Maroc.;
109;Géographie;1;Dans quel pays se trouve la ville de Rio de Janeiro ?;A) Argentine | B) Brésil | C) Mexique | D) Pérou;B;Rio de Janeiro est une grande ville du Brésil.;
110;Géographie;2;Quelle chaîne de montagnes contient le mont Everest ?;A) Andes | B) Alpes | C) Himalaya | D) Rocheuses;C;Le mont Everest se trouve dans l’Himalaya.;
111;Géographie;1;Quelle mer borde la côte sud de la France métropolitaine ?;A) Mer du Nord | B) Mer Baltique | C) Mer Méditerranée | D) Mer Noire;C;Le sud de la France métropolitaine est bordé par la Méditerranée.;
112;Géographie;2;Quel est le plus long fleuve de France métropolitaine ?;A) Seine | B) Loire | C) Rhône | D) Garonne;B;La Loire est le plus long fleuve de France métropolitaine.;
113;Géographie;2;Quelle est la capitale du Canada ?;A) Toronto | B) Vancouver | C) Ottawa | D) Montréal;C;Ottawa est la capitale du Canada.;
114;Géographie;1;Combien y a-t-il de continents sur Terre (modèle le plus courant) ?;A) 5 | B) 6 | C) 7 | D) 8;C;Le modèle le plus courant compte 7 continents.;
115;Géographie;2;Quel pays est traversé par le Nil et possède Le Caire comme capitale ?;A) Égypte | B) Soudan | C) Éthiopie | D) Ouganda;A;Le Caire est la capitale de l’Égypte, pays traversé par le Nil.;
116;Géographie;1;Quelle est la capitale de l’Italie ?;A) Milan | B) Rome | C) Naples | D) Florence;B;Rome est la capitale de l’Italie.;
118;Géographie;2;Quel pays a pour capitale Reykjavik ?;A) Norvège | B) Islande | C) Finlande | D) Irlande;B;Reykjavik est la capitale de l’Islande.;
119;Géographie;1;Quelle est la plus grande île du monde (hors continents) ?;A) Madagascar | B) Groenland | C) Bornéo | D) Nouvelle-Guinée;B;Le Groenland est la plus grande île.;
120;Géographie;2;Quel pays est entièrement enclavé entre l’Afrique du Sud ?;A) Lesotho | B) Botswana | C) Namibie | D) Eswatini;A;Le Lesotho est un enclavement total à l’intérieur de l’Afrique du Sud.;
121;Géographie;1;Quelle est la capitale de l’Espagne ?;A) Barcelone | B) Madrid | C) Séville | D) Valence;B;Madrid est la capitale de l’Espagne.;
122;Géographie;3;Quel méridien sert de référence à la longitude 0° ?;A) Méridien de Paris | B) Méridien de Greenwich | C) Méridien de l’équateur | D) Méridien du tropique du Cancer;B;Le méridien de Greenwich est la référence de la longitude 0°.;
123;Géographie;2;Quel pays possède la plus longue frontière terrestre avec les États-Unis ?;A) Mexique | B) Canada | C) Cuba | D) Russie;B;La frontière États-Unis–Canada est la plus longue.;
124;Géographie;2;Quel est le point le plus bas de la surface terrestre émergée ?;A) Lac Titicaca | B) Mer Morte | C) Vallée de la Mort | D) Delta du Nil;B;Les rives de la mer Morte constituent le point le plus bas sur terre ferme.;
125;Géographie;1;Quel pays a pour capitale Berlin ?;A) Autriche | B) Allemagne | C) Suisse | D) Pays-Bas;B;Berlin est la capitale de l’Allemagne.;
126;Géographie;2;Quel volcan est situé en Italie près de Naples et est célèbre pour l’éruption de 79 ?;A) Etna | B) Vésuve | C) Stromboli | D) Vulcano;B;Le Vésuve détruit notamment Pompéi en 79.;
128;Géographie;1;Quelle est la capitale du Brésil ?;A) Rio de Janeiro | B) São Paulo | C) Brasília | D) Salvador;C;Brasília est la capitale du Brésil.;
129;Géographie;2;Quel pays est le plus peuplé du monde (aujourd’hui) ?;A) Inde | B) États-Unis | C) Indonésie | D) Nigeria;A;L’Inde est actuellement le pays le plus peuplé.;
130;Géographie;1;Quel est le plus grand continent par superficie ?;A) Afrique | B) Asie | C) Europe | D) Antarctique;B;L’Asie est le plus grand continent.;
131;Géographie;2;Quelle mer sépare l’Italie des Balkans ?;A) Mer Adriatique | B) Mer Rouge | C) Mer Baltique | D) Mer de Chine;A;La mer Adriatique est entre l’Italie et la péninsule balkanique.;
132;Géographie;2;Quel pays a pour capitale Wellington ?;A) Australie | B) Nouvelle-Zélande | C) Irlande | D) Jamaïque;B;Wellington est la capitale de la Nouvelle-Zélande.;
133;Géographie;1;Quel est le plus grand lac d’Afrique par superficie ?;A) Lac Victoria | B) Lac Tanganyika | C) Lac Malawi | D) Lac Tchad;A;Le lac Victoria est le plus grand par superficie.;
134;Géographie;2;Quel pays est situé sur la péninsule Ibérique avec l’Espagne ?;A) Portugal | B) Italie | C) Belgique | D) Maroc;A;Le Portugal occupe la partie ouest de la péninsule Ibérique.;
135;Géographie;3;Quel est le nom de la ligne imaginaire à 23,5°N ?;A) Tropique du Capricorne | B) Tropique du Cancer | C) Cercle polaire arctique | D) Équateur;B;Le tropique du Cancer est à environ 23,5° de latitude nord.;
136;Géographie;1;Quelle est la capitale de la Turquie ?;A) Istanbul | B) Ankara | C) Izmir | D) Bursa;B;Ankara est la capitale (Istanbul est la plus grande ville). ;
137;Géographie;2;Quel massif montagneux sépare traditionnellement l’Europe de l’Asie en Russie ?;A) Oural | B) Andes | C) Atlas | D) Apennins;A;Les monts Oural sont une limite conventionnelle entre Europe et Asie.;
138;Géographie;2;Quel pays a le plus grand nombre de fuseaux horaires officiels ?;A) Chine | B) France | C) Russie | D) Australie;B;La France a 12 fuseaux horaires officiels grâce à ses territoires d'outre-mer, plus que la Russie (11) ou les États-Unis (11).;
