id;category;difficulty;question;choices;correct;explanation;source_hint
2393;Télévision;2;Quelle émission de télévision invite tout le monde à regarder sous son siège ?;A) Larry Rubert | B) Oprah | C) Jimmy Fallon | D) Saturday Night Live;B;;OpenTDB
2394;Télévision;1;Qui a joué la serveuse dans le sketch du Spam dans « Monty Python's Flying Circus » ?;A) Graham Chapman | B) Eric Idle | C) Terry Jones | D) John Cleese;C;;OpenTDB
2395;Télévision;1;Dans la série « Tengen Toppa Gurren Lagann », quel est le nom du personnage qui force tout le monde à vivre sous terre ?;A) Lordgenome | B) Lord Genome | C) Kingloname | D) King Loname;A;;OpenTDB
2396;Télévision;1;Dans Game of Thrones, quel continent se trouve de l'autre côté de la Mer Étroite, en face de Westeros ?;A) Easteros | B) Essos | C) Westereast | D) Esuntos;B;;OpenTDB
2397;Télévision;2;Lequel des noms d'Autobots dans les films de Michael Bay n'était PAS le nom d'un Transformers dans le dessin animé original des années 80 ?;A) Mudflap | B) Skids | C) Ratchet | D) Sideswipe;A;;OpenTDB
2398;Télévision;2;Dans l'univers de Doctor Who, combien de fois un Seigneur du Temps peut-il normalement se régénérer ?;A) 11 | B) 12 | C) 13 | D) 15;B;;OpenTDB
2399;Télévision;2;Qui a remporté le Royal Rumble WWE 2016 ?;A) AJ Styles | B) Roman Reigns | C) Dean Ambrose | D) Triple H;D;;OpenTDB
2400;Télévision;2;Dans « Star Trek », quel est le rituel funèbre klingon ?;A) Regarder le ciel et hurler fort en signe de deuil. | B) Envoyer dans l'espace dans un torpille. | C) Partager les biens du défunt entre ses proches de sang. | D) Embrasser le front dentelé avant l'enterrement.;A;;OpenTDB
2401;Télévision;1;Lequel de ces personnages de Bojack Horseman est un humain ?;A) Tom Jumbo-Grumbo | B) Lennie Turtletaub | C) Princess Carolyn | D) Todd Chavez;D;;OpenTDB
2402;Télévision;1;Dans la série TV « Cheers », Sam Malone était un ancien lanceur de relève pour quelle équipe de baseball ?;A) Baltimore Orioles | B) New York Mets | C) Milwaukee Brewers | D) Boston Red Sox;D;;OpenTDB
2403;Télévision;3;Dans la série « Doctor Who », quel est le nom du modèle de capsule temporelle volé par « le Docteur » ?;A) TT Type 1, Mark 5 (TARDIS) | B) TT Type 1, Mark 3 (TARDIS) | C) TT Type 40, Mark 5 (TARDIS) | D) TT Type 40, Mark 3 (TARDIS);D;;OpenTDB
2404;Télévision;2;Qui a été le premier gagnant américain de Big Brother à remporter une partie parfaite ?;A) Jordan Lloyd | B) Ian Terry | C) Dan Gheesling | D) Rachael Reilly;C;;OpenTDB
2405;Télévision;1;Quelle émission TV mettait en scène des femmes âgées prénommées Blanche, Rose, Dorothy et Sophia ?;A) Family Ties | B) The Wonder Years | C) The Golden Girls | D) Cheers;C;;OpenTDB
2406;Télévision;1;La série HBO « Game of Thrones » est adaptée de quelle saga littéraire ?;A) Harry Potter | B) La Roue du Temps | C) Le Trône de Fer | D) The Notebook;C;;OpenTDB
2407;Télévision;1;Quelle race de Star Trek se développe par assimilation ?;A) Vulcain | B) Borg | C) Betazoïde | D) Klingon;B;;OpenTDB
2408;Télévision;3;Qui a composé le thème de la populaire série de science-fiction « Doctor Who » ?;A) Delia Derbyshire | B) Peter Howell | C) Ron Grainer | D) Murray Gold;C;;OpenTDB
2409;Télévision;1;Dans la série « Futurama », quel est le nom complet de Fry ?;A) Philip J. Fry | B) Fry Rodríguez | C) Fry Philip | D) Fry J. Philip;A;;OpenTDB
2410;Télévision;1;Dans « Breaking Bad », Walter White est un professeur de lycée diagnostiqué avec quel type de cancer ?;A) Cancer de la prostate | B) Cancer du poumon | C) Cancer du cerveau | D) Cancer des testicules;B;;OpenTDB
2411;Télévision;3;Quelle race apprécie un verre de baghol chaud dans « Star Trek » ?;A) Humain | B) Vulcain | C) Botha | D) Klingon;D;;OpenTDB
