id;category;difficulty;question_fr;question_en;choices_fr;choices_en;correct;explanation_fr;explanation_en;source_hint
2098;Anime & Manga;2;"Quelle chanson passe au générique de fin de l'anime ""Ergo Proxy"" ?";"What song plays in the ending credits of the anime ""Ergo Proxy""?";A) Bittersweet Symphony | B) Mad World | C) Sadistic Summer | D) Paranoid Android;A) Bittersweet Symphony | B) Mad World | C) Sadistic Summer | D) Paranoid Android;D;;;
2099;Anime & Manga;1;Qui est l'héroïne principale de l'anime Full Metal Panic! ?;Who is the main heroine of the anime, Full Metal Panic!;A) Teletha Testarossa | B) Kaname Chidori | C) Melissa Mao | D) Kyoko Tokiwa;A) Teletha Testarossa | B) Kaname Chidori | C) Melissa Mao | D) Kyoko Tokiwa;B;;;
2100;Anime & Manga;2;"Dans ""Highschool DxD"", comment s'appelle l'objet avec lequel certains humains naissent ?";"In ""Highschool DxD"", what is the name of the item some humans are born with?";A) Équipement Sacré | B) Artefact Béni | C) Bras Impérial | D) Relique Sainte;A) Sacred Gear | B) Blessed Artifact | C) Imperial Arm | D) Hallowed Relic;A;;;
2101;Anime & Manga;3;Quel studio a animé Afro Samurai ?;Which studio animated Afro Samurai?;A) Xebec | B) Production I.G | C) Kyoto Animation | D) Gonzo;A) xebec | B) Production I.G | C) Kyoto Animation | D) Gonzo;D;;;
2102;Anime & Manga;2;Le protagoniste principal de la cinquième partie de JoJo's Bizarre Adventure est lequel des suivants ?;The main protagonist of the fifth part of JoJo's Bizarre Adventure is which of the following?;A) Joey JoJo | B) Guido Mista | C) Giorno Giovanna | D) Jonathan Joestar;A) Joey JoJo | B) Guido Mista | C) Giorno Giovanna | D) Jonathan Joestar;C;;;
2103;Anime & Manga;3;"Quel studio d'animation a produit l'adaptation anime de ""xxxHolic"" ?";"Which animation studio produced the anime adaptation of ""xxxHolic""?";A) Kyoto Animation | B) Sunrise | C) Production I.G | D) Xebec;A) Kyoto Animation | B) Sunrise | C) Production I.G | D) Xebec;C;;;
2104;Anime & Manga;3;"Quel studio d'animation a animé ""Psycho-Pass"" ?";"Which animation studio animated ""Psycho Pass""?";A) Trigger | B) Shaft | C) Kyoto Animation | D) Production I.G;A) Trigger | B) Shaft | C) Kyoto Animation | D) Production I.G;D;;;
2105;Anime & Manga;2;"En quoi le personnage Dragowizard, Qinus Axia de l'anime ""Buddyfight"" diffère-t-il entre les doublages japonais et anglais ?";"How does the character Dragowizard, Qinus Axia's from the anime ""Buddyfight"" differ between the Japanese and English dubs?";A) Genre différent | B) Histoire différente | C) Proportions corporelles différentes | D) Apparence différente;A) Different Gender | B) Different Backstory | C) Different Body Proportions | D) Different Appearance;A;;;
2106;Anime & Manga;2;"Quel groupe de musique japonais a été formé pour produire la musique thème de l'anime ""Guilty Crown"" ?";"Which Japanese music group was formed to produce theme music for the anime ""Guilty Crown""?";A) Garnidelia | B) Egoist | C) Babymetal | D) Goose house;A) Garnidelia | B) Egoist | C) Babymetal | D) Goose house;B;;;
2107;Anime & Manga;2;"À quelle date l'anime original ""Fruits Basket"" a-t-il été diffusé au Japon ?";"On what date did the original ""Fruits Basket"" anime air in Japan?";A) 11 octobre 2001 | B) 1er novembre 2006 | C) 5 juillet 2001 | D) 27 décembre 2001;A) October 11th, 2001 | B) November 1st, 2006 | C) July 5th, 2001 | D) December 27th, 2001;C;;;
2108;Anime & Manga;1;Quel Pokémon et ses évolutions ont été interdits d'apparaître dans un rôle principal après l'incident de l'épisode 38 ?;Which Pokémon and it's evolutions were banned from appearing in a main role after the Episode 38 Incident?;A) La lignée Porygon | B) La lignée Elekid | C) La lignée Magby | D) La lignée Pikachu;A) The Porygon Line | B) The Elekid Line | C) The Magby Line | D) The Pikachu Line;A;;;
2109;Anime & Manga;1;Dans Digimon, quel est le nom japonais du stade d'évolution final ?;In Digimon, what is the Japanese name for the final evolutionary stage?;A) Ultimate | B) Adult | C) Champion | D) Mega;A) Ultimate | B) Adult | C) Champion | D) Mega;A;;;
2110;Anime & Manga;1;"Quel studio d'animation était en charge de l'anime à succès ""Made in Abyss"" ?";"What anime studio was in charge of the hit anime ""Made in Abyss""?";A) Trigger | B) Studio 3hz | C) 8bit | D) Kinema Citrus;A) Trigger | B) Studio 3hz | C) 8bit | D) Kinema Citrus;D;;;
2111;Anime & Manga;2;Quel sport est pratiqué dans l'anime Eyeshield 21 ?;What sport is being played in the Anime Eyeshield 21?;A) Basketball | B) Football | C) Baseball | D) Football américain;A) Basketball | B) Football | C) Baseball | D) American Football;D;;;
2112;Anime & Manga;2;"Dans la série ""Sailor Moon"", quel est le nom civil de Sailor Jupiter ?";"In the ""Sailor Moon"" series, what is Sailor Jupiter's civilian name?";A) Usagi Tsukino | B) Rei Hino | C) Minako Aino | D) Makoto Kino;A) Usagi Tsukino | B) Rei Hino | C) Minako Aino | D) Makoto Kino;D;;;
2113;Anime & Manga;1;"En quelle année ""L'Attaque des Titans"" a-t-il été diffusé pour la première fois ?";"What year did ""Attack on Titan"" first air?";A) 2015 | B) 2012 | C) 2013 | D) 2014;A) 2015 | B) 2012 | C) 2013 | D) 2014;C;;;
2114;Anime & Manga;2;"Dans JoJo's Bizarre Adventure, qui dit ""Yare yare daze"" ?";"In JoJo's Bizarre Adventure, who says ""Yare yare daze""?";A) Jolyne Cujoh | B) Koichi Hirose | C) Jotaro Kujo | D) Joseph Joestar;A) Jolyne Cujoh | B) Koichi Hirose | C) Jotaro Kujo | D) Joseph Joestar;C;;;
2115;Anime & Manga;1;Quel âge a Sacha Ketchum dans Pokémon lorsqu'il commence son voyage ?;What is the age of Ash Ketchum in Pokemon when he starts his journey?;A) 9 | B) 10 | C) 11 | D) 12;A) 9 | B) 10 | C) 11 | D) 12;B;;;
2116;Anime & Manga;3;"Medaka Kurokami de ""Medaka Box"" possède quelle anomalie ?";"Medaka Kurokami from ""Medaka Box"" has what abnormality?";A) Perfection | B) Sandbox | C) The End | D) Fairness;A) Perfection | B) Sandbox | C) The End | D) Fairness;C;;;
2117;Anime & Manga;3;"Lequel de ces personnages est issu de ""Legendz : La Légende du Roi Dragon"" ?";"Which one of these characters is from ""Legendz : Tale of the Dragon Kings""?";A) Drum | B) Axia | C) Shiron | D) Jack;A) Drum | B) Axia | C) Shiron | D) Jack;C;;;
2118;Anime & Manga;2;Lequel des films suivants n'a PAS été réalisé par Hayao Miyazaki ?;Which of the following films was NOT directed by Hayao Miyazaki?;A) Les Enfants Loups | B) Le Voyage de Chihiro | C) Princesse Mononoké | D) Kiki la petite sorcière;A) Wolf Children | B) Spirited Away | C) Princess Mononoke | D) Kiki's Delivery Service;A;;;
2119;Anime & Manga;2;"Lequel de ces mondes n'existe pas dans l'anime ""Buddyfight"" ?";"Which of these is not a world in the anime ""Buddyfight""?";A) Star Dragon World | B) Dragon World | C) Ancient Dragon World | D) Darkness Dragon World;A) Star Dragon World | B) Dragon World | C) Ancient Dragon World | D) Darkness Dragon World;C;;;
2120;Anime & Manga;1;"Combien de ""JoJos"" protagonistes y a-t-il dans la série ""JoJo's Bizarre Adventure"" ?";"How many ""JoJos"" that are protagonists are there in the series ""Jojo's Bizarre Adventure""?";A) 8+ | B) 4+ | C) 6+ | D) 5+;A) 8+ | B) 4+ | C) 6+ | D) 5+;A;;;
2121;Anime & Manga;2;Dans Haikyuu!!, qui n'est pas membre du VBC de Karasuno ?;In Haikyuu!!, who is not a member of Karasuno VBC?;A) Kazuhito Narita | B) Hisashi Kinoshita | C) Tadashi Yamaguchi | D) Shigeru Yahaba;A) Kazuhito Narita | B) Hisashi Kinoshita | C) Tadashi Yamaguchi | D) Shigeru Yahaba;D;;;
2122;Anime & Manga;2;Dans Dragon Ball Z, qui a été le premier personnage à passer en Super Saiyan 2 ?;In Dragon Ball Z, who was the first character to go Super Saiyan 2?;A) Vegeta | B) Goku | C) Trunks | D) Gohan;A) Vegeta | B) Goku | C) Trunks | D) Gohan;D;;;
2123;Anime & Manga;1;Qui était acteur de doublage dans la version anglaise du CHÂTEAU AMBULANT (2004) ?;Who was a voice actor for the English dubbing of HOWL'S MOVING CASTLE (2004)?;A) Matt Damon | B) Christian Bale | C) Joseph Gordon-Levitt | D) Willem Dafoe;A) Matt Damon | B) Christian Bale | C) Joseph Gordon-Levitt | D) Willem Dafoe;B;;;
2124;Anime & Manga;3;Qui donne la voix à One Punch Man dans la version japonaise ?;Who is One Punch Man voiced by in the Japanese version.;A) Zach Aguilar | B) Kaito Ishikawa | C) Max Mittelman | D) Makoto Furukawa;A) Zach Aguilar | B) Kaito Ishikawa | C) Max Mittelman | D) Makoto Furukawa;D;;;
2125;Anime & Manga;3;"Quel studio d'animation a produit ""Log Horizon"" ?";"Which animation studio produced ""Log Horizon""?";A) Production I.G | B) Xebec | C) Sunrise | D) Satelite;A) Production I.G | B) Xebec | C) Sunrise | D) Satelite;D;;;
2126;Anime & Manga;2;"Ikki Kurogane est connu sous quel surnom au début de ""Chivalry of a Failed Knight"" ?";"Ikki Kurogane is known by what nickname at the beginning of ""Chivalry of a Failed Knight""?";A) Another One | B) Worst One | C) Princess | D) Blazer;A) Another One | B) Worst One | C) Princess | D) Blazer;B;;;
2127;Anime & Manga;2;Quel studio a animé Soul Eater ?;Which studio animated Soul Eater?;A) Kyoto Animation | B) Production I.G | C) Xebec | D) Bones;A) Kyoto Animation | B) Production I.G | C) xebec | D) Bones;D;;;
2128;Anime & Manga;2;"En quelle année ""Bishoujo Senshi Sailor Moon"" a-t-il été diffusé au Japon ?";"What year did ""Bishoujo Senshi Sailor Moon"" air in Japan?";A) 1994 | B) 1989 | C) 1992 | D) 1990;A) 1994 | B) 1989 | C) 1992 | D) 1990;C;;;
2129;Anime & Manga;3;Dans le manga Naruto, quel est le nom de famille de Tsunade ?;In the Naruto manga, what is the last name of Tsunade?;A) Uzumaki | B) Yamanaka | C) Haruno | D) Senju;A) Uzumaki | B) Yamanaka | C) Haruno | D) Senju;D;;;
2130;Anime & Manga;2;De quelle couleur sont les cheveux du personnage principal de la série anime Yu-Gi-Oh! originale ?;What colour hair does the main character of the Yu-Gi-Oh! original anime series have?;A) Rouge, noir et jaune | B) Rouge, jaune et vert | C) Rouge, noir et vert | D) Rouge, violet et bleu;A) Red, black and yellow | B) Red, yellow and green | C) Red, black and green | D) Red, purple and blue;A;;;
2131;Anime & Manga;2;"Krusty est le maître de quelle guilde dans ""Log Horizon"" ?";"Krusty is the guild master of which guild in ""Log Horizon""?";A) D. D. D | B) Oceanic Systems (Marine Agency) | C) Silver Sword | D) West Wind Brigade;A) D. D. D | B) Oceanic Systems (Marine Agency) | C) Silver Sword | D) West Wind Brigade;A;;;
2132;Anime & Manga;1;Dans l'anime The Seven Deadly Sins, quel est le nom de l'un des péchés ?;In the anime Seven Deadly Sins what is the name of one of the sins?;A) Sheska | B) Diane | C) Sakura | D) Ayano;A) Sheska | B) Diane | C) Sakura | D) Ayano;B;;;
2133;Anime & Manga;2;"Dans ""To Love-Ru"", qui est le premier à entendre parler du passé de Yami par elle-même ?";"In ""To Love-Ru"", who is the first to hear of Yami's past from her?";A) Lala | B) Haruna | C) Rito | D) Mikan;A) Lala | B) Haruna | C) Rito | D) Mikan;C;;;
2134;Anime & Manga;2;"Dans ""Toriko"", lequel des aliments suivants est connu pour être compatible avec Toriko ?";"In ""Toriko"", which of the following foods is knowingly compatible with Toriko?";A) Pomme de terre empoisonnée | B) Alpacookie | C) Fruit Parmesansho | D) Huile de Mors;A) Poison Potato | B) Alpacookie | C) Parmesansho Fruit | D) Mors Oil;A;;;
2135;Anime & Manga;1;"Dans ""Future Diary"", quel est le nom du journal téléphonique de Yuno Gasai ?";"In ""Future Diary"", what is the name of Yuno Gasai's Phone Diary?";A) Journal de Yukiteru | B) Journal de Justice | C) Journal Meurtrier | D) Journal d'Évasion;A) Yukiteru Diary | B) Justice Diary | C) Murder Diary | D) Escape Diary;A;;;
2136;Anime & Manga;1;"Les deux personnages principaux de ""No Game No Life"", Sora et Shiro, se font appeler ensemble comment ?";"The two main characters of ""No Game No Life"", Sora and Shiro, together go by what name?";A) Blank | B) Disboard | C) Immanity | D) Warbeasts;A) Blank | B) Disboard | C) Immanity | D) Warbeasts;A;;;
2137;Anime & Manga;1;Dans l'anime Noragami, qui est l'un des protagonistes principaux ?;In the anime Noragami who is one of the main protagonists?;A) Yukine | B) Mineha | C) Mayu | D) Karuha;A) Yukine | B) Mineha | C) Mayu | D) Karuha;A;;;
2138;Anime & Manga;2;"Dans ""JoJo's Bizarre Adventure: Stardust Crusaders"", quel est le nom de famille du protagoniste Jotaro ?";"In ""JoJo's Bizarre Adventure: Stardust Crusaders"", what is the last name of the protagonist Jotaro?";A) Joestar | B) Kujo | C) Cujoh | D) Higashikata;A) Joestar | B) Kujo | C) Cujoh | D) Higashikata;B;;;
2139;Anime & Manga;2;Dans JoJo's Bizarre Adventure, quel personnage peut accélérer le temps ?;In JoJo's Bizarre Adventure, which character is able to accelerate time?;A) Kujo Jotaro | B) Jotaro Kujo | C) Enrico Pucci | D) Jolyne Cujoh;A) Kujo Jotaro | B) Jotaro Kujo | C) Enrico Pucci | D) Jolyne Cujoh;C;;;
2140;Anime & Manga;1;"Dans ""To Love-Ru"", Ren et Run viennent de quelle planète ?";"In ""To Love-Ru"", Ren and Run are from what planet?";A) Okiwana | B) Memorze | C) Mistletoe | D) Deviluke;A) Okiwana | B) Memorze | C) Mistletoe | D) Deviluke;B;;;
2141;Anime & Manga;1;Comment s'appelle le corgi dans Cowboy Bebop ?;What is the name of the corgi in Cowboy Bebop?;A) Joel | B) Edward | C) Rocket | D) Einstein;A) Joel | B) Edward | C) Rocket | D) Einstein;D;;;
2142;Anime & Manga;1;"Qui est le Titan Colossal dans ""L'Attaque des Titans"" ?";"Who is the colossal titan in ""Attack On Titan""?";A) Sasha | B) Bertolt Hoover | C) Eren | D) Reiner;A) Sasha | B) Bertolt Hoover | C) Eren | D) Reiner;B;;;
2143;Anime & Manga;2;"Dans l'anime ""Mr. Osomatsu"", combien de frères Osomatsu-san a-t-il ?";"In the anime ""Mr. Osomatsu"", how many brothers does Osomatsu-san have?";A) 7 | B) 6 | C) 5 | D) 4;A) 7 | B) 6 | C) 5 | D) 4;C;;;
2144;Anime & Manga;1;"Dans l'anime ""My Hero Academia"", quel personnage peut manipuler la gravité ?";"In the anime ""My Hero Academia"", which character is shown with the ability to manipulate gravity?";A) Asui | B) Bakugo | C) Deku | D) Uraraka;A) Asui | B) Bakugo | C) Deku | D) Uraraka;D;;;
2145;Anime & Manga;3;Dans l'anime Full Metal Panic!, qui est la meilleure amie de Kaname ?;In the anime, Full Metal Panic!, who is Kaname's best friend?;"A) Teletha ""Tessa"" Testarossa | B) Kyoko Tokiwa | C) Ren Mikihara | D) Melissa Mao";"A) Teletha ""Tessa"" Testarossa | B) Kyoko Tokiwa | C) Ren Mikihara | D) Melissa Mao";B;;;
2146;Anime & Manga;2;"Dans ""Love Live: School Idol Project"", quel pseudonyme Kotori Minami utilise-t-elle dans son travail de femme de ménage ?";"In ""Love Live: School Idol Project"" what pseudonym does Kotori Minami use in her job as a maid?";A) Stanoytchev | B) Aqours | C) Kuznetsov | D) Minalinsky;A) Stanoytchev | B) Aqours | C) Kuznetsov | D) Minalinsky;D;;;
2147;Anime & Manga;1;Qu'est-ce qui a transformé la mascotte de Yo-Kai Watch, Jibanyan, en yokai ?;What caused the titular mascot of Yo-Kai Watch, Jibanyan, to become a yokai?;A) Être renversé par un camion | B) Avoir mangé trop de chocobars | C) À travers un rituel magique | D) Quand il a mis le harmaki;A) Being run over by a truck | B) Ate one too many chocobars | C) Through a magical ritual | D) When he put on the harmaki;A;;;
2148;Anime & Manga;2;"Dans la série ""To Love-Ru"", combien de Trans-armes ont été créées ?";"In the ""To Love-Ru"" series, how many Trans-weapons were created?";A) 3 | B) 1 | C) 2 | D) 4;A) 3 | B) 1 | C) 2 | D) 4;A;;;
2149;Anime & Manga;1;"Satella dans ""Re:Zero"" est la sorcière de quoi ?";"Satella in ""Re:Zero"" is the witch of what?";A) La Paresse | B) La Colère | C) L'Envie | D) L'Orgueil;A) Sloth | B) Wrath | C) Envy | D) Pride;C;;;
2150;Anime & Manga;1;Qui est le personnage principal aux cheveux jaunes dans l'anime Naruto ?;Who is the main character with yellow hair in the anime Naruto?;A) Sasuke | B) Naruto | C) Kakashi | D) Ten Ten;A) Sasuke | B) Naruto | C) Kakashi | D) Ten Ten;B;;;
2151;Anime & Manga;2;"Dans ""Toriko"", lequel des Quatre Rois Célestes a un sens de l'ouïe amélioré ?";"In ""Toriko"", which of the following Heavenly Kings has an enhanced sense of Hearing?";A) Zebra | B) Toriko | C) Coco | D) Sunny;A) Zebra | B) Toriko | C) Coco | D) Sunny;A;;;
2152;Anime & Manga;2;Lequel des anime de mecha suivants a commencé à être diffusé en 1982 ?;Which of the following anime of the mecha genre began airing in 1982?;A) Super Dimension Fortress Macross | B) Armored Trooper VOTOMS | C) Neon Genesis Evangelion | D) Mobile Suit Gundam;A) The Super Dimension Fortress Macross | B) Armored Trooper VOTOMS | C) Neon Genesis Evangelion | D) Mobile Suit Gundam;A;;;
2153;Anime & Manga;1;Le nom de l'imposteur de Junko Enoshima au début de Danganronpa: Trigger Happy Havoc est ?;The name of Junko Enoshima's imposter at the beginning of Danganronpa: Trigger Happy Havoc is?;A) Ryota Mitarai | B) Mukuro Ikusaba | C) Komaru Naegi | D) Ultimate Imposter;A) Ryota Mitarai | B) Mukuro Ikusaba | C) Komaru Naegi | D) Ultimate Imposter;B;;;
2154;Anime & Manga;1;"Dans ""Fairy Tail"", quel est le surnom de Natsu Dragneel ?";"In ""Fairy Tail"", what is the nickname of Natsu Dragneel?";A) Le Dragon | B) Le Salamandre | C) Le Tueur de Dragon | D) Le Démon;A) The Dragon | B) The Salamander | C) The Dragon Slayer | D) The Demon;B;;;
2155;Anime & Manga;2;Quelle a été la première série animée longue originale du studio Trigger pour la télévision ?;What was studio Trigger's first original long-form animated series for television?;A) Kill la Kill | B) Inferno Cop | C) Gurren Lagann | D) Kiznaiver;A) Kill la Kill | B) Inferno Cop | C) Gurren Lagann | D) Kiznaiver;A;;;
2156;Anime & Manga;2;"Lequel des Stands de ""JoJo's Bizarre Adventure"" ressemble à une tomate ?";"Which of the stands from ""JoJo's Bizarre Adventure"" mimics the likeness of a tomato?";A) Pearl Jam | B) Nut King Call | C) Cream Starter | D) Red Hot Chili Pepper;A) Pearl Jam | B) Nut King Call | C) Cream Starter | D) Red Hot Chili Pepper;A;;;
2157;Anime & Manga;2;"En quelle année l'anime ""Himouto! Umaru-chan"" a-t-il été diffusé ?";"What year did the anime ""Himouto! Umaru-chan"" air?";A) 2015 | B) 2013 | C) 2012 | D) 2014;A) 2015 | B) 2013 | C) 2012 | D) 2014;A;;;
2158;Anime & Manga;3;"Quel personnage de ""JoJo's Bizarre Adventure"" ne contient PAS de référence à un groupe, artiste ou chanson antérieur à 1980 ?";"Which person from ""JoJo's Bizarre Adventure"" does NOT house a reference to a band, artist, or song earlier than 1980?";A) Josuke Higashikata | B) Giorno Giovanna | C) Jolyne Cujoh | D) Johnny Joestar;A) Josuke Higashikata | B) Giorno Giovanna | C) Jolyne Cujoh | D) Johnny Joestar;B;;;
2159;Anime & Manga;3;"Dans l'anime ""Hunter X Hunter"", quel est le nom du protagoniste principal ?";"In the anime, ""Hunter X Hunter"", what is the main protagonist's name?";A) Gin | B) Gan | C) Gen | D) Gon;A) Gin | B) Gan | C) Gen | D) Gon;D;;;
2160;Anime & Manga;1;"Dans ""A Certain Scientific Railgun"", combien de ""sœurs"" Accelerator devait-il tuer pour atteindre le légendaire niveau 6 ?";"In ""A Certain Scientific Railgun"", how many ""sisters"" did Accelerator have to kill to achieve the rumored level 6?";A) 128 | B) 20 000 | C) 5 000 | D) 10 000;A) 128 | B) 20,000 | C) 5,000 | D) 10,000;B;;;
2161;Anime & Manga;3;"Quel studio d'animation a produit ""Sword Art Online"" ?";"Which animation studio produced ""Sword Art Online""?";A) Silver Link | B) Production I.G | C) A-1 Pictures | D) Kyoto Animation;A) Silver Link | B) Production I.G | C) A-1 Pictures | D) Kyoto Animation;C;;;
2162;Anime & Manga;1;Quel est le nom de famille d'Edward et Alphonse dans la série Fullmetal Alchemist ?;What is the last name of Edward and Alphonse in the Fullmetal Alchemist series.;A) Elric | B) Elwood | C) Eliek | D) Ellis;A) Elric | B) Elwood | C) Eliek | D) Ellis;A;;;
2163;Anime & Manga;1;Comment s'appelle la partie 5 de JoJo's Bizarre Adventure ?;What is the name of JoJo's Bizarre Adventure Part 5?;A) Vento Eureo | B) Vento Aureo | C) Vanto Aureo | D) Vento Oreo;A) Vento Eureo | B) Vento Aureo | C) Vanto Aureo | D) Vento Oreo;B;;;
2164;Anime & Manga;3;"Quelle est la dernière réplique murmurée dans le film d'animation ""The End of Evangelion"" ?";"What is the last line muttered in the anime film ""The End of Evangelion""?";"A) ""Bon sang, Shinji."" | B) ""Idiot, je ne te laisserai pas me tuer !"" | C) ""Que c'est dégoûtant."" | D) ""Rien.""";"A) ""Goddammit, Shinji."" | B) ""Idiot, I won't let you kill me!"" | C) ""How disgusting."" | D) ""Nothing.""";C;;;
2165;Anime & Manga;2;"Qui donne la voix au personnage ""Reigen"" dans le doublage anglais de ""Mob Psycho 100"" ?";"Who voices the character ""Reigen"" in the English dub of ""Mob Psycho 100""?";A) Max Mittelman | B) Chris Niosi | C) Kyle McCarley | D) Casey Mongillo;A) Max Mittelman | B) Chris Niosi | C) Kyle McCarley | D) Casey Mongillo;B;;;
2166;Anime & Manga;3;"En quelle année le manga ""Ping Pong"" a-t-il commencé sa sérialisation ?";"In what year did the manga ""Ping Pong"" begin serialization?";A) 1996 | B) 2010 | C) 2003 | D) 2014;A) 1996 | B) 2010 | C) 2003 | D) 2014;A;;;
2167;Anime & Manga;2;Quel personnage dans Touhou peut contrôler des poupées ?;Which character in Touhou is able to control dolls?;A) Alice Margatroid | B) Marisa Kirisame | C) Clownpiece | D) Flandre Scarlet;A) Alice Margatroid | B) Marisa Kirisame | C) Clownpiece | D) Flandre Scarlet;A;;;
2168;Anime & Manga;3;"En quelle année ""JoJo's Bizarre Adventure: Phantom Blood"" a-t-il été publié pour la première fois ?";"What year was ""JoJo's Bizarre Adventure: Phantom Blood"" first released?";A) 1995 | B) 2013 | C) 1983 | D) 1987;A) 1995 | B) 2013 | C) 1983 | D) 1987;D;;;
2169;Anime & Manga;3;Qui est l'auteur du manga Uzumaki ?;Who was the Author of the manga Uzumaki?;A) Masashi Kishimoto | B) Junji Ito | C) Akira Toriyama | D) Noboru Takahashi;A) Masashi Kishimoto | B) Junji Ito | C) Akira Toriyama | D) Noboru Takahashi;B;;;
2170;Anime & Manga;3;Lequel de ces noms n'est PAS un personnage de JoJo's Bizarre Adventure ?;Which of these names are not a character of JoJo's Bizarre Adventure?;A) Jean-Pierre Polnareff | B) Risotto Nero | C) JoJo Kikasu | D) George Joestar;A) Jean-Pierre Polnareff | B) Risotto Nero | C) JoJo Kikasu | D) George Joestar;C;;;
