id;category;difficulty;question_fr;question_en;choices_fr;choices_en;correct;explanation_fr;explanation_en;source_hint
529;Culture;1;"De quelle couleur dit-on qu'une personne inexpérimentée est ?";"When someone is inexperienced they are said to be what color?";"A) Rouge | B) Vert | C) Bleu | D) Jaune";"A) Red | B) Green | C) Blue | D) Yellow";"B";"On dit d'une personne inexpérimentée qu'elle est 'verte'.";"An inexperienced person is said to be 'green'.";"OpenTDB"
530;Culture;1;"Quel pays, hors Japon, compte le plus de personnes d'origine japonaise ?";"Which country, not including Japan, has the most people of Japanese descent?";"A) Chine | B) Brésil | C) Corée du Sud | D) États-Unis";"A) China | B) Brazil | C) South Korea | D) United States";"B";"Le Brésil compte la plus grande communauté japonaise hors Japon.";"Brazil has the largest Japanese community outside Japan.";"OpenTDB"
531;Culture;3;"Quelle église du Vatican a été conçue en 1503 par des architectes de la Renaissance ?";"Which church's interior in Vatican City was designed in 1503 by renaissance architects?";"A) Cathédrale de Catane | B) Basilique Saint-Pierre | C) Basilique Saint-Marc | D) Le Duomo de Florence";"A) Catania Cathedral | B) St. Peter's Basilica | C) St. Mark's Basilica | D) The Duomo of Florence";"B";"La Basilique Saint-Pierre a été conçue par Bramante puis Michel-Ange.";"St. Peter's Basilica was designed by Bramante and then Michelangelo.";"OpenTDB"
532;Culture;2;"Qu'est-ce qu'un guidon (burgee) ?";"What is a Burgee?";"A) Une corde | B) Un drapeau | C) Une fenêtre | D) Un type de nourriture";"A) A rope | B) A flag | C) A window | D) A type of food";"B";"Un burgee est un drapeau triangulaire utilisé par les clubs nautiques.";"A burgee is a triangular flag used by yacht clubs.";"OpenTDB"
533;Culture;2;"Quel nom était donné aux dictateurs militaires japonais du 12e au 19e siècle ?";"What was the name given to Japanese military dictators who ruled through 12th and 19th centuries?";"A) Ninja | B) Shogun | C) Samurai | D) Shinobi";"A) Ninja | B) Shogun | C) Samurai | D) Shinobi";"B";"Les shoguns étaient les dirigeants militaires du Japon féodal.";"Shoguns were the military rulers of feudal Japan.";"OpenTDB"
534;Culture;1;"Qui est l'auteur de Jurassic Park ?";"Who is the author of Jurassic Park?";"A) Peter Benchley | B) Michael Crichton | C) Chuck Palahniuk | D) Irvine Welsh";"A) Peter Benchley | B) Michael Crichton | C) Chuck Palahniuk | D) Irvine Welsh";"B";"Michael Crichton a écrit Jurassic Park en 1990.";"Michael Crichton wrote Jurassic Park in 1990.";"OpenTDB"
535;Culture;1;"Quelles noix sont utilisées dans la production de massepain ?";"What nuts are used in the production of marzipan?";"A) Cacahuètes | B) Amandes | C) Noix | D) Pistaches";"A) Peanuts | B) Almonds | C) Walnuts | D) Pistachios";"B";"Le massepain est fait à base de pâte d'amandes.";"Marzipan is made from almond paste.";"OpenTDB"
536;Culture;2;"Quel pays roule à gauche ?";"Which country drives on the left side of the road?";"A) Allemagne | B) Japon | C) Russie | D) Chine";"A) Germany | B) Japan | C) Russia | D) China";"B";"Le Japon, comme le Royaume-Uni, roule à gauche.";"Japan, like the UK, drives on the left.";"OpenTDB"
537;Culture;2;"Quel type de bière est la Corona mexicaine ?";"The Mexican Beer 'Corona' is what type of beer?";"A) IPA | B) Pale Lager | C) Pilsner | D) Porter";"A) India Pale Ale | B) Pale Lager | C) Pilsner | D) Baltic Porter";"B";"Corona est une bière de type pale lager mexicaine.";"Corona is a Mexican pale lager beer.";"OpenTDB"
538;Culture;2;"Laquelle n'est PAS une fable d'Ésope ?";"Which of the following is NOT one of Aesop's fables?";"A) Le Renard et les Raisins | B) Rox et Rouky | C) Le Lièvre et la Tortue | D) La Grenouille et le Bœuf";"A) The Fox and the Grapes | B) The Fox and the Hound | C) The Tortoise and the Hare | D) The Frog and the Ox";"B";"Rox et Rouky (The Fox and the Hound) est un film Disney, pas une fable d'Ésope.";"The Fox and the Hound is a Disney film, not an Aesop's fable.";"OpenTDB"
948;Culture Générale;1;"Que signifie VR ?";"What does VR stand for?";"A) Reconnaissance vocale | B) Réalité virtuelle | C) Reconnaissance visuelle | D) Très réel";"A) Voice Recognition | B) Virtual Reality | C) Visual Recognition | D) Very Real";B;"";"";"OpenTDB"
949;Culture Générale;2;"Quel est le mot italien pour ""tomate"" ?";"What is the Italian word for tomato?";"A) Peperoncino | B) Cipolla | C) Aglio | D) Pomodoro";"A) Peperoncino | B) Cipolla | C) Aglio | D) Pomodoro";D;"";"";"OpenTDB"
950;Culture Générale;1;"Si l'on vous attrape en train de ""goldbricking"", que faites-vous de mal ?";"If you are caught goldbricking, what are you doing wrong?";"A) Tricher | B) Fumer | C) Paresser | D) Voler";"A) Cheating | B) Smoking | C) Slacking | D) Stealing";C;"";"";"OpenTDB"
951;Culture Générale;3;"Dans les systèmes de vol, que signifie l'acronyme TCAS ?";"In flight systems, what does the initialism TCAS stand for?";"A) Système d'évitement des collisions aériennes | B) Système d'alignement de configuration trafic | C) Système d'abréviation des indicatifs trafic | D) Système d'alerte de communication trafic";"A) Traffic Collision Avoidance System | B) Traffic Configuration Alignment System | C) Traffic Call-sign Abbreviation System | D) Traffic Communication Alert System";A;"";"";"OpenTDB"
952;Culture Générale;1;"Quel est le nom de la boisson alcoolisée à base de pommes de terre ou de céréales originaire de Pologne et de Russie ?";"What is the name of the alcoholic beverage made from potatoes or grains that originates from Poland and Russia?";"A) Vodka | B) Saké | C) Rhum | D) Absinthe";"A) Vodka | B) Sake | C) Rum | D) Absinthe";A;"";"";"OpenTDB"
953;Culture Générale;2;"Quel caractère était autrefois considéré comme la 27e lettre de l'alphabet anglais ?";"What character was once considered to be the 27th letter of the alphabet?";"A) Tilde | B) Esperluette | C) Interrobang | D) Pied de mouche";"A) Tilde | B) Ampersand | C) Interrobang | D) Pilcrow";B;"";"";"OpenTDB"
954;Culture Générale;1;"Un criminel qui a ""falsifié les livres de compte"" s'est livré à quel comportement illégal ?";"A criminal who has cooked the books has engaged in what kind of illegal behavior?";"A) Extorsion | B) Chantage | C) Blanchiment d'argent | D) Fraude comptable";"A) Extortion | B) Blackmail | C) Money Laundering | D) Accounting Fraud";D;"";"";"OpenTDB"
955;Culture Générale;3;"Laquelle de ces langues indiennes ne fait PAS partie de la famille indo-européenne ?";"Which of these Indian languages is not part of the Indo-European language family?";"A) Hindi | B) Ourdou | C) Pendjabi | D) Tamoul";"A) Hindi | B) Urdu | C) Punjabi | D) Tamil";D;"";"";"OpenTDB"
956;Culture Générale;1;"Comment appelle-t-on plus communément le périmètre d'un cercle ?";"What is the perimeter of a circle more commonly known as?";"A) Arc | B) Diamètre | C) Circonférence | D) Rayon";"A) Arc | B) Diameter | C) Circumference | D) Radius";C;"";"";"OpenTDB"
957;Culture Générale;2;"Quelle est la dernière lettre de l'alphabet grec ?";"What is the last letter of the Greek alphabet?";"A) Epsilon | B) Mu | C) Kappa | D) Oméga";"A) Epsilon | B) Mu | C) Kappa | D) Omega";D;"";"";"OpenTDB"
958;Culture Générale;2;"À qui appartient le visage en niveaux de gris de l'émoticône Kappa sur Twitch ?";"Whose greyscale face is on the Kappa emoticon on Twitch?";"A) John DeSeno | B) Josh DeSeno | C) Justin DeSeno | D) Jimmy DeSeno";"A) John DeSeno | B) Josh DeSeno | C) Justin DeSeno | D) Jimmy DeSeno";B;"";"";"OpenTDB"
959;Culture Générale;2;"Parmi ces quatre bâtiments, lequel est le plus haut avec 451,9 m ?";"Out of these four buildings, which one is the tallest at 1,483 ft (451.9 m)?";"A) Al Hamra Tower, Koweït | B) Trump Intl. Hotel & Tower, États-Unis | C) Tours Petronas, Malaisie | D) Tour Zifeng, Chine";"A) Al Hamra Tower, Kuwait | B) Trump Intl. Hotel & Tower, United States | C) Petronas Twin Towers, Malaysia | D) Zifeng Tower, China";C;"";"";"OpenTDB"
960;Culture Générale;1;"Que signifient les lettres KFC (chaîne de restauration rapide) ?";"What do the letters of the fast food chain KFC stand for?";"A) Kibbled Freaky Cow | B) Kiwi Food Cut | C) Kentucky Fried Chicken | D) Kentucky Fresh Cheese";"A) Kibbled Freaky Cow | B) Kiwi Food Cut | C) Kentucky Fried Chicken | D) Kentucky Fresh Cheese";C;"";"";"OpenTDB"
961;Culture Générale;1;"Quel président américain figure sur le billet d'un dollar ?";"Which American president appears on a one dollar bill?";"A) Thomas Jefferson | B) George Washington | C) Abraham Lincoln | D) Benjamin Franklin";"A) Thomas Jefferson | B) George Washington | C) Abraham Lincoln | D) Benjamin Franklin";B;"";"";"OpenTDB"
962;Culture Générale;2;"Dans un jeu de 52 cartes standard, quel est le seul roi sans moustache ?";"In a standard set of playing cards, which is the only king without a moustache?";"A) Carreau | B) Pique | C) Cœur | D) Trèfle";"A) Diamonds | B) Spades | C) Hearts | D) Clubs";C;"";"";"OpenTDB"
963;Culture Générale;3;"Quel produit la société Nokia vendait-elle à l'origine ?";"Which product did Nokia originally sell?";"A) Du papier | B) Des ordinateurs | C) Des processeurs | D) Des téléphones";"A) Paper | B) Computers | C) Processors | D) Phones";A;"";"";"OpenTDB"
964;Culture Générale;2;"En quelle année le terme ""scientifique"" a-t-il été inventé ?";"The term ""scientist"" was coined in which year?";"A) 1942 | B) 1796 | C) 1833 | D) 1933";"A) 1942 | B) 1796 | C) 1833 | D) 1933";C;"";"";"OpenTDB"
965;Culture Générale;3;"Le mot ""aboulie"" désigne quelle incapacité ?";"The word ""abulia"" means which of the following?";"A) L'incapacité à prendre des décisions | B) Une envie fiévreuse de se déshabiller | C) L'incapacité à se concentrer | D) L'incapacité à se lever";"A) The inability to make decisions | B) A feverish desire to rip one's clothes off | C) The inability to concentrate on anything | D) The inability to stand up";A;"";"";"OpenTDB"
966;Culture Générale;2;"Quel est le mot suédois pour ""fenêtre"" ?";"What is the Swedish word for ""window""?";"A) Hål | B) Ruta | C) Skärm | D) Fönster";"A) Hål | B) Ruta | C) Skärm | D) Fönster";D;"";"";"OpenTDB"
967;Culture Générale;1;"Combien de cartes y a-t-il dans un jeu de cartes standard ?";"How many cards are there in a standard deck of playing cards?";"A) 52 | B) 40 | C) 32 | D) 64";"A) 52 | B) 40 | C) 32 | D) 64";A;"";"";"OpenTDB"
968;Culture Générale;1;"Quel est le nom du personnage principal de la série Dead Space ?";"What is the name of the main character from the series Dead Space?";"A) Commander Shepard | B) Capitaine Kirk | C) Ellen Ripley | D) Isaac Clarke";"A) Commander Shepard | B) Captain Kirk | C) Ellen Ripley | D) Isaac Clarke";D;"";"";"OpenTDB"
969;Culture Générale;1;"Quel type d'animal était Harambe, abattu après qu'un enfant soit tombé dans son enclos au zoo de Cincinnati ?";"What type of animal was Harambe, who was shot after a child fell into its enclosure at the Cincinnati Zoo?";"A) Panda | B) Tigre | C) Gorille | D) Crocodile";"A) Panda | B) Tiger | C) Gorilla | D) Crocodile";C;"";"";"OpenTDB"
970;Culture Générale;1;"Dans quelle chaîne de restauration rapide peut-on commander un Jamocha Shake ?";"In which fast food chain can you order a Jamocha Shake?";"A) Burger King | B) Wendy's | C) McDonald's | D) Arby's";"A) Burger King | B) Wendy's | C) McDonald's | D) Arby's";D;"";"";"OpenTDB"
971;Culture Générale;2;"Quel mois est le Mois de l'histoire des Noirs aux États-Unis ?";"Which month is Black History Month in the US?";"A) Novembre | B) Mai | C) Février | D) Août";"A) November | B) May | C) February | D) August";C;"";"";"OpenTDB"
972;Culture Générale;1;"Terry Gilliam était animateur et a travaillé avec quel groupe comique britannique ?";"Terry Gilliam was an animator that worked with which British comedy group?";"A) The Penny Dreadfuls | B) The League of Gentlemen | C) Monty Python | D) The Goodies";"A) The Penny Dreadfuls | B) The League of Gentlemen | C) Monty Python | D) The Goodies";C;"";"";"OpenTDB"
973;Culture Générale;2;"Quelle montagne possède le plus haut sommet d'Amérique du Sud ?";"Which mountain has the highest peak in South America?";"A) Ojos del Salado, frontière Argentine/Chili | B) Aconcagua, Argentine | C) Monte Pissis, Argentine | D) Huascarán, Pérou";"A) Ojos del Salado, Argentina/Chile border | B) Aconcagua, Argentina | C) Monte Pissis, Argentina | D) Huascarán, Peru";B;"";"";"OpenTDB"
974;Culture Générale;3;"Quel est le nom commun le plus utilisé en anglais ?";"What is the most commonly used noun in the English language?";"A) Man | B) Water | C) Time | D) Home";"A) Man | B) Water | C) Time | D) Home";C;"";"";"OpenTDB"
975;Culture Générale;1;"Lequel de ces mots désigne quelque chose fabriqué, distribué ou vendu illégalement ?";"Which of these words refers to something made, distributed, or sold illegally?";"A) Bootlace | B) Bootblack | C) Bootstrap | D) Bootleg";"A) Bootlace | B) Bootblack | C) Bootstrap | D) Bootleg";D;"";"";"OpenTDB"
976;Culture Générale;2;"Quel titre portaient les dictateurs militaires japonais qui ont gouverné le pays entre le XIIe et le XIXe siècle ?";"What was the name given to Japanese military dictators who ruled the country through the 12th and 19th century?";"A) Samouraï | B) Ninja | C) Shogun | D) Shinobi";"A) Samurai | B) Ninja | C) Shogun | D) Shinobi";C;"";"";"OpenTDB"
977;Culture Générale;3;"Si vous plantiez des graines de Quercus robur, que pousserait-il ?";"If you planted the seeds of Quercus robur, what would grow?";"A) Des légumes | B) Des céréales | C) Des fleurs | D) Des arbres";"A) Vegetables | B) Grains | C) Flowers | D) Trees";D;"";"";"OpenTDB"
978;Culture Générale;1;"Que les marins appellent-ils l'avant d'un bateau ?";"What do sailors call the front of a boat?";"A) Bâbord | B) Proue | C) Poupe | D) Tribord";"A) Port | B) Bow | C) Stern | D) Starboard";B;"";"";"OpenTDB"
979;Culture Générale;1;"Que les marins appellent-ils le côté droit d'un bateau ?";"What do sailors call the right side of a boat?";"A) Proue | B) Bâbord | C) Tribord | D) Poupe";"A) Bow | B) Port | C) Starboard | D) Stern";C;"";"";"OpenTDB"
980;Culture Générale;2;"Quelle est la monnaie de la Pologne ?";"What is the currency of Poland?";"A) Krone | B) Złoty | C) Euro | D) Rouble";"A) Krone | B) Złoty | C) Euro | D) Ruble";B;"";"";"OpenTDB"
981;Culture Générale;3;"Quel type de chien est 'Handsome Dan', la mascotte de l'Université Yale ?";"What type of dog is 'Handsome Dan', the mascot of Yale University?";"A) Carlin | B) Yorkshire Terrier | C) Boxer | D) Bulldog";"A) Pug | B) Yorkshire Terrier | C) Boxer | D) Bulldog";D;"";"";"OpenTDB"
982;Culture Générale;2;"Qu'est-ce qu'un 'dakimakura' ?";"What is a 'dakimakura'?";"A) Un terme pour décrire deux personnes qui s'aiment | B) Un oreiller de corps | C) Une posture de yoga | D) Un plat chinois à base de poisson";"A) A word used to describe two people who truly love each other | B) A body pillow | C) A yoga posture | D) A Chinese meal, essentially composed of fish";B;"";"";"OpenTDB"
983;Culture Générale;1;"Le foie gras est une délicatesse française faite de quelle partie d'un canard ou d'une oie ?";"Foie gras is a French delicacy typically made from what part of a duck or goose?";"A) L'estomac | B) Le cœur | C) Le foie | D) Les intestins";"A) Stomach | B) Heart | C) Liver | D) Intestines";C;"";"";"OpenTDB"
984;Culture Générale;3;"Le mot suédois ""Grunka"" signifie quoi en anglais ?";"The Swedish word ""Grunka"" means what in English?";"A) Ananas | B) Personnes | C) Lieu | D) Chose";"A) Pineapple | B) People | C) Place | D) Thing";D;"";"";"OpenTDB"
985;Culture Générale;2;"Parmi ces quatre bâtiments, lequel est le plus haut avec 828 m (2 717 ft) ?";"Out of these four buildings, which one is the tallest, with a height of 2,717 ft (828 m)?";"A) Ping An Finance Centre, Chine | B) Burj Khalifa, Émirats arabes unis | C) Lotte World Tower, Corée du Sud | D) Shanghai Tower, Chine";"A) Ping An Finance Centre, China | B) Burj Khalifa, United Arab Emirates | C) Lotte World Tower, South Korea | D) Shanghai Tower, China";B;"";"";"OpenTDB"
986;Culture Générale;2;"Lequel de ces bâtiments est un exemple d'architecture Art déco ?";"Which of the following buildings is an example of a structure primarily built in the Art Deco architectural style?";"A) Taipei 101 | B) Westendstrasse 1 | C) One Detroit Center | D) Niagara Mohawk Building";"A) Taipei 101 | B) Westendstrasse 1 | C) One Detroit Center | D) Niagara Mohawk Building";D;"";"";"OpenTDB"
987;Culture Générale;1;"Quel est le nom du groupe antagoniste dans Danganronpa Another Episode: Ultra Despair Girls ?";"What is the name of the antagonist group in Danganronpa Another Episode: Ultra Despair Girls?";"A) Warriors of Hope | B) The Monokubs | C) Warriors of Despair | D) The Ultimate Despair";"A) Warriors of Hope | B) The Monokubs | C) Warriors of Despair | D) The Ultimate Despair";A;"";"";"OpenTDB"
988;Culture Générale;2;"Une statue de Charles Darwin se trouve dans quel musée londonien ?";"A statue of Charles Darwin sits in what London museum?";"A) Natural History Museum | B) Tate | C) British Museum | D) Science Museum";"A) Natural History Museum | B) Tate | C) British Museum | D) Science Museum";A;"";"";"OpenTDB"
989;Culture Générale;2;"Bob et Mike Bryan étaient connus comme frères dans quel sport ?";"Bob and Mike Bryan were well known brothers in which sport?";"A) Football américain | B) Baseball | C) Tennis | D) Basketball";"A) Football | B) Baseball | C) Tennis | D) Basketball";C;"";"";"OpenTDB"
990;Culture Générale;3;"De Eemhof, Port Zelande et Het Heijderbos sont des villas de vacances appartenant à quelle entreprise ?";"De Eemhof, Port Zelande and Het Heijderbos are holiday villas owned by what company?";"A) Keycamp | B) Center Parcs | C) Villa Plus | D) Yelloh Village";"A) Keycamp | B) Center Parcs | C) Villa Plus | D) Yelloh Village";B;"";"";"OpenTDB"
991;Culture Générale;3;"Les mots ""bungalow"" et ""shampoo"" proviennent des langues de quel pays ?";"The words ""bungalow"" and ""shampoo"" originate from the languages of which country?";"A) Inde | B) Chine | C) Papouasie-Nouvelle-Guinée | D) Éthiopie";"A) India | B) China | C) Papua New Guinea | D) Ethiopia";A;"";"";"OpenTDB"
992;Culture Générale;2;"Le coleslaw est originaire de quel pays européen ?";"Coleslaw originated from which European country?";"A) Pays-Bas | B) Danemark | C) Allemagne | D) Royaume-Uni";"A) The Netherlands | B) Denmark | C) Germany | D) United Kingdom";A;"";"";"OpenTDB"
993;Culture Générale;2;"Le whisky écossais et le Drambuie composent quel cocktail ?";"Scotch whisky and Drambuie make up which cocktail?";"A) Screwdriver | B) Rusty Nail | C) Manhattan | D) Sex on the Beach";"A) Screwdriver | B) Rusty Nail | C) Manhattan | D) Sex on the Beach";B;"";"";"OpenTDB"
994;Culture Générale;3;"Lequel de ces termes anatomiques désigne l'extrémité caudale d'une créature ?";"Which of these anatomical terms refers to the tail end of the creature?";"A) Proximal | B) Caudal | C) Ventral | D) Coronal";"A) Proximal | B) Caudal | C) Ventral | D) Coronal";B;"";"";"OpenTDB"
995;Culture Générale;1;"Quel élément a le symbole chimique Kr ?";"What element has the chemical symbol Kr?";"A) Krypton | B) Kineticium | C) Curium | D) Kérosine";"A) Krypton | B) Kineticium | C) Curium | D) Kerosine";A;"";"";"OpenTDB"
996;Culture Générale;3;"Laquelle de ces familles existe dans Les Sims ?";"Which of the following is an existing family in The Sims?";"A) La famille Goth | B) La famille Proud | C) La famille Simoleon | D) La Famille";"A) The Goth Family | B) The Proud Family | C) The Simoleon Family | D) The Family";A;"";"";"OpenTDB"
997;Culture Générale;2;"L'expression ""accident en attente de se produire"" est un exemple de quelle figure de style ?";"The phrase ""accident waiting to happen"" is an example of what type of figure of speech?";"A) Idiotisme | B) Analogie | C) Métaphore | D) Comparaison";"A) Idiom | B) Analogy | C) Metaphor | D) Simile";A;"";"";"OpenTDB"
998;Culture Générale;2;"En code Morse, quelle lettre est indiquée par 3 points ?";"In Morse code, which letter is indicated by 3 dots?";"A) O | B) S | C) A | D) C";"A) O | B) S | C) A | D) C";B;"";"";"OpenTDB"
999;Culture Générale;2;"Quelle nation produit environ 40 % de la vanille mondiale ?";"What nation produces roughly 40% of the world's vanilla?";"A) Indonésie | B) Chine | C) Mexique | D) Madagascar";"A) Indonesia | B) China | C) Mexico | D) Madagascar";D;"";"";"OpenTDB"
1000;Culture Générale;3;"Selon le Code international des signaux, quel pavillon unique signifie ""j'ai besoin d'assistance"" ?";"Going by the International Code of Signals, which single flag means ""I require assistance (not distress)""?";"A) Kilo | B) Victor | C) Delta | D) Papa";"A) Kilo | B) Victor | C) Delta | D) Papa";B;"";"";"OpenTDB"
1001;Culture Générale;3;"Laquelle de ces entreprises suédoises a été fondée en 1943 ?";"Which one of these Swedish companies was founded in 1943?";"A) Lindex | B) H&M | C) IKEA | D) Clas Ohlson";"A) Lindex | B) H & M | C) IKEA | D) Clas Ohlson";C;"";"";"OpenTDB"
1002;Culture Générale;2;"Quel est le nombre maximum d'étoiles Michelin qu'un restaurant peut recevoir ?";"What is the highest number of Michelin stars a restaurant can receive?";"A) Trois | B) Six | C) Cinq | D) Quatre";"A) Three | B) Six | C) Five | D) Four";A;"";"";"OpenTDB"
1003;Culture Générale;3;"Dans ""Battle Cats"", quel est le taux de coup critique de Moneko / MISS Moneko ?";"In ""Battle Cats"", what is Moneko / MISS Moneko's critical percentage rate?";"A) 25 % | B) 15 % | C) 10 % | D) 20 %";"A) 25% | B) 15% | C) 10% | D) 20%";B;"";"";"OpenTDB"
1004;Culture Générale;2;"Selon Sherlock Holmes, ""si vous éliminez l'impossible, ce qui reste doit être la...""";"According to Sherlock Holmes, ""If you eliminate the impossible, whatever remains, however improbable, must be the...""";"A) Source | B) Réponse | C) Vérité | D) Cause";"A) Source | B) Answer | C) Truth | D) Cause";C;"";"";"OpenTDB"
1005;Culture Générale;2;"La Médaille Fields est décernée tous les combien d'années ?";"The Fields Medal, one of the most sought after awards in mathematics, is awarded every how many years?";"A) 3 | B) 4 | C) 5 | D) 6";"A) 3 | B) 4 | C) 5 | D) 6";B;"";"";"OpenTDB"
1006;Culture Générale;1;"La mascotte de quelle chaîne de restauration rapide est un clown ?";"Which restaurant's mascot is a clown?";"A) McDonald's | B) Burger King | C) Sonic | D) Whataburger";"A) McDonald's | B) Burger King | C) Sonic | D) Whataburger";A;"";"";"OpenTDB"
1007;Culture Générale;3;"Selon les statistiques australiennes 2014-2015, quel pourcentage d'Australiens sont nés à l'étranger ?";"According to the 2014-2015 Australian Bureau of Statistics, what percentage of Australians were born overseas?";"A) 28 % | B) 13 % | C) 20 % | D) 7 %";"A) 28% | B) 13% | C) 20% | D) 7%";A;"";"";"OpenTDB"
1008;Culture Générale;2;"Comment les Néerlandais appellent-ils leur langue ?";"What do the Dutch call their language?";"A) Hollander | B) Dansk | C) Deutsch | D) Nederlands";"A) Hollander | B) Dansk | C) Deutsch | D) Nederlands";D;"";"";"OpenTDB"
1009;Culture Générale;3;"La xanthophobie est la peur de quelle couleur ?";"Xanthophobia is the fear of what color?";"A) Vert | B) Jaune | C) Rouge | D) Bleu";"A) Green | B) Yellow | C) Red | D) Blue";B;"";"";"OpenTDB"
1010;Culture Générale;2;"La gare d'Amsterdam Centraal est jumelée avec quelle gare ?";"Amsterdam Centraal station is twinned with what station?";"A) Frankfurt (Main) Hauptbahnhof | B) Brussels Midi | C) London Liverpool Street | D) Paris Gare du Nord";"A) Frankfurt (Main) Hauptbahnhof | B) Brussels Midi | C) London Liverpool Street | D) Paris Gare du Nord";C;"";"";"OpenTDB"
1011;Culture Générale;1;"Si l'on vous attrape en train de ""goldbricking"", que faites-vous de mal ?";"If you are caught ""Goldbricking"", what are you doing wrong?";"A) Fumer | B) Tricher | C) Paresser | D) Voler";"A) Smoking | B) Cheating | C) Slacking | D) Stealing";C;"";"";"OpenTDB"
1012;Culture Générale;1;"Quel signe du zodiaque se situe entre la Vierge et le Scorpion ?";"Which sign of the zodiac comes between Virgo and Scorpio?";"A) Capricorne | B) Taureau | C) Balance | D) Gémeaux";"A) Capricorn | B) Taurus | C) Libra | D) Gemini";C;"";"";"OpenTDB"
