id;category;difficulty;question_fr;question_en;choices_fr;choices_en;correct;explanation_fr;explanation_en;source_hint
716;Jeux Vidéo;2;"Quel jeu game was first to feature Mario's voice by Charles Martinet?";"Which game was the first time Mario was voiced by Charles Martinet?";"A) Mario's Game Gallery | B) Super Mario 64 | C) Mario Tennis | D) Dr. Mario 64";"A) Mario's Game Gallery | B) Super Mario 64 | C) Mario Tennis | D) Dr. Mario 64";"A";"Charles Martinet a d'abord doublé Mario dans Mario's Game Gallery en 1995.";"Charles Martinet first voiced Mario in Mario's Game Gallery in 1995.";"OpenTDB"
717;Jeux Vidéo;2;"Dans quel jeu Pokémon le seigneur de guerre peut-il se lier avec Zekrom ?";"In Pokémon Conquest, which warlord can bond with Zekrom?";"A) Le Joueur | B) Nobunaga | C) Oichi | D) Hideyoshi";"A) The Player | B) Nobunaga | C) Oichi | D) Hideyoshi";"B";"Nobunaga est le principal antagoniste de Pokémon Conquest.";"Nobunaga is the main antagonist of Pokémon Conquest.";"OpenTDB"
758;Jeux Vidéo;2;"Quel est le 4e boss dans Crash Bandicoot 2: Cortex Strikes Back ?";"What is the 4th boss in Crash Bandicoot 2: Cortex Strikes Back?";"A) Dr. Neo Cortex | B) Dr. N. Gin | C) Komodo Brothers | D) Tiny Tiger";"A) Dr. Neo Cortex | B) Dr. N. Gin | C) Komodo Brothers | D) Tiny Tiger";"B";"Dr. N. Gin est le scientifique fou avec un missile dans la tête.";"Dr. N. Gin is the mad scientist with a missile in his head.";"OpenTDB"
759;Jeux Vidéo;3;"Pourquoi seulement 300 000 copies d'Uniracers ont été produites ?";"Why were only 300,000 copies of Uniracers produced?";"A) Mauvaises critiques | B) DMA Design poursuivi par Pixar | C) Désaccord Nintendo | D) Info non publique";"A) Poor reviews | B) DMA Design sued by Pixar | C) Nintendo disagreement | D) No public info";"B";"Pixar a poursuivi DMA Design pour violation de copyright sur les monocycles animés.";"Pixar sued DMA Design for copyright on animated unicycles.";"OpenTDB"
760;Jeux Vidéo;2;"Qui double Joel dans The Last of Us ?";"Who voiced Joel in The Last of Us?";"A) Nolan North | B) Troy Baker | C) John DiMaggio | D) Steve Blum";"A) Nolan North | B) Troy Baker | C) John DiMaggio | D) Steve Blum";"B";"Troy Baker est célèbre pour ses rôles dans de nombreux jeux AAA.";"Troy Baker is famous for his roles in many AAA games.";"OpenTDB"
761;Jeux Vidéo;1;"Dans Minecraft, quel ingrédient permet de brasser une Potion de Respiration Aquatique ?";"In Minecraft, which ingredient is needed to brew a Potion of Water Breathing?";"A) Encre de seiche | B) Poisson-globe | C) Citrouille | D) Canne à pêche";"A) Ink sac | B) Pufferfish | C) Pumpkin | D) Fishing rod";"B";"Le poisson-globe est utilisé pour la potion de respiration aquatique.";"Pufferfish is used for the water breathing potion.";"OpenTDB"
762;Jeux Vidéo;3;"Dans COD Zombies, quelle map donne le succès 'High Maintenance' ?";"In Call Of Duty: Zombies, which map gives the 'High Maintenance' achievement?";"A) Mob Of The Dead | B) Die Rise | C) Origins | D) Ascension";"A) Mob Of The Dead | B) Die Rise | C) Origins | D) Ascension";"B";"Die Rise est la map du DLC Revolution de Black Ops 2.";"Die Rise is the map from the Revolution DLC of Black Ops 2.";"OpenTDB"
763;Jeux Vidéo;2;"Le 'D' dans 'D-Mail' de Steins;Gate signifie quoi ?";"The 'D' in 'D-Mail' from Steins;Gate stands for what?";"A) Deep | B) DeLorean | C) Demo | D) Dev";"A) Deep | B) DeLorean | C) Demo | D) Dev";"B";"Référence à la DeLorean de Retour vers le Futur.";"Reference to the DeLorean from Back to the Future.";"OpenTDB"
764;Jeux Vidéo;2;"Dans Sonic Forces, quel personnage n'était pas dans un jeu précédent ?";"In Sonic Forces, which character was not from a previous game?";"A) Metal Sonic | B) Infinite | C) Zavok | D) Chaos";"A) Metal Sonic | B) Infinite | C) Zavok | D) Chaos";"B";"Infinite est le nouvel antagoniste créé pour Sonic Forces.";"Infinite is the new antagonist created for Sonic Forces.";"OpenTDB"
765;Jeux Vidéo;2;"Quel personnage n'était PAS jouable dans Kingdom Hearts: Birth by Sleep ?";"Which character was NOT playable in Kingdom Hearts: Birth by Sleep?";"A) Ventus | B) Ignis | C) Terra | D) Aqua";"A) Ventus | B) Ignis | C) Terra | D) Aqua";"B";"Ignis est un personnage de Final Fantasy XV, pas de KH.";"Ignis is a character from Final Fantasy XV, not KH.";"OpenTDB"
766;Jeux Vidéo;1;"Qui a créé la plateforme de distribution Steam ?";"Who created the digital distribution platform Steam?";"A) Ubisoft | B) Valve | C) EA | D) Pixeltail Games";"A) Ubisoft | B) Valve | C) EA | D) Pixeltail Games";"B";"Steam a été lancé par Valve en 2003.";"Steam was launched by Valve in 2003.";"OpenTDB"
767;Jeux Vidéo;2;"Comment s'appelait le héros dans Dragon's Lair (années 80) ?";"What was the hero's name in the 80s game Dragon's Lair?";"A) Arthur | B) Dirk the Daring | C) Sir Toby | D) Guy of Gisbourne";"A) Arthur | B) Dirk the Daring | C) Sir Toby | D) Guy of Gisbourne";"B";"Dirk the Daring est le chevalier courageux du jeu laserdisc.";"Dirk the Daring is the brave knight from the laserdisc game.";"OpenTDB"
768;Jeux Vidéo;2;"Combien de PV a le Scout dans Team Fortress 2 ?";"How much health does the Scout have in Team Fortress 2?";"A) 100 | B) 70 | C) 50 | D) 95";"A) 100 | B) 70 | C) 50 | D) 95";"B";"Le Scout a le moins de PV mais est le plus rapide.";"Scout has the least HP but is the fastest.";"OpenTDB"
769;Jeux Vidéo;2;"Comment s'appelle le protagoniste de Braid ?";"What is the name of the protagonist in Braid?";"A) James | B) Tim | C) Boregard | D) Jackson";"A) James | B) Tim | C) Boregard | D) Jackson";"B";"Tim cherche à sauver une princesse en manipulant le temps.";"Tim seeks to save a princess by manipulating time.";"OpenTDB"
770;Jeux Vidéo;3;"Lesquels ne sont PAS des Echo Fighters dans Super Smash Bros Ultimate ?";"Which are NOT Echo Fighters in Super Smash Bros Ultimate?";"A) Marth & Lucina | B) Link & Young Link | C) Richter & Simon | D) Peach & Daisy";"A) Marth & Lucina | B) Link & Young Link | C) Richter & Simon | D) Peach & Daisy";"B";"Link et Young Link ont des movesets différents.";"Link and Young Link have different movesets.";"OpenTDB"
771;Jeux Vidéo;2;"Quel problème a retardé Half-Life 2 ?";"What delayed Half-Life 2 development?";"A) Bugs | B) Le code source a fuité | C) Histoire mauvaise | D) Insatisfaction";"A) Bugs | B) Source code got leaked | C) Poor story | D) Dissatisfaction";"B";"Le code source a été volé par un hacker en 2003.";"The source code was stolen by a hacker in 2003.";"OpenTDB"
772;Jeux Vidéo;2;"Quel film d'horreur a eu un jeu vidéo suite en 2002 ?";"Which horror movie had a video game sequel in 2002?";"A) Evil Dead | B) The Thing | C) Saw | D) Alien";"A) Evil Dead | B) The Thing | C) Saw | D) Alien";"B";"The Thing a eu un jeu suite développé par Computer Artworks.";"The Thing had a sequel game developed by Computer Artworks.";"OpenTDB"
773;Jeux Vidéo;2;"Quelle voiture est sur la jaquette de Need for Speed Underground ?";"Which car is on the cover of Need for Speed Underground?";"A) Mazda RX-7 | B) Nissan Skyline GT-R R34 | C) Acura Integra | D) Subaru Impreza";"A) Mazda RX-7 | B) Nissan Skyline GT-R R34 | C) Acura Integra | D) Subaru Impreza";"B";"La Skyline R34 verte est iconique de NFSU.";"The green Skyline R34 is iconic to NFSU.";"OpenTDB"
774;Jeux Vidéo;2;"Qui fait la voix de Max Payne ?";"Who is the voice actor for Max Payne?";"A) Sam Lake | B) James McCaffrey | C) Troy Baker | D) Hideo Kojima";"A) Sam Lake | B) James McCaffrey | C) Troy Baker | D) Hideo Kojima";"B";"James McCaffrey a doublé Max dans les trois jeux.";"James McCaffrey voiced Max in all three games.";"OpenTDB"
775;Jeux Vidéo;1;"Qui est la première créature rencontrée dans Undertale ?";"Who is the first creature encountered in Undertale?";"A) Toriel | B) Flowey | C) Sans | D) Papyrus";"A) Toriel | B) Flowey | C) Sans | D) Papyrus";"B";"Flowey essaie de tuer le joueur au début du jeu.";"Flowey tries to kill the player at the start of the game.";"OpenTDB"
776;Jeux Vidéo;2;"Comment s'appellent les ennemis principaux dans Oddworld ?";"What are the main enemies called in Oddworld?";"A) Scrabs | B) Sligs | C) Slogs | D) Glukkons";"A) Scrabs | B) Sligs | C) Slogs | D) Glukkons";"B";"Les Sligs sont les gardes armés qui protègent les usines.";"Sligs are the armed guards protecting the factories.";"OpenTDB"
777;Jeux Vidéo;2;"Qui a développé Game Dev Tycoon ?";"Who developed Game Dev Tycoon?";"A) Greenland Games | B) Greenheart Games | C) Tycoonists | D) MomCorp";"A) Greenland Games | B) Greenheart Games | C) Tycoonists | D) MomCorp";"B";"Greenheart Games est un studio indépendant australien.";"Greenheart Games is an independent Australian studio.";"OpenTDB"
778;Jeux Vidéo;3;"Dans la série Fallout, quand a eu lieu la Grande Guerre ?";"In the Fallout series, when did The Great War happen?";"A) 15 mai 2058 | B) 23 octobre 2077 | C) 14 décembre 2069 | D) 5 novembre 2076";"A) May 15, 2058 | B) October 23, 2077 | C) December 14, 2069 | D) November 5, 2076";"B";"La Grande Guerre nucléaire a détruit la civilisation en 2 heures.";"The nuclear Great War destroyed civilization in 2 hours.";"OpenTDB"
779;Jeux Vidéo;3;"Dans Terraria, le charme ankh n'immunise PAS contre quel debuff ?";"In Terraria, which debuff does the ankh charm NOT protect against?";"A) Maudit | B) Venin | C) Saignement | D) Lenteur";"A) Cursed | B) Venom | C) Bleeding | D) Slow";"B";"Le venin n'est pas couvert par le charme ankh.";"Venom is not covered by the ankh charm.";"OpenTDB"
780;Jeux Vidéo;3;"Quelle variante du MP5 est dans Counter-Strike 1.6 ?";"Which variant of the MP5 is in Counter-Strike 1.6?";"A) MP5SD | B) MP5N | C) MP5K | D) MP5RAS";"A) MP5SD | B) MP5N | C) MP5K | D) MP5RAS";"B";"Le MP5N (Navy) est la version standard de la marine américaine.";"The MP5N (Navy) is the standard US Navy version.";"OpenTDB"
781;Jeux Vidéo;3;"Quelle voiture n'est PAS dans le jeu Lego Drome Racers 2002 ?";"Which car is NOT in the 2002 Lego Drome Racers game?";"A) Raptor | B) Wasp | C) Hornet | D) Behemoth";"A) Raptor | B) Wasp | C) Hornet | D) Behemoth";"B";"Wasp n'est pas un véhicule dans Drome Racers.";"Wasp is not a vehicle in Drome Racers.";"OpenTDB"
782;Jeux Vidéo;3;"Dans Undertale, quelle Fun Value donne le Fake Hallway ?";"In Undertale, what Fun Value gives the Fake Hallway?";"A) 91 | B) 66 | C) 45 | D) 39";"A) 91 | B) 66 | C) 45 | D) 39";"B";"La valeur Fun 66 déclenche cet événement secret.";"Fun Value 66 triggers this secret event.";"OpenTDB"
783;Jeux Vidéo;3;"Quel personnage a été considéré mais exclu de Super Smash Bros. Melee ?";"Which character was considered but excluded from Super Smash Bros. Melee?";"A) Diddy Kong | B) James Bond | C) Mega Man | D) Wave Racer";"A) Diddy Kong | B) James Bond | C) Mega Man | D) Wave Racer";"B";"James Bond a été envisagé mais des problèmes de droits l'ont exclu.";"James Bond was considered but rights issues excluded him.";"OpenTDB"
784;Jeux Vidéo;2;"Quelle est l'aptitude ultime d'Aoi Asahina dans Danganronpa ?";"What is Aoi Asahina's ultimate ability in Danganronpa?";"A) Détective ultime | B) Nageuse ultime | C) Joueuse ultime | D) Danseuse ultime";"A) Ultimate Detective | B) Ultimate Swimmer | C) Ultimate Gambler | D) Ultimate Dancer";"B";"Aoi est la nageuse ultime et adore les beignets.";"Aoi is the Ultimate Swimmer and loves donuts.";"OpenTDB"
785;Jeux Vidéo;3;"Quel jeu était exclusif à la Dreamcast ?";"Which game was exclusive to Dreamcast?";"A) Perfect Dark | B) Pen Pen TriIcelon | C) Tetrisphere | D) Sylvester & Tweety";"A) Perfect Dark | B) Pen Pen TriIcelon | C) Tetrisphere | D) Sylvester & Tweety";"B";"Pen Pen TriIcelon est un jeu de course exclusif Dreamcast de 1998.";"Pen Pen TriIcelon is a 1998 Dreamcast exclusive racing game.";"OpenTDB"
786;Jeux Vidéo;3;"Dans le Pokédex national, quel numéro est Porygon-Z ?";"In the National Pokedex, what number is Porygon-Z?";"A) 376 | B) 474 | C) 432 | D) 589";"A) 376 | B) 474 | C) 432 | D) 589";"B";"Porygon-Z est le n°474, évolution de Porygon2.";"Porygon-Z is #474, evolved from Porygon2.";"OpenTDB"
787;Jeux Vidéo;1;"Quel est le nom du personnage principal dans The Legend of Zelda ?";"What is the name of the main character in The Legend of Zelda?";"A) Zelda | B) Link | C) Ganon | D) Epona";"A) Zelda | B) Link | C) Ganon | D) Epona";"B";"Link est le héros silencieux de la série.";"Link is the silent hero of the series.";"OpenTDB"
788;Jeux Vidéo;1;"Dans quel jeu trouve-t-on les Creepers ?";"In which game can you find Creepers?";"A) Terraria | B) Minecraft | C) Roblox | D) Fortnite";"A) Terraria | B) Minecraft | C) Roblox | D) Fortnite";"B";"Le Creeper est le monstre iconique de Minecraft.";"The Creeper is Minecraft's iconic monster.";"OpenTDB"
789;Jeux Vidéo;1;"Quelle entreprise a créé la série Super Mario ?";"Which company created the Super Mario series?";"A) Sega | B) Nintendo | C) Sony | D) Microsoft";"A) Sega | B) Nintendo | C) Sony | D) Microsoft";"B";"Nintendo a créé Mario en 1981 avec Donkey Kong.";"Nintendo created Mario in 1981 with Donkey Kong.";"OpenTDB"
790;Jeux Vidéo;1;"Quel est le nom de la princesse que Mario doit souvent sauver ?";"What is the name of the princess Mario often rescues?";"A) Daisy | B) Peach | C) Rosalina | D) Pauline";"A) Daisy | B) Peach | C) Rosalina | D) Pauline";"B";"La Princesse Peach règne sur le Royaume Champignon.";"Princess Peach rules the Mushroom Kingdom.";"OpenTDB"
791;Jeux Vidéo;1;"Dans Pac-Man, de quelle couleur est Blinky ?";"In Pac-Man, what color is Blinky?";"A) Rose | B) Rouge | C) Orange | D) Bleu";"A) Pink | B) Red | C) Orange | D) Blue";"B";"Blinky est le fantôme rouge qui suit directement Pac-Man.";"Blinky is the red ghost that directly follows Pac-Man.";"OpenTDB"
792;Jeux Vidéo;1;"Quel personnage de jeu est un plombier ?";"Which video game character is a plumber?";"A) Sonic | B) Mario | C) Crash | D) Spyro";"A) Sonic | B) Mario | C) Crash | D) Spyro";"B";"Mario est plombier mais combat surtout des tortues.";"Mario is a plumber but mostly fights turtles.";"OpenTDB"
793;Jeux Vidéo;1;"Dans Pokémon, quel type bat l'eau ?";"In Pokémon, which type beats water?";"A) Feu | B) Plante | C) Roche | D) Sol";"A) Fire | B) Grass | C) Rock | D) Ground";"B";"Le type Plante est super efficace contre l'Eau.";"Grass type is super effective against Water.";"OpenTDB"
794;Jeux Vidéo;1;"Comment s'appelle le rival de Mario ?";"What is Mario's rival called?";"A) Bowser | B) Wario | C) Waluigi | D) Donkey Kong";"A) Bowser | B) Wario | C) Waluigi | D) Donkey Kong";"B";"Wario est la version maléfique de Mario créée en 1992.";"Wario is the evil version of Mario created in 1992.";"OpenTDB"
795;Jeux Vidéo;1;"Quelle console a été créée par Sony ?";"Which console was created by Sony?";"A) Xbox | B) PlayStation | C) Switch | D) Dreamcast";"A) Xbox | B) PlayStation | C) Switch | D) Dreamcast";"B";"La PlayStation est sortie en 1994 au Japon.";"PlayStation was released in 1994 in Japan.";"OpenTDB"
796;Jeux Vidéo;1;"Quel est le nom du hérisson bleu de Sega ?";"What is the name of Sega's blue hedgehog?";"A) Shadow | B) Sonic | C) Silver | D) Metal";"A) Shadow | B) Sonic | C) Silver | D) Metal";"B";"Sonic the Hedgehog est apparu en 1991.";"Sonic the Hedgehog appeared in 1991.";"OpenTDB"
797;Jeux Vidéo;1;"Dans Fortnite, comment s'appelle le bus de départ ?";"In Fortnite, what is the starting bus called?";"A) Sky Bus | B) Battle Bus | C) Party Bus | D) Storm Bus";"A) Sky Bus | B) Battle Bus | C) Party Bus | D) Storm Bus";"B";"Le Battle Bus dépose les joueurs sur l'île.";"The Battle Bus drops players onto the island.";"OpenTDB"
798;Jeux Vidéo;2;"Quel studio a développé Dark Souls ?";"Which studio developed Dark Souls?";"A) Capcom | B) FromSoftware | C) Square Enix | D) Bandai Namco";"A) Capcom | B) FromSoftware | C) Square Enix | D) Bandai Namco";"B";"FromSoftware est connu pour ses jeux difficiles.";"FromSoftware is known for its difficult games.";"OpenTDB"
799;Jeux Vidéo;2;"Quel jeu a introduit le terme 'Battle Royale' dans les jeux vidéo ?";"Which game introduced the term 'Battle Royale' to video games?";"A) Fortnite | B) PUBG | C) H1Z1 | D) Apex Legends";"A) Fortnite | B) PUBG | C) H1Z1 | D) Apex Legends";"B";"PUBG a popularisé le genre Battle Royale en 2017.";"PUBG popularized the Battle Royale genre in 2017.";"OpenTDB"
800;Jeux Vidéo;2;"Dans quel jeu joue-t-on un chasseur de monstres nommé Geralt ?";"In which game do you play a monster hunter named Geralt?";"A) Monster Hunter | B) The Witcher | C) Dragon Age | D) Skyrim";"A) Monster Hunter | B) The Witcher | C) Dragon Age | D) Skyrim";"B";"Geralt de Riv est le protagoniste de la série The Witcher.";"Geralt of Rivia is the protagonist of The Witcher series.";"OpenTDB"
801;Jeux Vidéo;2;"Quelle franchise a pour slogan 'Gotta Catch 'Em All' ?";"Which franchise has the slogan 'Gotta Catch 'Em All'?";"A) Digimon | B) Pokémon | C) Monster Rancher | D) Yo-kai Watch";"A) Digimon | B) Pokémon | C) Monster Rancher | D) Yo-kai Watch";"B";"Ce slogan est utilisé depuis 1998 en occident.";"This slogan has been used since 1998 in the West.";"OpenTDB"
802;Jeux Vidéo;2;"Dans Among Us, comment appelle-t-on le traître ?";"In Among Us, what is the traitor called?";"A) Spy | B) Impostor | C) Killer | D) Alien";"A) Spy | B) Impostor | C) Killer | D) Alien";"B";"L'Imposteur doit éliminer l'équipage sans se faire repérer.";"The Impostor must eliminate the crew without being caught.";"OpenTDB"
803;Jeux Vidéo;2;"Quel est le nom du robot compagnon dans Borderlands ?";"What is the name of the companion robot in Borderlands?";"A) R2-D2 | B) Claptrap | C) WALL-E | D) Codsworth";"A) R2-D2 | B) Claptrap | C) WALL-E | D) Codsworth";"B";"Claptrap est un robot bavard et attachant.";"Claptrap is a chatty and endearing robot.";"OpenTDB"
804;Jeux Vidéo;2;"Dans Bioshock, comment s'appelle la ville sous-marine ?";"In Bioshock, what is the underwater city called?";"A) Atlantis | B) Rapture | C) Columbia | D) Neptune";"A) Atlantis | B) Rapture | C) Columbia | D) Neptune";"B";"Rapture a été construite par Andrew Ryan.";"Rapture was built by Andrew Ryan.";"OpenTDB"
805;Jeux Vidéo;2;"Quel FPS a popularisé le mode Zombie ?";"Which FPS popularized Zombie mode?";"A) Left 4 Dead | B) Call of Duty | C) Resident Evil | D) Doom";"A) Left 4 Dead | B) Call of Duty | C) Resident Evil | D) Doom";"B";"Le mode Zombies de COD World at War est devenu iconique.";"COD World at War's Zombies mode became iconic.";"OpenTDB"
806;Jeux Vidéo;2;"Quelle ville est le décor principal de GTA Vice City ?";"Which city is the main setting of GTA Vice City?";"A) Los Angeles | B) Miami | C) New York | D) Chicago";"A) Los Angeles | B) Miami | C) New York | D) Chicago";"B";"Vice City est inspirée de Miami des années 80.";"Vice City is inspired by 1980s Miami.";"OpenTDB"
807;Jeux Vidéo;2;"Dans Red Dead Redemption 2, qui est le chef du gang Van der Linde ?";"In Red Dead Redemption 2, who leads the Van der Linde gang?";"A) Arthur Morgan | B) Dutch van der Linde | C) John Marston | D) Hosea Matthews";"A) Arthur Morgan | B) Dutch van der Linde | C) John Marston | D) Hosea Matthews";"B";"Dutch est le leader charismatique du gang.";"Dutch is the charismatic leader of the gang.";"OpenTDB"
808;Jeux Vidéo;1;"Quel jeu de Nintendo permet de capturer des créatures ?";"Which Nintendo game lets you capture creatures?";"A) Mario | B) Pokémon | C) Zelda | D) Kirby";"A) Mario | B) Pokémon | C) Zelda | D) Kirby";"B";"Pokémon est sorti en 1996 sur Game Boy.";"Pokémon was released in 1996 on Game Boy.";"OpenTDB"
809;Jeux Vidéo;1;"Combien de boutons a une manette NES standard ?";"How many buttons does a standard NES controller have?";"A) 6 | B) 4 | C) 8 | D) 2";"A) 6 | B) 4 | C) 8 | D) 2";"B";"La manette NES a A, B, Start et Select.";"The NES controller has A, B, Start and Select.";"OpenTDB"
810;Jeux Vidéo;1;"Quelle couleur est l'ennemi principal de Kirby ?";"What color is Kirby's main enemy?";"A) Bleu | B) Rouge | C) Violet | D) Vert";"A) Blue | B) Red | C) Purple | D) Green";"B";"King Dedede est le roi rouge antagoniste de Kirby.";"King Dedede is Kirby's red king antagonist.";"OpenTDB"
