id;category;difficulty;question_fr;question_en;choices_fr;choices_en;correct;explanation_fr;explanation_en;source_hint
2030;Art;3;Le peintre Piet Mondrian (1872 - 1944) faisait partie de quel mouvement artistique ?;Painter Piet Mondrian (1872 - 1944) was a part of what movement?;A) Impressionnisme | B) Néoplasticisme | C) Cubisme | D) Précisionnisme;A) Impressionism | B) Neoplasticism | C) Cubism | D) Precisionism;B;;;
2031;Art;3;Dans quel pays Paul Gauguin s'est-il installé en 1895 ?;Paul Gauguin moved to which country in 1895?;A) Lituanie | B) France | C) Tahiti | D) Atuona;A) Lithuania | B) France | C) Tahiti | D) Atuona;C;;;
2032;Art;2;Qui a peint la fresque monumentale Guernica ?;Who painted the epic mural Guernica?;A) Pablo Picasso | B) Léonard de Vinci | C) Henri Matisse | D) Francisco Goya;A) Pablo Picasso | B) Leonardo da Vinci | C) Henri Matisse | D) Francisco Goya;A;;;
2033;Art;1;Quel est un élément fondamental du style gothique en architecture ?;What is a fundamental element of the Gothic style of architecture?;A) arc brisé | B) façades surmontées d'un fronton | C) fresques intérieures | D) plafonds à caissons;A) pointed arch | B) façades surmounted by a pediment | C) internal frescoes | D) coffered ceilings;A;;;
2034;Art;3;De quelle nationalité était le célèbre artiste Van Gogh ?;What nationality was the famous artist Van Gogh?;A) Française | B) Russe | C) Polonaise | D) Néerlandaise;A) French | B) Russian | C) Polish | D) Dutch;D;;;
2035;Art;2;Qui a peint le tableau « Nighthawks » ?;"Who painted the painting ""Nighthawks""?";A) Salvador Dali | B) Vincent van Gogh | C) Johannes Vermeer | D) Edward Hopper;A) Salvador Dali | B) Vincent van Gogh | C) Johannes Vermeer | D) Edward Hopper;D;;;
2036;Art;2;Lequel de ces tableaux n'est pas de Caspar David Friedrich ?;Which one of these paintings is not by Caspar David Friedrich?;A) Le Voyageur contemplant une mer de nuages | B) Le Moine au bord de la mer | C) La Mer de glace | D) La Mer Noire;A) Wanderer above the Sea of Fog | B) The Monk by the Sea | C) The Sea of Ice | D) The Black Sea;D;;;
2037;Art;2;Qui a conçu le logo Chupa Chups ?;Who designed the Chupa Chups logo?;A) Vincent van Gogh | B) Andy Warhol | C) Salvador Dali | D) Pablo Picasso;A) Vincent van Gogh | B) Andy Warhol | C) Salvador Dali | D) Pablo Picasso;C;;;
2038;Art;3;En quelle année Albrecht Dürer a-t-il créé le tableau « Le Jeune Lièvre » ?;"What year did Albrecht Dürer create the painting ""The Young Hare""?";A) 1402 | B) 1602 | C) 1502 | D) 1702;A) 1402 | B) 1602 | C) 1502 | D) 1702;C;;;
2039;Art;3;Quel sculpteur français a conçu la Statue de la Liberté ?;What French sculptor designed the Statue of Liberty?;A) Henri Matisse | B) Frédéric Auguste Bartholdi | C) Jean-Léon Gérôme | D) Auguste Rodin;A) Henri Matisse | B) Frédéric Auguste Bartholdi | C) Jean-Léon Gérôme | D) Auguste Rodin;B;;;
2040;Art;2;De quelle nationalité était le peintre surréaliste Salvador Dali ?;What nationality was the surrealist painter Salvador Dali?;A) Italienne | B) Française | C) Espagnole | D) Portugaise;A) Italian | B) French | C) Spanish | D) Portuguese;C;;;
2041;Art;3;Quelle était la principale distinction entre les styles gothiques anglais et français en architecture ?;What was the major distinction between the English and French Gothic styles of architecture?;A) Coupoles hémisphériques | B) Gargouilles | C) Voûtes en éventail | D) Pinacles;A) Hemispherical Domes | B) Gargoyles | C) Fan vaulting | D) Pinnacles;C;;;
2042;Art;2;Lequel de ces tableaux n'a pas été peint par Johannes Vermeer ?;Which of these paintings did Johannes Vermeer not paint?;A) Bacchus | B) La Laitière | C) La Jeune Fille à la perle | D) La Dentellière;A) Bacchus | B) The Milkmaid | C) Girl with a Pearl Earring | D) The Lacemaker;A;;;
2043;Art;1;Lequel de ces tableaux n'a pas été réalisé par Vincent Van Gogh ?;Which painting was not made by Vincent Van Gogh?;A) La Chambre à coucher à Arles | B) Terrasse du café le soir | C) La Neuvième Vague | D) La Nuit étoilée;A) Bedroom In Arles | B) Café Terrace at Night | C) The Ninth Wave | D) Starry Night;C;;;
2044;Art;2;L'atelier de quel artiste était connu sous le nom de « The Factory » ?;Which artist's studio was known as 'The Factory'?;A) Andy Warhol | B) David Hockney | C) Roy Lichtenstein | D) Peter Blake;A) Andy Warhol | B) David Hockney | C) Roy Lichtenstein | D) Peter Blake;A;;;
2045;Art;3;Pour avoir co-fondé quel mouvement artistique Pablo Picasso est-il connu ?;Which art movement was Pablo Picasso known for co-founding?;A) Impressionnisme | B) Expressionnisme | C) Futurisme | D) Cubisme;A) Impressionism | B) Expressionism | C) Futurism | D) Cubism;D;;;
2046;Art;3;De quelle nationalité était le célèbre artiste Pablo Picasso ?;What nationality was the famous artist Pablo Picasso?;A) Italienne | B) Française | C) Allemande | D) Espagnole;A) Italian | B) French | C) German | D) Spanish;D;;;
2047;Art;2;Quel artiste utilisait de petits points de différentes couleurs pour créer un tableau ?;Which artist's style was to use small different colored dots to create a picture?;A) Paul Cézanne | B) Georges Seurat | C) Vincent Van Gogh | D) Henri Rousseau;A) Paul Cézanne | B) Georges Seurat | C) Vincent Van Gogh | D) Henri Rousseau;B;;;
2048;Art;3;Le tableau « Guernica » de Pablo Picasso exprimait des émotions de terreur en réponse à quelle guerre ?;"The painting ""Guernica"" by Pablo Picasso expressed emotions of dread in response to which war?";A) Première Guerre mondiale | B) La Guerre de Crimée | C) Guerre hispano-américaine | D) Guerre civile espagnole;A) World War I | B) The Crimean War | C) Spanish-American War | D) Spanish Civil War;D;;;
2049;Art;1;Quel tableau de Van Gogh représente la vue depuis son asile à Saint-Rémy-de-Provence dans le sud de la France ?;Which Van Gogh painting depicts the view from his asylum in Saint-Rémy-de-Provence in southern France?;A) L'Église d'Auvers-sur-Oise | B) Le Semeur au soleil couchant | C) Champ de blé aux corbeaux | D) La Nuit étoilée;A) The Church at Auvers | B) The Sower with Setting Sun | C) Wheatfields with Crows | D) The Starry Night;D;;;
