id;category;difficulty;question_fr;question_en;choices_fr;choices_en;correct;explanation_fr;explanation_en;source_hint
930;Histoire;3;"Quel roi d'Angleterre a dû faire face à la Révolte des paysans en 1381 ?";"Which King of England was faced with the Peasants' Revolt in 1381?";"A) Édouard II | B) Henri IV | C) Richard II | D) Édouard III";"A) Edward II | B) Henry IV | C) Richard II | D) Edward III";C;"";"";"OpenTDB"
931;Histoire;3;"Quand le siège de Leningrad a-t-il été levé pendant la Seconde Guerre mondiale ?";"When was the Siege of Leningrad lifted during World War II?";"A) Novembre 1943 | B) Janvier 1944 | C) Mars 1944 | D) Septembre 1943";"A) November 1943 | B) January 1944 | C) March 1944 | D) September 1943";B;"";"";"OpenTDB"
932;Histoire;1;"En quelle année l'invasion du Koweït par l'Irak a-t-elle eu lieu ?";"In which year did the Invasion of Kuwait by Iraq occur?";"A) 1986 | B) 1990 | C) 1992 | D) 1988";"A) 1986 | B) 1990 | C) 1992 | D) 1988";B;"";"";"OpenTDB"
933;Histoire;3;"La révolte de Bohême (1618) a commencé après que des protestants de Prague aient fait quoi à leurs régents catholiques ?";"The Bohemian Revolt (1618) started after Protestants in Prague did what to their Catholic Lords Regents?";"A) Ils les ont mis au pilori | B) Ils les ont pendus | C) Ils ont insulté leurs mères | D) Ils les ont jetés par la fenêtre";"A) Locked them in stockades | B) Hung them | C) Insulted their mothers | D) Threw them out of a window";D;"";"";"OpenTDB"
934;Histoire;3;"Les armoiries du roi d'Espagne contiennent aussi les armes de quel autre ancien royaume ibérique ?";"The coat of arms of the King of Spain contains arms from Castille, Leon, Aragon and which other former Iberian kingdom?";"A) Galice | B) Catalogne | C) Grenade | D) Navarre";"A) Galicia | B) Catalonia | C) Granada | D) Navarre";D;"";"";"OpenTDB"
935;Histoire;3;"Quel était le nom du réseau d'espionnage qui aida les États-Unis à remporter la Guerre d'indépendance ?";"What was the name of the spy ring that helped the United States win the Revolutionary War?";"A) New York Spy Ring | B) Washington's Spies | C) Sans nom officiel | D) Culper Ring";"A) New York Spy Ring | B) Washington's Spies | C) Unnamed | D) Culper Ring";D;"";"";"OpenTDB"
936;Histoire;2;"La guerre de Corée a commencé en quelle année ?";"The Korean War started in what year?";"A) 1950 | B) 1960 | C) 1945 | D) 1912";"A) 1950 | B) 1960 | C) 1945 | D) 1912";A;"";"";"OpenTDB"
937;Histoire;1;"Quelle était la monnaie officielle allemande jusqu'en 2002 ?";"What was the official German currency until 2002?";"A) Livre sterling | B) Mark | C) Reichstoken | D) Franc";"A) Pound sterling | B) Mark | C) Reichtoken | D) Frank";B;"";"";"OpenTDB"
1919;Histoire;2;Lequel des peuples suivants du Proche-Orient ancien existe encore en tant que groupe ethnique moderne ?;Which of the following ancient Near Eastern peoples still exists as a modern ethnic group?;A) Babyloniens | B) Élamites | C) Assyriens | D) Hittites;A) Babylonians | B) Elamites | C) Assyrians | D) Hittites;C;;;
1920;Histoire;3;Quelle était la première capitale du Canada ?;What was the Canada's first capital?;A) Toronto | B) Kingston | C) Ottawa | D) Montréal;A) Toronto | B) Kingston | C) Ottawa | D) Montreal;B;;;
1921;Histoire;3;La Révolte de Bohême (1618-1620) débuta après que des protestants de Prague firent quoi à leurs seigneurs régents catholiques ?;The Bohemian Revolt (1618-1620) started after Protestants in Prague did what to their Catholic Lords Regents?;A) Insultèrent leurs mères | B) Les enfermèrent dans des carcans | C) Les jetèrent par une fenêtre | D) Les pendirent.;A) Insulted their mothers | B) Locked them in stockades | C) Threw them out of a window | D) Hung them.;C;;;
1922;Histoire;1;Quel fut le premier sport pratiqué sur la Lune ?;What was the first sport to have been played on the moon?;A) Football | B) Golf | C) Tennis | D) Football américain;A) Soccer | B) Golf | C) Tennis | D) Football;B;;;
1923;Histoire;2;Quel Européen est considéré comme le premier à avoir « découvert » la Nouvelle-Zélande ?;Who is believed to have been the first European to 'discover' the land of New Zealand?;A) Abel Tasman | B) Christophe Colomb | C) Jeanne Baré | D) John Cabot;A) Abel Tasman | B) Christopher Columbus | C) Jeanne Baré | D) John Cabot ;A;;;
1924;Histoire;2;Quand la Norvège s'est-elle libérée de la Suède ?;When did Norway become free from Sweden?;A) 1925 | B) 1834 | C) 1814 | D) 1905;A) 1925 | B) 1834 | C) 1814 | D) 1905;D;;;
1925;Histoire;2;Joseph Smith était le fondateur de quelle religion ?;Joseph Smith was the founder of what religion?;A) L'hindouisme | B) Le christianisme | C) Le bouddhisme | D) Le mormonisme;A) Hinduism | B) Christianity | C) Buddhism | D) Mormonism;D;;;
1926;Histoire;2;Durant la Première Guerre mondiale, quel était le nom de l'alliance regroupant l'Allemagne, l'Autriche-Hongrie, l'Empire ottoman et la Bulgarie ?;In World War I, what was the name of the alliance of Germany, Austria-Hungary, the Ottoman Empire, and Bulgaria?;A) Les Puissances de l'Axe | B) Les Puissances centrales | C) L'Alliance autoritaire | D) La Fédération des Empires;A) The Axis Powers | B) The Central Powers | C) Authoritarian Alliance | D) The Federation of Empires;B;;;
1927;Histoire;1;Le RMS Titanic coula lors de son voyage inaugural de Southampton, en Angleterre, vers quelle ville américaine ?;The RMS Titanic sunk during her maiden voyage from Southampton, England to which American city?;A) Philadelphie | B) Washington | C) Boston | D) New York;A) Philadelphia | B) Washington | C) Boston  | D) New York City;D;;;
1928;Histoire;1;Qui fut le premier président du Kenya ?;Who was the first president of Kenya?;A) Daniel Moi | B) Tom Mboya | C) Oginga Odinga | D) Jomo Kenyatta;A) Daniel Moi | B) Tom Mboya | C) Oginga Odinga | D) Jomo Kenyatta;D;;;
1929;Histoire;2;Quel est le nom de l'un des palais survivants d'Henri VIII situé près de Richmond, à Londres ?;What was the name of one of the surviving palaces of Henry VIII located near Richmond, London?;A) Coughton Court | B) Hampton Court | C) Palais de Buckingham | D) Palais Saint-James;A) Coughton Court | B) Hampton Court | C) Buckingham Palace | D) St James's Palace;B;;;
1930;Histoire;2;Quelle était la longueur totale du Titanic ?;What was the total length of the Titanic?;A) 759 pi | 231,3 m | B) 882 pi | 268,8 m | C) 825 pi | 251,5 m | D) 1042 pi | 317,6 m;A) 759 ft | 231.3 m | B) 882 ft | 268.8 m | C) 825 ft | 251.5 m | D) 1042 ft | 317.6 m;B;;;
1931;Histoire;1;Lequel de ces pays ne faisait PAS partie des Puissances centrales durant la Première Guerre mondiale ?;Which one of these countries was NOT in the Central Powers during WWI?;A) Allemagne | B) Autriche-Hongrie | C) Espagne | D) Turquie;A) Germany | B) Austria-Hungary | C) Spain | D) Turkey;C;;;
1932;Histoire;2;En quelle année la Première Guerre mondiale a-t-elle commencé ?;In which year did the First World War begin?;A) 1930 | B) 1939 | C) 1914 | D) 1917;A) 1930 | B) 1939 | C) 1914 | D) 1917;C;;;
1933;Histoire;2;Qui est le seul président américain à avoir été élu quatre fois ?;Who was the only US President to be elected four times?;A) Theodore Roosevelt | B) Abraham Lincoln | C) George Washington | D) Franklin Roosevelt;A) Theodore Roosevelt | B) Abraham Lincoln | C) George Washington | D) Franklin Roosevelt;D;;;
1934;Histoire;2;La minigun a été conçue en 1960 par quel fabricant ?;The minigun was designed in 1960 by which manufacturer.;A) Heckler & Koch | B) General Electric | C) Colt Firearms | D) Sig Sauer;A) Heckler & Koch | B) General Electric | C) Colt Firearms | D) Sig Sauer;B;;;
1935;Histoire;2;Qui fut le premier chancelier de l'Allemagne unifiée en 1871 ?;Who was the first Chancellor of a united Germany in 1871? ;A) Otto von Bismarck | B) Frédéric II | C) Robert Koch | D) Kaiser Wilhelm;A) Otto Von Bismark | B) Fredrick the 2nd | C) Robert Koch | D) Kaiser Wilhelm ;A;;;
1936;Histoire;2;Quel était le vrai nom de Gengis Khan ?;What was Genghis Khan's real name?;A) Möngke | B) Temüjin | C) Ögedei | D) Temür;A) Möngke | B) Temüjin | C) Ögedei | D) Temür;B;;;
1937;Histoire;3;Où se déroula la Seconde Guerre des Boers en 1899 ?;The Second Boer War in 1899 was fought where?;A) Népal | B) Afrique du Sud | C) Argentine | D) Bulgarie;A) Nepal | B) South Africa | C) Argentina | D) Bulgaria;B;;;
1938;Histoire;2;Quel est le nom du navire qui se trouvait à quelques kilomètres du RMS Titanic lorsqu'il heurta un iceberg le 14 avril 1912 ?;What is the name of the ship which was only a few miles away from the RMS Titanic when it struck an iceberg on April 14, 1912?;A) Cristol | B) Carpathia | C) Commerce | D) Californian;A) Cristol | B) Carpathia | C) Commerce | D) Californian;D;;;
1939;Histoire;2;Lors de la Guerre du Pacifique (1879-1883), la Bolivie perdit son accès à l'océan Pacifique après avoir été vaincue par quel pays d'Amérique du Sud ?;In the War of the Pacific (1879 - 1883), Bolivia lost its access to the Pacific Ocean after being defeated by which South American country?;A) Brésil | B) Argentine | C) Pérou | D) Chili;A) Brazil | B) Argentina | C) Peru | D) Chile;D;;;
1940;Histoire;3;Quelle fut la dernière colonie cédée par le Royaume-Uni, marquant la fin de l'Empire britannique ?;What was the last colony the UK ceded marking the end of the British Empire?;A) Inde | B) Hong Kong | C) Australie | D) Irlande;A) India | B) Hong Kong | C) Australia | D) Ireland;B;;;
1941;Histoire;2;Quel est l'événement le plus meurtrier de l'histoire des États-Unis en termes de pertes ?;What is the bloodiest event in United States history, in terms of casualties?;A) Bataille d'Antietam | B) Débarquement en Normandie | C) Pearl Harbor | D) 11 septembre;A) Battle of Antietam | B) D-Day | C) Pearl Harbor | D) September 11th;A;;;
1942;Histoire;3;À quel philosophe grec associe-t-on la phrase : « Je sais que je ne sais rien » ?;"With which Greek philosopher would you associate the phrase, ""I know that I know nothing""?";A) Platon | B) Pythagore | C) Aristote | D) Socrate;A) Plato | B) Pythagoras | C) Aristotle | D) Socrates;D;;;
1943;Histoire;3;Quand le calendrier grégorien fut-il adopté pour la première fois ?;When was the Gregorian Calendar first adopted?;A) 1555 | B) 1623 | C) 1582 | D) 1501;A) 1555 | B) 1623 | C) 1582 | D) 1501;C;;;
1944;Histoire;3;Quand la Révolution française a-t-elle commencé ?;When did the French Revolution begin?;A) 6 mai 1799 | B) 12 avril 1789 | C) 5 mai 1789 | D) 5 avril 1789;A) May 06 1799 | B) April 12 1789 | C) May 05 1789 | D) April 05 1789;C;;;
1945;Histoire;1;Dans quelle ville fut fondée la première organisation américaine connue pour les droits des lesbiennes, les Filles de Bilitis ?;Where did first known lesbian rights organization in the United States, Daughters of Bilitis, start?;A) Los Angeles | B) Chicago | C) New York | D) San Francisco;A) Los Angeles | B) Chicago | C) New York | D) San Francisco;D;;;
1946;Histoire;2;Quel Louis était connu sous le nom de « Roi-Soleil de France » ?;Which Louis was known as 'The Sun King of France'?;A) Louis XIV | B) Louis XV | C) Louis XIII | D) Louis XVI;A) Louis XIV | B) Louis XV | C) Louis XIII | D) Louis XVI;A;;;
1947;Histoire;2;Qui était Hannibal ?;Who was Hannibal?;A) Philosophe grec | B) Général carthaginois | C) Explorateur français | D) Tueur en série britannique;A) Greek philosopher | B) Carthaginian general | C) French explorer | D) British serial killer;B;;;
1948;Histoire;1;Qui a succédé à Joseph Staline à la tête de l'Union soviétique ?;Who succeded Josef Stalin as the leader of the Soviet Union?;A) Gueorgui Malenkov | B) Lavrenti Beria | C) Nikita Khrouchtchev | D) Viatcheslav Molotov;A) Georgy Malenkov | B) Lavrentiy Beria | C) Nikita Krushchev | D) Vyacheslav Molotov;C;;;
1949;Histoire;2;Qui fut le dernier empereur romain lors de l'Année des quatre empereurs (69 apr. J.-C.) ?;Who was the last Roman emperor in the Year of Four Emperors (69 AD)?;A) Vespasien | B) Othon | C) Galba | D) Vitellius;A) Vespasian | B) Otho | C) Galba | D) Vitellius;A;;;
1950;Histoire;2;Quel pays faisait partie des Alliés durant la Seconde Guerre mondiale ?;Which country was an allied power in World War II?;A) Union soviétique | B) Allemagne | C) Japon | D) Italie;A) Soviet Union | B) Germany | C) Japan | D) Italy;A;;;
1951;Histoire;2;Lequel de ces chars des années 1900 fut conçu et fabriqué AVANT les autres ?;Which of these 1900s tanks were designed and built BEFORE the others?;A) M4 Sherman | B) Panzer IV | C) Cromwell | D) Renault FT;A) M4 Sherman | B)  Panzer IV | C) Cromwell  | D) Renault FT;D;;;
1952;Histoire;3;Le premier parc Legoland a ouvert ses portes en 1968 dans quelle ville ?;The first Legoland park was opened in 1968 in which of these cities?;A) Nagoya, Japon | B) Winter Haven, Floride | C) Carlsbad, Californie | D) Billund, Danemark;A) Nagoya, Japan | B) Winter Haven, Florida | C) Carlsbad, California | D) Billund, Denmark;D;;;
1953;Histoire;3;L'objectif principal de l'opération allemande « Bleu » durant la Seconde Guerre mondiale était à l'origine de capturer quoi ?;"The main objective of the German operation ""Case Blue"" during World War II was originally to capture what?";A) La Crimée | B) Voronej | C) Stalingrad | D) Le Caucase;A) Crimea | B) Voronezh | C) Stalingrad | D) Caucasus;D;;;
1954;Histoire;1;Quel jeu a remporté le titre de Jeu de l'année en 2018 ?;Which game was the Game of the Year in 2018?;A) A Way Out | B) Red Dead Redemption 2 | C) God of War | D) Detroit: Become Human;A) A Way Out | B) Red Dead Redemption 2 | C) God of War | D) Detroit: Become Human;C;;;
1955;Histoire;1;Combien de navires jumeaux le Titanic avait-il ?;How many Sister Ships were related to the TItanic?;A) 3 | B) 1 | C) 2 | D) 4;A) 3 | B) 1 | C) 2 | D) 4;C;;;
1956;Histoire;1;Combien d'alunissages habités ont eu lieu ?;How many manned moon landings have there been?;A) 7 | B) 6 | C) 1 | D) 3;A) 7 | B) 6 | C) 1 | D) 3;B;;;
1957;Histoire;1;Quel nom était communément donné aux anciennes routes commerciales reliant l'Est et l'Ouest de l'Eurasie ?;What was the name commonly given to the ancient trade routes that connected the East and West of Eurasia?;A) Route des Épices | B) Route de l'Argile | C) Route de la Soie | D) Route du Sel;A) Spice Road | B) Clay Road | C) Silk Road | D) Salt Road;C;;;
1958;Histoire;3;Combien de sonates Ludwig van Beethoven a-t-il composées ?;How many sonatas did Ludwig van Beethoven write?;A) 21 | B) 31 | C) 32 | D) 50;A) 21 | B) 31 | C) 32 | D) 50;C;;;
1959;Histoire;3;Durant la Première Guerre mondiale, les monarques de quelles nations étaient liés par le sang ?;During World War I, which nation's monarchs were blood related?;A) Angleterre, Allemagne, Russie | B) Serbie, Russie, Croatie | C) France, Russie, Allemagne | D) Allemagne, Espagne, Autriche;A) England, Germany, Russia | B) Serbia, Russia, Croatia | C) France, Russia, Germany | D) Germany, Spain, Austria;A;;;
1960;Histoire;3;Le pianiste Frédéric Chopin était un compositeur de quelle ère musicale ?;Pianist Frédéric Chopin was a composer of which musical era?;A) Baroque | B) Classique | C) Romantique | D) Renaissance;A) Baroque | B) Classic | C) Romantic | D) Renaissance;C;;;
1961;Histoire;2;Laquelle des langues suivantes n'appartient pas à la famille des langues indo-européennes ?;Which of the following is not in the Indo-European language family?;A) Finnois | B) Hindi | C) Anglais | D) Russe;A) Finnish | B) Hindi | C) English | D) Russian;A;;;
1962;Histoire;2;Quel roi fut tué lors de la bataille de Bosworth en 1485 ?;Which king was killed at the Battle of Bosworth Field in 1485? ;A) Jacques Ier | B) Henri VII | C) Édouard V | D) Richard III;A) James I | B) Henry VII | C) Edward V | D) Richard III;D;;;
1963;Histoire;3;Parmi les Sept Merveilles du monde antique, laquelle est la seule à avoir survécu jusqu'à nos jours ?;In the Seven Wonders of the World, which wonder is the only that has survived to this day?;A) Phare d'Alexandrie | B) Colosse de Rhodes | C) Statue de Zeus à Olympie | D) Grande Pyramide de Gizeh;A) Lighthouse of Alexandria | B) Colossus of Rhodes | C) Statue of Zeus at Olympia | D) Great Pyramid of Giza;D;;;
1964;Histoire;1;Que célèbrent les États-Unis d'Amérique le 4 juillet ?;What does the United States of America celebrate during the 4th of July?;A) L'anniversaire de la bataille de Gettysburg | B) La signature de la Déclaration d'indépendance | C) La traversée du fleuve Delaware | D) La ratification de la Constitution;A) The anniversary of the Battle of Gettysburg | B) The signing of the Declaration of Independence | C) The crossing of the Delaware River | D) The ratification of the Constitution;B;;;
1965;Histoire;2;Quel est le nom du héros national des Philippines qui inspira et dirigea la Révolution philippine contre l'Espagne coloniale ?;What was the name of the national hero of the Philippines who inspired and lead the Philippine Revolution against colonial Spain?;A) Simón Bolívar | B) Benito Juárez | C) José de San Martín | D) José Rizal;A) Simón Bolívar | B) Benito Juárez | C) José de San Martín | D) José Rizal;D;;;
1966;Histoire;1;En quelle année le pistolet M1911 a-t-il été conçu ?;In what year was the M1911 pistol designed?;A) 1917 | B) 1899 | C) 1907 | D) 1911;A) 1917 | B) 1899 | C) 1907 | D) 1911;D;;;
1967;Histoire;2;En quelle année eut lieu la bataille d'Azincourt ?;What year did the Battle of Agincourt take place?;A) 1463 | B) 1415 | C) 1422 | D) 1401;A) 1463 | B) 1415 | C) 1422 | D) 1401;B;;;
1968;Histoire;2;Dans quelle ville eut lieu la Grande Puanteur de 1858 ?;In which one of these cities did the Great Stink of 1858 occur?;A) Berlin | B) Moscou | C) New York | D) Londres;A) Berlin | B) Moscow | C) New York | D) London;D;;;
1969;Histoire;1;Quand tombent les ides de mars ?;When is the Ides of March?;A) 1er mars | B) 14 mars | C) 15 mars | D) 31 mars;A) March 1 | B) March 14 | C) March 15 | D) March 31;C;;;
1970;Histoire;2;Qui a assassiné l'archiduc François-Ferdinand ?;Who assassinated Archduke Franz Ferdinand?;A) Oskar Potiorek | B) Ferdinand Cohen-Blind | C) Nedeljko Čabrinović | D) Gavrilo Princip;A) Oskar Potiorek | B) Ferdinand Cohen-Blind | C) Nedeljko Čabrinović | D) Gavrilo Princip;D;;;
1971;Histoire;1;En quelle année le Titanic a-t-il coulé ?;What year did the Titanic sink?;A) 1912 | B) 1930 | C) 1917 | D) 1941;A) 1912 | B) 1930 | C) 1917 | D) 1941;A;;;
1972;Histoire;3;Quel Premier ministre australien disparut en 1967 sans jamais être retrouvé ?;Which Australian Prime Minister disappeared in 1967 and was never found?;A) Harold Holt | B) Scott Morrison | C) Paul Keating | D) Edmund Barton;A) Harold Holt | B) Scott Morrison | C) Paul Keating | D) Edmund Barton;A;;;
1973;Histoire;3;Quel village irlandais du comté de Mayo a bâti une industrie touristique sur une prétendue apparition de la Vierge Marie en 1879 ?;Which Irish village in County Mayo built a tourism industry on the back of an alleged appearance by the Virgin Mary in 1879?;A) Turlough | B) Knock | C) Ballycastle | D) Swinford;A) Turlough | B) Knock | C) Ballycastle | D) Swinford;B;;;
1974;Histoire;2;Lequel de ces pères fondateurs des États-Unis d'Amérique devint ensuite président ?;Which of these founding fathers of the United States of America later became president?;A) Samuel Adams | B) Roger Sherman | C) James Monroe | D) Alexander Hamilton;A) Samuel Adams | B) Roger Sherman | C) James Monroe | D) Alexander Hamilton;C;;;
1975;Histoire;1;Qui chevaucha pour avertir les Minutemen que les Britanniques arrivaient durant la Guerre d'indépendance américaine ?;Who rode on horseback to warn the Minutemen that the British were coming during the U.S. Revolutionary War?;A) Paul Revere | B) Henry Longfellow | C) Nathan Hale | D) Thomas Paine;A) Paul Revere | B) Henry Longfellow | C) Nathan Hale | D) Thomas Paine;A;;;
