id;category;difficulty;question;choices;correct;explanation;source_hint
688;Mythologie;3;In Norse mythology, what is the name of the serpent which eats the roots of Yggdrasil?;A) Bragi | B) Nidhogg | C) Odin | D) Ymir;B;Nidhogg gnaws at the roots of the world tree Yggdrasil.;OpenTDB
689;Mythologie;2;Neptune's greek name was...;A) Ares | B) Poseidon | C) Zeus | D) Apollo;B;Poseidon (Greek) and Neptune (Roman) are the same sea god.;OpenTDB
690;Mythologie;1;Which Greek figure traveled to the underworld to return his wife Eurydice?;A) Hercules | B) Orpheus | C) Perseus | D) Daedalus;B;Orpheus charmed Hades with his music.;OpenTDB
691;Mythologie;3;Which Norse God has a horse named Sleipnir?;A) Thor | B) Odin | C) Frigg | D) Balder;B;Sleipnir is an eight-legged horse, son of Loki.;OpenTDB
692;Mythologie;2;Who is the God Loki's son?;A) Odin | B) Fenrir | C) Hel | D) Sigyn;B;Fenrir is the giant wolf destined to kill Odin at Ragnarök.;OpenTDB
693;Mythologie;2;Who was the Roman god of fire?;A) Apollo | B) Vulcan | C) Jupiter | D) Mercury;B;Vulcan was the blacksmith of the Roman gods.;OpenTDB
694;Mythologie;1;How many heads does Cerberus have?;A) 2 | B) 3 | C) 1 | D) 5;B;Cerberus is the three-headed dog guarding the Underworld.;OpenTDB
695;Mythologie;1;Who was the only god from Greece who did not get a name change in Rome?;A) Demeter | B) Apollo | C) Zeus | D) Athena;B;Apollo kept his Greek name in Roman mythology.;OpenTDB
696;Mythologie;1;Which mythological creature is said to be half-man and half-horse?;A) Minotaur | B) Centaur | C) Pegasus | D) Gorgon;B;Centaurs had a human torso and a horse body.;OpenTDB
697;Mythologie;1;The ancient Roman god of war was commonly known as which of the following?;A) Jupiter | B) Mars | C) Juno | D) Ares;B;Mars was the Roman equivalent of Greek Ares.;OpenTDB
898;Mythologie;2;In Greek Mythology, who killed Achilles?;A) Pericles | B) Hector | C) Paris | D) Helen;C;;OpenTDB
899;Mythologie;3;Who is a minor god that is protector of arts such as cheese making and bee keeping?;A) Carme | B) Autonoe | C) Aristaeus | D) Cephisso;C;;OpenTDB
900;Mythologie;1;The Nike brand takes its name from the Greek goddess of what?;A) Honor | B) Courage | C) Strength | D) Victory;D;;OpenTDB
901;Mythologie;3;In Norse mythology, what is the name of the serpent which gnaws the roots of Yggdrasil?;A) Ymir | B) Nidhogg | C) Odin | D) Bragi;B;;OpenTDB
902;Mythologie;3;Who did Hippomenes defeat in a footrace?;A) Peleus | B) Atalanta | C) Jason | D) Theseus;B;;OpenTDB
903;Mythologie;2;What is the name of the first human being in Norse mythology?;A) Ake | B) Ask | C) Asger | D) Asmund;B;;OpenTDB
904;Mythologie;2;Which Greek deity tossed a golden apple saying for the fairest into the gods' feast?;A) Artemis | B) Hades | C) Ares | D) Eris;D;;OpenTDB
905;Mythologie;2;Which of the following is not one of the Greek Fates?;A) Clotho | B) Atropos | C) Narcissus | D) Lachesis;C;;OpenTDB
906;Mythologie;2;Who is the god Loki's son in Norse mythology?;A) Sigyn | B) Fenrir | C) Odin | D) Hel;B;;OpenTDB
907;Mythologie;2;In Norse mythology, what is the name of the symbol commonly called the Tree of Life?;A) Ymir | B) Tree of the Earth | C) Odin's Roots | D) Yggdrasil;D;;OpenTDB
1091;Mythologie;1;"What mythology did the god ""Apollo"" come from?";A) Greek and Chinese | B) Greek, Roman and Norse | C) Roman and Spanish | D) Greek and Roman;D;;OpenTDB
1092;Mythologie;2;In African mythology, Anansi is a trickster and storyteller who takes the shape of which animal?;A) Wild dog | B) Spider | C) Monkey | D) Crocodile;B;;OpenTDB
1093;Mythologie;2;Hera is god of...;A) Marriage | B) War | C) Agriculture | D) Sea;A;;OpenTDB
1094;Mythologie;2;"In Norse Mythology, what is the name of the symbol commonly referred to as the ""Tree of Life""?";A) Tree of the Earth | B) Odin's Roots | C) Ymir | D) Yggdrasil;D;;OpenTDB
1095;Mythologie;1;Which of these mythological creatures is said to be half-man and half-horse?;A) Gorgon | B) Minotaur | C) Centaur | D) Pegasus;C;;OpenTDB
1096;Mythologie;1;An Ankh is the Egyptian Hieroglyph for what?;A) Poison | B) Love | C) Life | D) Hatred;C;;OpenTDB
1097;Mythologie;2;This Greek mythological figure is the god/goddess of battle strategy (among other things).;A) Apollo | B) Artemis | C) Ares | D) Athena;D;;OpenTDB
1098;Mythologie;1;Which figure from Greek mythology traveled to the underworld to return his wife Eurydice to the land of the living?;A) Orpheus | B) Perseus | C) Hercules | D) Daedalus;A;;OpenTDB
1099;Mythologie;3;Nidhogg is a mythical creature from what mythology?;A) Hindu | B) Norse | C) Greek | D) Egyptian;B;;OpenTDB
1100;Mythologie;3;Who is the Egyptian god of reproduction and lettuce?;A) Meret | B) Menu | C) Min | D) Mut;C;;OpenTDB
1101;Mythologie;2;The Maori hold that which island nation was founded by Kupe, who discovered it under a long white cloud?;A) New Zealand | B) Fiji | C) Hawaii | D) Vanuatu;A;;OpenTDB
1102;Mythologie;2;In Greek mythology, Persephone must return to the underworld because she had eaten what kind of seeds?;A) Pomegranate | B) Orange | C) Fig | D) Sunflower;A;;OpenTDB
1103;Mythologie;2;According to Japanese folklore, what is the favorite food of the Kappa?;A) Kabocha | B) Nasu | C) Soba | D) Cucumbers;D;;OpenTDB
1104;Mythologie;2;Who is the father of Icarus, who flew too close to the sun?;A) Zeus | B) Perseus | C) Minos | D) Daedalus;D;;OpenTDB
1105;Mythologie;1;The Nike apparel and footwear brand takes its name from the Greek goddess of what?;A) Strength | B) Honor | C) Courage | D) Victory;D;;OpenTDB
1106;Mythologie;1;What weakpoint of Achilles was exploited by the Trojan prince, Paris?;A) Calf | B) Back | C) Heel | D) Neck;C;;OpenTDB
1107;Mythologie;3;According to Algonquian folklore, how does one transform into a Wendigo?;A) Performing a ritual involving murder. | B) Drinking the blood of many slain animals. | C) Participating in cannibalism. | D) Excessive mutilation of animal corpses.;C;;OpenTDB
1108;Mythologie;3;Who is a minor god that is protector and creator of various arts, such as cheese making and bee keeping?;A) Cephisso | B) Aristaeus | C) Autonoe | D) Carme;B;;OpenTDB
1109;Mythologie;3;What was the punishment for Sisyphus's craftiness?;A) Tied to a boulder for eternity, being pecked by birds. | B) Standing in a lake filled with water he could not drink. | C) Cursed to roll a boulder up a hill for eternity. | D) To fell a tree that regenerated after every axe swing.;C;;OpenTDB
1110;Mythologie;1;Which Greek & Roman god was known as the god of music, truth and prophecy, healing, the sun and light?;A) Athena | B) Artemis | C) Apollo | D) Aphrodite;C;;OpenTDB
1111;Mythologie;1;This Greek goddess's name was chosen for the dwarf planet responsible for discord on Pluto's classification amongst astronomers.;A) Eris | B) Ceres | C) Charon | D) Dysnomia;A;;OpenTDB
1112;Mythologie;1;What mythological creatures have women's faces and vultures' bodies?;A) Nymph | B) Mermaids | C) Harpies | D) Lilith;C;;OpenTDB
1113;Mythologie;3;What immense structure is referred to in Norse Mythology as the Yggdrasil?;A) Tree | B) Temple | C) Mountain | D) Castle;A;;OpenTDB
1114;Mythologie;2;What is the name of the wildman that Gilgamesh befriends and goes on adventures with?;A) Agga | B) Inanna | C) Ishtar | D) Enkidu;D;;OpenTDB
1115;Mythologie;2;What animal did Queen Pasiphae sleep with before she gave birth to the Minotaur in Greek Mythology?;A) Ox | B) Pig | C) Horse | D) Bull;D;;OpenTDB
1116;Mythologie;2;"The Norse god Odin has two pet crows named ""Huginn"" and ""Muninn"". What do their names mean?";A) Power & Peace | B) Thought & Memory | C) War & Learning | D) Sleeping & Waking;B;;OpenTDB
