id;category;difficulty;question;choices;correct;explanation;source_hint
2370;Télévision;1;"On the show ""Rick and Morty"", in episode ""Total Rickall"", who was a parasite?";A) Mr. Poopy Butthole | B) Pencilvester | C) Summer Smith | D) Beth Smith;B;;OpenTDB
2371;Télévision;3;"In ""Donkey Kong Country"", why does Donkey Kong want to know the secret of the crystal coconut?";A) He wants to punish brutes. | B) To find out where all the bananas are. | C) He's the big kahuna. | D) Because Diddy Kong forced him.;C;;OpenTDB
2372;Télévision;2;Which character does voice actress Tara Strong NOT voice?;A) Twilight Sparkle | B) Bubbles (2016) | C) Timmy Turner | D) Harley Quinn;B;;OpenTDB
2373;Télévision;1;"In the show ""Dragonball Z"", what is the name of Cell's most powerful attack?";A) Solar Kamehameha | B) Cell Kamehameha | C) Android Kamehameha | D) Super Kamehameha;A;;OpenTDB
2374;Télévision;2;In Game of Thrones what is the name of Jon Snow's sword?;A) Longclaw | B) Oathkeeper | C) Widow's Wail | D) Needle;A;;OpenTDB
2375;Télévision;2;"What is the setting of the show ""Parks and Recreation""?";A) London, England | B) Eagleton, Indiana | C) Pasadena, California | D) Pawnee, Indiana;D;;OpenTDB
2376;Télévision;2;What is the name of the main antagonists in Battlestar Galactica?;A) The Rebels | B) The Cylons | C) The Federation | D) The Collective;B;;OpenTDB
2377;Télévision;1;In the cartoon 'SpongeBob SquarePants', what did the acronym E.V.I.L stand for?;A) Every Villain Is Lemonade | B) Each Villain Is Lemonade | C) Every Villain Is Lemons | D) Every Villain Is Limes;C;;OpenTDB
2378;Télévision;2;"What is Meg's full name in ""Family Guy""?";A) Who-Cares Griffin | B) Megan Griffin | C) Megatron Griffin | D) Neil Griffin;C;;OpenTDB
2379;Télévision;1;"What is the name of the planet that the Doctor from television series ""Doctor Who"" comes from?";A) Mondas | B) Skaro | C) Gallifrey | D) Sontar;C;;OpenTDB
2380;Télévision;1;"In ""Star Trek: Voyager"", which episode did Voyager establish real-time communication with Starfleet Headquarters?";A) Someone To Watch Over Me | B) Pathfinder | C) Counterpoint | D) Message In A Bottle;B;;OpenTDB
2381;Télévision;2;In the original Doctor Who series (1963), fourth doctor Tom Baker's scarf was how long?;A) 5 Meters | B) 10 Meters | C) 7 Meters | D) 2 Meters;C;;OpenTDB
2382;Télévision;3;What was the callsign of Commander William Adama in Battlestar Galactica (2004)?;A) Apollo | B) Crashdown | C) Husker | D) Starbuck;C;;OpenTDB
2383;Télévision;2;"In the show ""The Office"" who does Michael Scott eventually end up with?";A) Jan Levinson | B) Angela Martin | C) Pam Beesly | D) Holly Flax;D;;OpenTDB
2384;Télévision;3;In 2008, British celebrity chef Gordon Ramsay believes he almost died after suffering what accident in Iceland while filming?;A) Slipping off a cliff, and nearly drowning in icy water | B) Being served under-cooked chicken at his hotel | C) A minor car accident in a snowstorm | D) Crash landing when arriving at Keflavík airport;A;;OpenTDB
2385;Télévision;2;"Dee from ""It's Always Sunny in Philadelphia"" has dated all of the following guys EXCEPT";"A) Ben the Soldier | B) Kevin Gallagher aka Lil' Kevin | C) Colin the Thief | D) Matthew ""Rickety Cricket"" Mara";D;;OpenTDB
2386;Télévision;2;"How many seasons did the TV show ""Donkey Kong Country"" last?";A) 1 | B) 2 | C) 5 | D) 4;B;;OpenTDB
2387;Télévision;1;In DuckTales, what is the name of the city where all the main characters live?;A) Tailspin | B) Wingford | C) Duckburg | D) Duckwing;C;;OpenTDB
2388;Télévision;1;In the show, Doctor Who, what does T.A.R.D.I.S stand for?;A) Toilet Aid Rope Dog Is Soup | B) Time And Resting Dimensions In Space | C) Time And Relative Dimensions In Style | D) Time And Relative Dimensions In Space;D;;OpenTDB
2389;Télévision;1;"What is the name of Chris's brother in ""Everybody Hates Chris""?";A) Jerome | B) Joe | C) Greg | D) Drew;D;;OpenTDB
2390;Télévision;3;Which actor from The Young Ones also played Lord Flashheart in one episode of Blackadder II?;A) Rik Mayall | B) Nigel Planer | C) Christopher Ryan | D) Adrian Edmondson;A;;OpenTDB
2391;Télévision;2;"In ""The Big Bang Theory"", what is Howard Wolowitz's nickname in World of Warcraft?";A) Priya | B) Sheldor | C) Wolowizard | D) Rajesh;C;;OpenTDB
2392;Télévision;3;"In ""Star Trek"", who was the founder of the Klingon Empire and its philosophy?";A) Kahless the Unforgettable | B) Molor the Unforgiving | C) Lady Lukara of the Great Hall | D) Dahar Master Kor;A;;OpenTDB
2393;Télévision;2;Which of these television shows makes everyone look under their chair?;A) Larry Rubert | B) Oprah | C) Jimmy Fallon | D) Saturday Night Live;B;;OpenTDB
2394;Télévision;1;"Who played the Waitress in the Spam sketch of ""Monty Python's Flying Circus""?";A) Graham Chapman | B) Eric Idle | C) Terry Jones | D) John Cleese;C;;OpenTDB
2395;Télévision;1;"In the show ""Tengen Toppa Gurren Lagann"" what is the name of the character who force everyone to live underground?";A) Lordgenome | B) Lord Genome | C) Kingloname | D) King Loname;A;;OpenTDB
2396;Télévision;1;In Game of Thrones, what continent lies across the Narrow Sea from Westeros?;A) Easteros | B) Essos | C) Westereast | D) Esuntos;B;;OpenTDB
2397;Télévision;2;Which of the following Autobot names in Michael Bay's movies was NOT a name for a Transformer in the original 1980's cartoon?;A) Mudflap | B) Skids | C) Ratchet | D) Sideswipe;A;;OpenTDB
2398;Télévision;2;In the Doctor Who universe, how many times can a time lord normally regenerate?;A) 11 | B) 12 | C) 13 | D) 15;B;;OpenTDB
2399;Télévision;2;Who was the winner of the 2016 WWE Royal Rumble?;A) AJ Styles | B) Roman Reigns | C) Dean Ambrose | D) Triple H;D;;OpenTDB
2400;Télévision;2;"In ""Star Trek"", what is the Klingon death ritual?";A) Look into sky and yell loudly in mourning. | B) Shoot into space in a torpedo casing. | C) Split the deceased's earnings between bloodkin. | D) Kiss the jagged forehead before burial.;A;;OpenTDB
2401;Télévision;1;Which of these Bojack Horseman characters is a human?;A) Tom Jumbo-Grumbo | B) Lennie Turtletaub | C) Princess Carolyn | D) Todd Chavez;D;;OpenTDB
2402;Télévision;1;"In the TV show ""Cheers"", Sam Malone was a former relief pitcher for which baseball team?";A) Baltimore Orioles | B) New York Mets | C) Milwaukee Brewers | D) Boston Red Sox;D;;OpenTDB
2403;Télévision;3;In the show 'Doctor Who', what is the name of the time-capsule model stolen by 'the Doctor'?;A) TT Type 1, Mark 5 (TARDIS) | B) TT Type 1, Mark 3 (TARDIS) | C) TT Type 40, Mark 5 (TARDIS) | D) TT Type 40, Mark 3 (TARDIS);D;;OpenTDB
2404;Télévision;2;Who was the first Big Brother US winner to win with a perfect game?;A) Jordan Lloyd | B) Ian Terry | C) Dan Gheesling | D) Rachael Reilly;C;;OpenTDB
2405;Télévision;1;What TV show featured older women named Blanche, Rose, Dorothy and Sophia?;A) Family Ties | B) The Wonder Years | C) The Golden Girls | D) Cheers;C;;OpenTDB
2406;Télévision;1;"The HBO series ""Game of Thrones"" is based on which series of books?";A) Harry Potter | B) The Wheel of Time | C) A Song of Ice and Fire | D) The Notebook;C;;OpenTDB
2407;Télévision;1;Which Star Trek race advances itself through assimilation?;A) Vulcan | B) Borg | C) Betazoid | D) Klingon;B;;OpenTDB
2408;Télévision;3;"The theme for the popular science fiction series ""Doctor Who"" was composed by who?";A) Delia Derbyshire | B) Peter Howell | C) Ron Grainer | D) Murray Gold;C;;OpenTDB
2409;Télévision;1;"In the show ""Futurama"" what is Fry's full name?";A) Philip J. Fry | B) Fry Rodríguez | C) Fry Philip | D) Fry J. Philip;A;;OpenTDB
2410;Télévision;1;"In ""Breaking Bad"", Walter White is a high school teacher diagnosed with which form of cancer?";A) Prostate Cancer | B) Lung Cancer | C) Brain Cancer | D) Testicular Cancer;B;;OpenTDB
2411;Télévision;3;"Which race enjoys a glass of warm baghol in ""Star Trek""?";A) Human | B) Vulcan | C) Botha | D) Klingon;D;;OpenTDB
