id;category;difficulty;question;choices;correct;explanation;source_hint
805;Jeux Vidéo;2;Which FPS popularized Zombie mode?;A) Left 4 Dead | B) Call of Duty | C) Resident Evil | D) Doom;B;COD World at War's Zombies mode became iconic.;OpenTDB
806;Jeux Vidéo;2;Which city is the main setting of GTA Vice City?;A) Los Angeles | B) Miami | C) New York | D) Chicago;B;Vice City is inspired by 1980s Miami.;OpenTDB
807;Jeux Vidéo;2;In Red Dead Redemption 2, who leads the Van der Linde gang?;A) Arthur Morgan | B) Dutch van der Linde | C) John Marston | D) Hosea Matthews;B;Dutch is the charismatic leader of the gang.;OpenTDB
808;Jeux Vidéo;1;Which Nintendo game lets you capture creatures?;A) Mario | B) Pokémon | C) Zelda | D) Kirby;B;Pokémon was released in 1996 on Game Boy.;OpenTDB
809;Jeux Vidéo;1;How many buttons does a standard NES controller have?;A) 6 | B) 4 | C) 8 | D) 2;B;The NES controller has A, B, Start and Select.;OpenTDB
810;Jeux Vidéo;1;What color is Kirby's main enemy?;A) Blue | B) Red | C) Purple | D) Green;B;King Dedede is Kirby's red king antagonist.;OpenTDB
811;Jeux Vidéo;2;What is Master Chief's real name in Halo?;A) Marcus Fenix | B) John-117 | C) Noble Six | D) Avery Johnson;B;John-117 is a Spartan-II super soldier.;OpenTDB
812;Jeux Vidéo;2;In which game can you find the Normandy spaceship?;A) Star Wars | B) Mass Effect | C) Halo | D) Star Trek;B;The SSV Normandy is Commander Shepard's ship.;OpenTDB
813;Jeux Vidéo;2;What is Kratos's signature weapon in God of War?;A) Sword | B) Blades of Chaos | C) Hammer | D) Spear;B;The Blades of Chaos are chained to Kratos's arms.;OpenTDB
814;Jeux Vidéo;2;In Skyrim, which shout slows down time?;A) Fus Ro Dah | B) Slow Time | C) Dragon Aspect | D) Whirlwind Sprint;B;Slow Time uses the words Tiid Klo Ul.;OpenTDB
815;Jeux Vidéo;2;Which studio created Resident Evil?;A) Konami | B) Capcom | C) Namco | D) Square;B;Capcom launched Resident Evil in 1996.;OpenTDB
816;Jeux Vidéo;2;In Metal Gear Solid, who is the main hero?;A) Big Boss | B) Solid Snake | C) Raiden | D) Ocelot;B;Solid Snake is the legendary FOXHOUND spy.;OpenTDB
817;Jeux Vidéo;2;Which Japanese rhythm game uses Ievan Polkka?;A) Guitar Hero | B) Hatsune Miku | C) Rock Band | D) Just Dance;B;Miku's spinning leek became a famous meme.;OpenTDB
818;Jeux Vidéo;2;In Animal Crossing, who owns the shop?;A) Isabelle | B) Tom Nook | C) Blathers | D) K.K. Slider;B;Tom Nook is the tanuki shopkeeper of the series.;OpenTDB
819;Jeux Vidéo;2;What are the two main factions in World of Warcraft?;A) Rebels vs Empire | B) Alliance vs Horde | C) Light vs Dark | D) Order vs Chaos;B;The Alliance and Horde have been at war since Warcraft.;OpenTDB
820;Jeux Vidéo;2;In League of Legends, how many champions at launch?;A) 17 | B) 40 | C) 60 | D) 100;B;LoL launched with 40 champions in 2009.;OpenTDB
821;Jeux Vidéo;3;Which game was first to use ragdoll physics technology?;A) Half-Life | B) Jurassic Park: Trespasser | C) GTA III | D) Max Payne;B;Trespasser (1998) innovated with ragdoll physics.;OpenTDB
822;Jeux Vidéo;3;In Dark Souls, which boss is optional in Anor Londo?;A) Ornstein & Smough | B) Dark Sun Gwyndolin | C) Gwynevere | D) Sif;B;Gwyndolin guards Gwyn's tomb.;OpenTDB
823;Jeux Vidéo;3;What is the final boss of Cuphead (without DLC)?;A) King Dice | B) The Devil | C) Dr. Kahl | D) Cala Maria;B;The Devil is the base game's final boss.;OpenTDB
824;Jeux Vidéo;3;In Hollow Knight, what is the abandoned kingdom called?;A) Lordran | B) Hallownest | C) Yharnam | D) Drangleic;B;Hallownest is the underground kingdom of insects.;OpenTDB
825;Jeux Vidéo;3;What is Samus Aran's full name?;A) Samus Johnson | B) Samus Aran | C) Samus Bird | D) Samus Ridley;B;Samus Aran is her real name, raised by the Chozo.;OpenTDB
826;Jeux Vidéo;3;In Elden Ring, who is the first main area boss?;A) Rennala | B) Margit | C) Godrick | D) Radahn;B;Margit the Fell Omen blocks Stormveil's entrance.;OpenTDB
827;Jeux Vidéo;3;What is the average duration of a Dota 2 match?;A) 20 min | B) 40-50 min | C) 60-90 min | D) 15 min;B;Dota 2 matches average 40-50 minutes.;OpenTDB
828;Jeux Vidéo;3;In Sekiro, what is the name of the shinobi protagonist?;A) Genichiro | B) Wolf | C) Isshin | D) Owl;B;Wolf (or Sekiro) is nicknamed the one-armed wolf.;OpenTDB
829;Jeux Vidéo;2;Which Nintendo console was known for its 3-pronged controller?;A) GameCube | B) Nintendo 64 | C) SNES | D) Wii;B;The N64 had a unique three-handle controller.;OpenTDB
830;Jeux Vidéo;2;In which game can you build portals to the Nether?;A) Terraria | B) Minecraft | C) Starbound | D) Don't Starve;B;The Nether is Minecraft's hellish dimension.;OpenTDB
831;Jeux Vidéo;2;Who is the creator of the Metal Gear series?;A) Shigeru Miyamoto | B) Hideo Kojima | C) Yu Suzuki | D) Shinji Mikami;B;Hideo Kojima created Metal Gear in 1987.;OpenTDB
832;Jeux Vidéo;2;What is Xbox's mascot?;A) Sonic | B) Master Chief | C) Marcus Fenix | D) Minecraft Steve;B;Master Chief became Xbox's face with Halo.;OpenTDB
833;Jeux Vidéo;2;In which game can you find the city of Midgar?;A) Kingdom Hearts | B) Final Fantasy VII | C) Chrono Trigger | D) Dragon Quest;B;Midgar is the FF7 megacity controlled by Shinra.;OpenTDB
834;Jeux Vidéo;2;Which studio developed The Last of Us?;A) Rockstar | B) Naughty Dog | C) Insomniac | D) Sucker Punch;B;Naughty Dog is also known for Uncharted.;OpenTDB
835;Jeux Vidéo;2;In Overwatch, what is Tracer's nationality?;A) American | B) British | C) Australian | D) Canadian;B;Tracer is from London, England.;OpenTDB
836;Jeux Vidéo;2;What is the dragon's name in Spyro?;A) Crash | B) Spyro | C) Cynder | D) Sparx;B;Spyro is a small purple dragon created by Insomniac.;OpenTDB
837;Jeux Vidéo;2;In Stardew Valley, who is the village carpenter?;A) Pierre | B) Robin | C) Clint | D) Willy;B;Robin builds and upgrades farm buildings.;OpenTDB
838;Jeux Vidéo;1;What is Pikachu's main color?;A) Red | B) Yellow | C) Blue | D) Green;B;Pikachu is a yellow electric mouse.;OpenTDB
839;Jeux Vidéo;1;In which game do you jump on Goombas?;A) Sonic | B) Super Mario | C) Zelda | D) Kirby;B;Goombas are the first enemies in Super Mario.;OpenTDB
840;Jeux Vidéo;1;What is Link's main weapon?;A) Bow | B) Sword | C) Spear | D) Hammer;B;The Master Sword is Link's iconic weapon.;OpenTDB
841;Jeux Vidéo;2;In Portal, what object creates portals?;A) Gravity Gun | B) Portal Gun | C) Teleporter | D) Aperture Device;B;The Portal Gun fires orange and blue portals.;OpenTDB
842;Jeux Vidéo;2;Which company owns Bethesda studio?;A) Sony | B) Microsoft | C) EA | D) Ubisoft;B;Microsoft acquired Bethesda in 2021.;OpenTDB
843;Jeux Vidéo;2;In which game do you fight the Enderdragon?;A) Terraria | B) Minecraft | C) Valheim | D) ARK;B;The Enderdragon is Minecraft's final boss.;OpenTDB
844;Jeux Vidéo;2;Which Pokémon is number 25 in the Pokédex?;A) Raichu | B) Pikachu | C) Pichu | D) Eevee;B;Pikachu became the franchise's mascot.;OpenTDB
845;Jeux Vidéo;2;What is the first Pokémon in the National Pokédex?;A) Pikachu | B) Bulbasaur | C) Mew | D) Arceus;B;Bulbasaur is #001.;OpenTDB
846;Jeux Vidéo;2;Which city is the main setting of GTA San Andreas?;A) Liberty City | B) Los Santos | C) Vice City | D) San Fierro;B;Los Santos is inspired by Los Angeles.;OpenTDB
847;Jeux Vidéo;2;In Assassin's Creed, what is the enemy order called?;A) Assassins | B) Templars | C) Illuminati | D) Abstergo;B;The Templars seek to control humanity.;OpenTDB
848;Jeux Vidéo;2;Which studio created Grand Theft Auto?;A) Ubisoft | B) Rockstar | C) EA | D) Activision;B;Rockstar Games launched GTA in 1997.;OpenTDB
849;Jeux Vidéo;2;In Street Fighter, what is Ryu's signature move?;A) Shoryuken | B) Hadouken | C) Tatsumaki | D) Focus Attack;B;Hadouken is Ryu's iconic energy ball.;OpenTDB
850;Jeux Vidéo;2;What is the hero's name in the Uncharted series?;A) Joel | B) Nathan Drake | C) Sam Fisher | D) Lara Croft;B;Nathan Drake is a treasure hunter.;OpenTDB
851;Jeux Vidéo;2;In Zelda: Ocarina of Time, what instrument does Link use?;A) Harp | B) Ocarina | C) Flute | D) Lyre;B;The Ocarina of Time allows time travel.;OpenTDB
852;Jeux Vidéo;3;In which FromSoftware game does Lady Maria appear?;A) Dark Souls III | B) Bloodborne | C) Sekiro | D) Elden Ring;B;Lady Maria is a boss from The Old Hunters DLC.;OpenTDB
853;Jeux Vidéo;3;What is the starting planet in Ratchet & Clank 1?;A) Metropolis | B) Veldin | C) Rilgar | D) Novalis;B;Veldin is Ratchet's home planet.;OpenTDB
854;Jeux Vidéo;3;In Celeste, what is the protagonist's name?;A) Theo | B) Madeline | C) Badeline | D) Mr. Oshiro;B;Madeline climbs Celeste Mountain to overcome depression.;OpenTDB
855;Jeux Vidéo;3;What is Mewtwo's number in the original Pokédex?;A) 151 | B) 150 | C) 149 | D) 152;B;Mewtwo is #150, Mew is #151.;OpenTDB
856;Jeux Vidéo;3;In which city does Dishonored take place?;A) Karnaca | B) Dunwall | C) Whitecliff | D) Serkonos;B;Dunwall is the capital of the Empire of the Isles.;OpenTDB
857;Jeux Vidéo;3;What is Sephiroth's full name in Final Fantasy VII?;A) Sephiroth Jenova | B) Sephiroth | C) Sephiroth Crescent | D) Sephiroth Hojo;B;Sephiroth has no official surname.;OpenTDB
1630;Jeux Vidéo;2;In the PAYDAY series, who is the iconic leader of the PAYDAY gang?;A) Dallas | B) Chains | C) Wolf | D) Hoxton;A;;
1631;Jeux Vidéo;2;What was the character Kirby originally going to be named?;A) Waddle Dee | B) Prince Puff | C) Popopo | D) Dedede;C;;
1632;Jeux Vidéo;1;In Final Fantasy XIV, what is the name of the Deep Dungeon that was introduced in the expansion pack, Heavensward?;A) Heaven on High | B) Sunken Temple of Qarn | C) Aetherochemical Research Facility | D) Palace of the Dead;D;;
1633;Jeux Vidéo;2;According to Overwatch's lore, who was once a member of the Deadlock Gang?;A) Soldier 76 | B) McCree | C) Junkrat | D) Roadhog;B;;
1634;Jeux Vidéo;3;"Which game in the ""Dark Souls"" series does the player play as the ""Ashen One""?";A) Dark Souls III | B) Bloodborne | C) Demon Souls | D) Dark Souls I;A;;
1635;Jeux Vidéo;2;Which of these symbols can be seen on the shirt of the 1993 video game character, Bubsy T. Bobcat?;A) Nothing | B) The letter B | C) An exclamation point | D) A question mark;C;;
1636;Jeux Vidéo;2;What is the name of the protagonist of Life Is Strange?;A) Frank Bowers | B) Kate Marsh | C) Max Caulfield | D) Rachel Amber;C;;
1637;Jeux Vidéo;2;In Touhou 12: Undefined Fantastic Object, which of these was not a playable character?;A) Hakurei Reimu | B) Izayoi Sakuya | C) Kirisame Marisa | D) Kochiya Sanae;B;;
1638;Jeux Vidéo;2;"Who is the main character of the game series ""Ace Attorney"" ?";A) Winston Payne | B) Dahlia Hawthorne | C) Phoenix Wright | D) Ash Ketchum;C;;
1639;Jeux Vidéo;2;Which of these is NOT a faction included in the game Counter-Strike: Global Offensive?;A) Phoenix Connexion | B) BOPE | C) Elite Crew | D) GSG-9;B;;
1640;Jeux Vidéo;1;"In the ""Worms"" series of video games, which of these weapons is affected by wind?";A) Bazooka | B) Grenade | C) Air Strike | D) Mortar;A;;
1641;Jeux Vidéo;1;In the Yakuza series who is the Dragon of Dojima?;A) Sohei Dojima | B) Haruka Sawamura | C) Ryuji Goda | D) Kazuma Kiryu;D;;
1642;Jeux Vidéo;2;"In ""The Legend of Zelda: Ocarina of Time,"" what is the maximum amount of rupees that Link can carry?";A) 5000 | B) 1000 | C) 999 | D) 500;D;;
1643;Jeux Vidéo;1;"Who is the protagonist in the game ""The Walking Dead: Season One""?";A) Clementine | B) Lee Everett | C) Rick Grimes | D) Kenny;B;;
1644;Jeux Vidéo;2;"In what year was ""Super Mario Sunshine"" released?";A) 2000 | B) 2004 | C) 2003 | D) 2002;D;;
1645;Jeux Vidéo;2;The '64' in the Nintendo-64 console refers to what?;A) The number of megabytes of RAM | B) Capacity of the ROM Cartridges in megabytes | C) Clock speed of the CPU in Hertz | D) The bits in the CPU architecture;D;;
1646;Jeux Vidéo;1;"When was ""Luigi's Mansion 3"" released?";A) October 1st, 2019 | B) October 31st, 2019 | C) September 6th, 2018 | D) January 13th, 2019;B;;
1647;Jeux Vidéo;2;"Which character does the player play as in the video game ""Bastion""?";A) Rucks | B) The Kid | C) Zia | D) Zulf;B;;
1648;Jeux Vidéo;3;"In the SHMUP series, ""Gradius"", what is the name of the antagonist faction you fight against?";A) ORN Empire | B) Bydo | C) Bacterion | D) Belsar;C;;
1649;Jeux Vidéo;2;Which of these games takes place in the Irish town of Doolin, with the option to play as one of the characters, Ellen and Keats?;A) Shadow of the Colossus | B) Beyond Good & Evil | C) Folklore | D) ICO;C;;
1650;Jeux Vidéo;2;In Star Wars: Republic Commando (2005), what is the name of the squad that you play as?;A) Omega Squad | B) Alpha Squad | C) Echo Squad | D) Delta Squad;D;;
1651;Jeux Vidéo;2;One of the early prototypes of the Sega Dreamcast controller resembled which of the following?;A) Hairdryer | B) Television Remote | C) Tablet | D) Flip Phone;B;;
1652;Jeux Vidéo;2;"Which town was Seamus ""Sledge"" Cowden from ""Tom Clancy's Rainbow Six Siege"" born in?";A) John O'Groats | B) Kearvaig | C) Talmine | D) Brawl;A;;
1653;Jeux Vidéo;2;"In ""Call Of Duty: Zombies"", completing which map's main easter egg will reward you with the achievement, ""Little Lost Girl""?";A) Revelations | B) Origins | C) Moon | D) Tranzit;B;;
1654;Jeux Vidéo;2;"Who is the protagonist of the videogame ""Dead Rising 2""?";A) Frank West | B) Chuck Greene | C) Nick Ramos | D) Katie Greene;B;;
1655;Jeux Vidéo;2;"In ""Fallout 4"", what is the name of the dog you find at Red Rocket truck stop?";A) Quazar | B) Sparky | C) Chop | D) Dogmeat;D;;
1656;Jeux Vidéo;3;In the game Nuclear Throne, what organization chases the player character throughout the game?;A) The Bandits | B) The Y.V.G.G | C) The Fishmen | D) The I.D.P.D;D;;
1657;Jeux Vidéo;2;In Terraria, which of the following items does the Martian Saucer mini-boss NOT drop?;A) Anti-Gravity Hook | B) Drill Containment Unit | C) Influx Waver | D) Cosmic Car Key;B;;
1658;Jeux Vidéo;2;Along with Gabe Newell, who co-founded Valve?;A) Mike Harrington | B) Stephen Bahl | C) Robin Walker | D) Marc Laidlaw;A;;
