id;category;difficulty;question;choices;correct;explanation;source_hint
605;Chimie;1;What is the atomic mass of Carbon?;A) 14 | B) 12 | C) 16 | D) 10;B;Carbon-12 is the standard isotope with a mass of 12.;OpenTDB
606;Sciences;3;Coulrophobia is the irrational fear of what?;A) Cemeteries | B) Clowns | C) Needles | D) Tunnels;B;Coulrophobia is an intense fear of clowns.;OpenTDB
607;Nature;2;What is the largest living organism currently known to man?;A) Blue Whale | B) Honey Fungus | C) Redwood Tree | D) The Coral Reef;B;Honey Fungus can cover square kilometers.;OpenTDB
608;Sciences;2;When was the first mammal successfully cloned?;A) 2009 | B) 1996 | C) 1999 | D) 1985;B;Dolly the sheep was cloned in 1996.;OpenTDB
609;Biologie;1;What does DNA stand for?;A) Deoxyribogenetic Acid | B) Deoxyribonucleic Acid | C) Deoxyribogenetic Atoms | D) Detoxic Acid;B;DNA is the carrier of genetic information.;OpenTDB
878;Sciences;3;What is the standard SI unit for luminous intensity?;A) Candela | B) Faraday | C) Coulomb | D) Lumen;A;;OpenTDB
879;Biologie;3;The Western Lowland Gorilla is scientifically known as?;A) Gorilla Gorilla Gorilla | B) Gorilla Beringei Beringei | C) Gorilla Beringei Graueri | D) Gorilla Gorilla Diehli;A;;OpenTDB
880;Biologie;3;What genetic disease is caused by having an extra Y chromosome (XYY)?;A) Klinefelter's Syndrome | B) Down Syndrome | C) Turner's Syndrome | D) Jacob's Syndrome;D;;OpenTDB
881;Espace;1;What is the hottest planet in the solar system?;A) Mercury | B) Mars | C) Venus | D) Jupiter;C;;OpenTDB
882;Chimie;3;On the Scoville scale, what is the hottest chemical?;A) Dihydrocapsaicin | B) Resiniferatoxin | C) Capsaicin | D) Tinyatoxin;B;;OpenTDB
883;Chimie;3;What is isobutylphenylpropanoic acid more commonly known as?;A) Morphine | B) Aspirin | C) Ibuprofen | D) Ketamine;C;;OpenTDB
884;Biologie;3;What is the scientific name for the extinct hominin known as Lucy?;A) Australopithecus Antaris | B) Australopithecus Architeuthis | C) Australopithecus Africanus | D) Australopithecus Afarensis;D;;OpenTDB
885;Biologie;3;What is the scientific name of the knee cap?;A) Femur | B) Scapula | C) Patella | D) Foramen Magnum;C;;OpenTDB
886;Biologie;2;What do you study if you are studying entomology?;A) Fish | B) Humans | C) Insects | D) The Brain;C;;OpenTDB
887;Biologie;2;The human right lung has how many lobes?;A) 3 | B) 4 | C) 2 | D) 1;A;;OpenTDB
1357;Sciences;2;Which portion of the Marijuana plant produces the psychoactive substance known as THC?;A) Root Ball | B) Leaves | C) Female Flower | D) Male Flower;C;;OpenTDB
1358;Sciences;1;What is the standard SI unit for temperature?;A) Celsius | B) Kelvin | C) Fahrenheit | D) Rankine;B;;OpenTDB
1359;Sciences;3;Which Landsat Satellite failed to reach orbit?;A) Landsat 3 | B) Landsat 5 | C) Landsat 4 | D) Landsat 6;D;;OpenTDB
1360;Sciences;2;What is the molecular formula of the active component of chili peppers(Capsaicin)?;A) C21H23NO3 | B) C6H4Cl2 | C) C13H25NO4 | D) C18H27NO3;D;;OpenTDB
1361;Sciences;1;What did Gregory Mendel use to test genetic crossovers?;A) Parrots | B) Cats | C) Flowers | D) Peas;D;;OpenTDB
1362;Sciences;1;How many bones are in the human body?;A) 209 | B) 200 | C) 203 | D) 206;D;;OpenTDB
1363;Sciences;1;Stars consist mainly of hydrogen and which other gas?;A) Helium | B) Argon | C) Oxygen | D) Nitrogen;A;;OpenTDB
1364;Sciences;3;Which is the chemical name of H2O?;A) Manganese dioxide | B) Dihydrogen Monoxide | C) Anhydrous Sodium Carbonate | D) Ammonium chloride;B;;OpenTDB
1365;Sciences;3;In the Scoville scale, what is the hottest chemical?;A) Dihydrocapsaicin | B) Capsaicin | C) Tinyatoxin | D) Resiniferatoxin;D;;OpenTDB
1366;Sciences;2;Which of these is a type of stretch/deep tendon reflex?;A) Scratch reflex | B) Gag reflex | C) Ankle jerk reflex | D) Pupillary light reflex;C;;OpenTDB
1367;Sciences;2;What part of the body produces insulin?;A) Kidney | B) Liver | C) Pancreas | D) Stomach;C;;OpenTDB
1368;Sciences;1;Which of the following bones is not in the leg?;A) Fibula | B) Patella | C) Tibia | D) Radius;D;;OpenTDB
1369;Sciences;2;Deuterium is an isotope of which element?;A) Nitrogen | B) Hydrogen | C) Helium | D) Neon;B;;OpenTDB
1370;Sciences;2;In aeronautics, flaps and slats are used to control what on an aircraft?;A) Weight | B) Drag | C) Thrust | D) Lift;D;;OpenTDB
1371;Sciences;3;Which of the following is a major muscle of the back?;A) Triquetrum | B) Trapezium | C) Trapezius | D) Trapezoid;C;;OpenTDB
1372;Sciences;1;Which is the longest bone in the human body?;A) Ulna | B) Fibula | C) Femur | D) Scapula;C;;OpenTDB
1373;Sciences;1;What is the largest animal currently on Earth?;A) Colossal Squid | B) Blue Whale | C) Giraffe | D) Orca;B;;OpenTDB
1374;Sciences;2;What does CPR, the emergency procedure to assist someone who has suffered cardiac arrest, stand for?;A) Contraceptive prevalence rate | B) Chronic pain relief | C) Cancer pain release | D) Cardiopulmonary resuscitation;D;;OpenTDB
1375;Sciences;3;Folic acid is the synthetic form of which vitamin?;A) Vitamin C | B) Vitamin D | C) Vitamin B | D) Vitamin A;C;;OpenTDB
1376;Sciences;2;What does the yellow diamond on the NFPA 704 fire diamond represent?;A) Health | B) Radioactivity | C) Flammability | D) Reactivity;D;;OpenTDB
1377;Sciences;1;Which of the following is not one of the groups on the periodic table?;A) Alkali Metals | B) Halogens | C) Noble Gases | D) Fluorines;D;;OpenTDB
1378;Sciences;1;About what percentage of the Earth's surface is water?;A) 70% | B) 90% | C) 50% | D) 30%;A;;OpenTDB
1379;Sciences;1;Which type of rock is created by intense heat AND pressure?;A) Diamond | B) Metamorphic | C) Sedimentary | D) Igneous;B;;OpenTDB
1380;Sciences;2;Which NASA Space Shuttle broke apart during atmospheric re-entry on February 1, 2003?;A) Columbia | B) Discovery | C) Challenger | D) Endeavour;A;;OpenTDB
1381;Sciences;1;What is an example of a bacterial pathogen?;A) AIDS | B) Measles | C) Cholera | D) Ringworm;C;;OpenTDB
1382;Sciences;2;Which continent do sweet potatoes originally come from?;A) Africa | B) Europe | C) Asia | D) South America;D;;OpenTDB
1383;Sciences;3;All of the following human genetic haplogroup names are shared between Y-chromosome and mitochondrial DNA haplogroups EXCEPT:;A) Haplogroup T | B) Haplogroup J | C) Haplogroup L | D) Haplogroup U;D;;OpenTDB
1384;Sciences;3;The Western Lowland Gorilla is scientifically know as?;A) Gorilla Beringei Graueri | B) Gorilla Beringei Beringei | C) Gorilla Gorilla Diehli | D) Gorilla Gorilla Gorilla;D;;OpenTDB
1385;Sciences;2;What is the name of the Supermassive Black Hole in the centre of the Milky Way?;A) Sagittarius A* | B) Andromeda | C) Messier 87 | D) Alpha Centauri;A;;OpenTDB
1386;Sciences;2;What is the colour of unoxidized blood?;A) Purple | B) Red | C) Green | D) Blue;B;;OpenTDB
1387;Sciences;2;What causes Lyme disease?;A) A bacteria | B) An amoeba | C) A parasitic worm | D) A virus;A;;OpenTDB
1388;Sciences;1;The medical term for the belly button is which of the following?;A) Nevus | B) Nares | C) Umbilicus | D) Paxillus;C;;OpenTDB
1389;Sciences;2;What is the name of the cognitive bias wherein a person with low ability in a particular skill mistake themselves as being superior?;A) Meyers-Briggs effect | B) Freud-Hall effect | C) Müller-Lyer effect | D) Dunning-Kruger effect;D;;OpenTDB
1390;Sciences;2;Which of the following spacecraft never touched the moon?;A) SMART-1 | B) Mariner 4 | C) Apollo 11 | D) Luna 2;B;;OpenTDB
1391;Sciences;3;In quantum physics, which of these theorised sub-atomic particles has yet to be observed?;A) Z boson | B) Tau neutrino | C) Gluon | D) Graviton;D;;OpenTDB
1392;Sciences;2;At what depth should you make a decompression stop, or safety stop, on a typical scuba dive?;A) 25 Feet / 7.5 Meters | B) 50 Feet / 15 Meters | C) 15 Feet / 5 Meters | D) 75 Feet / 23 Meters;C;;OpenTDB
1393;Sciences;2;Which planet in the Solar System is the closest to the Sun?;A) Mercury | B) Venus | C) Mars | D) Earth;A;;OpenTDB
1394;Sciences;2;Which of the following is NOT a passive electrical component?;A) Inductor | B) Resistor | C) Capacitor | D) Transistor;D;;OpenTDB
1395;Sciences;2;What was the first living creature in space?;A) Dog | B) Fruit Flies | C) Monkey | D) Mouse;B;;OpenTDB
1396;Sciences;2;"Where did the dog breed ""Chihuahua"" originate?";A) France | B) Russia | C) Spain | D) Mexico;D;;OpenTDB
1397;Sciences;2;How many officially recognized dwarf planets in the solar system are named after Polynesian deities?;A) 2 | B) 5 | C) 0 | D) 1;A;;OpenTDB
1398;Sciences;2;"The ""Tibia"" is found in which part of the body?";A) Arm | B) Head | C) Hand | D) Leg;D;;OpenTDB
1399;Sciences;2;What is the atomic number of the element Strontium?;A) 47 | B) 73 | C) 38 | D) 11;C;;OpenTDB
1400;Sciences;3;What does the scientific name of the Cambrian-Period sea creature Anomalocaris mean?;A) Strange Crab | B) Abnormal Shrimp | C) Deformed Fish | D) Anomalous Clam;B;;OpenTDB
1401;Sciences;3;"""The Big Bang Theory"" was first theorized by a priest of what religious ideology?";A) Islamic | B) Catholic | C) Jewish | D) Christian;B;;OpenTDB
1402;Sciences;2;The Axiom of Preventive Medicine states that people with ___ risk for a disease should be screened and we should treat ___ of those people.;A) low, all | B) low, some | C) high, all | D) high, some;A;;OpenTDB
1403;Sciences;3;How much radiation does a banana emit?;A) 0.7 Microsievert | B) 0.3 Microsievert | C) 0.5 Microsievert | D) 0.1 Microsievert;D;;OpenTDB
1404;Sciences;2;Which of these is a type of stretch/deep tendon reflex?;A) Gag reflex | B) Ankle jerk reflex | C) Scratch reflex | D) Pupillary light reflex;B;;OpenTDB
1405;Sciences;1;Which element has the chemical symbol 'Fe'?;A) Tin | B) Silver | C) Gold | D) Iron;D;;OpenTDB
1406;Sciences;1;Which is the longest bone in the human body?;A) Scapula | B) Fibula | C) Ulna | D) Femur;D;;OpenTDB
1407;Sciences;1;Which element has the highest melting point?;A) Platinum | B) Carbon | C) Tungsten | D) Osmium;B;;OpenTDB
1408;Sciences;3;What is the fourth digit of π?;A) 2 | B) 4 | C) 3 | D) 1;D;;OpenTDB
1409;Sciences;1;How many degrees make a full circle?;A) 360 | B) 90 | C) 720 | D) 180;A;;OpenTDB
1410;Sciences;3;Which of these numbers is closest to the total number of possible states for an army standard Enigma Machine?;A) 1.58 x  10^18 | B) 1.58 x 10^20 | C) 1.58 x 10^22 | D) 1.58 x 10^24;B;;OpenTDB
1411;Sciences;2;What is the alphanumeric representation of the imaginary number?;A) x | B) n | C) e | D) i;D;;OpenTDB
1412;Sciences;2;In a normal distribution, 95% of the data lies within how many standard deviations of the mean?;A) 4 | B) 1 | C) 2 | D) 3;C;;OpenTDB
1413;Sciences;2;Which of the following dice is not a platonic solid?;A) 12-sided die | B) 8-sided die | C) 20-sided die | D) 10-sided die;D;;OpenTDB
1414;Sciences;2;What numbers are in the 5th row of Pascal's Triangle?;A) 1 5 10 10 5 1 | B) 1 3 3 1 | C) 1 6 15 20 15 6 1 | D) 1 4 6 4 1;D;;OpenTDB
1415;Sciences;1;How many sides does a pentagon have?;A) 6 | B) 4 | C) 5 | D) 9;C;;OpenTDB
1416;Sciences;2;In the hexadecimal system, what number comes after 9?;A) 10 | B) 16 | C) The Number 0 | D) The Letter A;D;;OpenTDB
1417;Sciences;3;What is the derivative of Acceleration with respect to time?;A) Jerk | B) Shift | C) Slide | D) Bump;A;;OpenTDB
1418;Sciences;1;How many sides does a trapezium have?;A) 4 | B) 5 | C) 6 | D) 3;A;;OpenTDB
1419;Sciences;3;How many zeptometres are inside one femtometre?;A) 1,000,000,000 | B) 10 | C) 1,000,000 | D) 1000;C;;OpenTDB
1420;Sciences;3;Which of these did mathematician Leonhard Euler NOT develop?;A) An identity linking the numbers e, pi and i | B) A formula linking vertices, edges and faces on a graph | C) A method of solving first-order differential equations | D) An improvement to the Fast Fourier Transform;D;;OpenTDB
1421;Sciences;2;What type of function is x²+2x+1?;A) Linear | B) Exponential | C) Rational | D) Quadratic;D;;OpenTDB
1422;Sciences;1;What comes after a Million, a Billion, and a Trillion?;A) Quadrillion | B) Sextillion | C) Septillion | D) Quintillion;A;;OpenTDB
1423;Sciences;3;Integration is the reverse of what mathematical operation?;A) Division | B) Derivation | C) Multiplication | D) Standard Deviation;B;;OpenTDB
1424;Sciences;2;Which mathematician refused the Fields Medal?;A) Edward Witten | B) Grigori Perelman | C) Terence Tao | D) Andrew Wiles;B;;OpenTDB
1425;Sciences;3;"The notion of a ""set that contains all sets which do not contain themselves"" is a paradoxical idea attributed to which English philosopher?";A) Bertrand Russel | B) Francis Bacon | C) John Locke | D) Alfred North Whitehead;A;;OpenTDB
1426;Sciences;2;How many books are in Euclid's Elements of Geometry?;A) 17 | B) 13 | C) 10 | D) 8;B;;OpenTDB
1427;Sciences;3;What is the only Millennium Prize Problem that has been solved so far?;A) Fermat's conjecture | B) Poincaré conjecture | C) Riemann Hypothesis | D) P vs. NP problem;B;;OpenTDB
1428;Sciences;1;What is the correct order of operations for solving equations?;A) Parentheses, Exponents, Multiplication, Division, Addition, Subtraction | B) Addition, Multiplication, Division, Subtraction, Addition, Parentheses | C) The order in which the operations are written. | D) Parentheses, Exponents, Addition, Substraction, Multiplication, Division;A;;OpenTDB
1429;Sciences;3;The decimal number 31 in hexadecimal would be what?;A) 1B | B) 3D | C) 2E | D) 1F;D;;OpenTDB
1430;Sciences;2;"A mathematical constant, known as ""The Golden Ratio"", is most commonly represented by which greek letter?";A) Τ (tau) | B) Ψ (psi) | C) Φ (phi) | D) π (pi);C;;OpenTDB
1431;Sciences;1;How many square faces does a cube have?;A) 6 | B) 8 | C) 10 | D) 4;A;;OpenTDB
1432;Sciences;2;What Greek letter is used to signify summation?;A) Omega | B) Alpha | C) Sigma | D) Delta;C;;OpenTDB
1433;Sciences;2;In the complex plane, multiplying a given function by i rotates it anti-clockwise by how many degrees?;A) 180 | B) 0 | C) 90 | D) 270;C;;OpenTDB
1434;Sciences;1;Who proved Fermat's Last Theorem?;A) Carl Friedrich Gauss | B) Srinivasa Ramanujan | C) Leonhard Euler | D) Andrew Wiles;D;;OpenTDB
1435;Sciences;1;How many sides does a heptagon have?;A) 5 | B) 7 | C) 4 | D) 9;B;;OpenTDB
1436;Sciences;1;In Roman Numerals, what does XL equate to?;A) 60 | B) 90 | C) 15 | D) 40;D;;OpenTDB
1437;Sciences;1;What is the equation for the area of a sphere?;A) 4πr^2 | B) (1/3)πhr^2 | C) (4/3)πr^3 | D) πr^4;C;;OpenTDB
1438;Sciences;3;What is the molecular formula of Glucose?;A) CH4 | B) C6H12O6 | C) C2H4O2 | D) K+;B;;OpenTDB
1439;Sciences;1;How many laws of thermodynamics are there?;A) Three | B) Five | C) Four | D) Two;C;;OpenTDB
1440;Sciences;2;Approximately what percentage of Earth's atmosphere is Oxygen?;A) 21% | B) 7% | C) 54% | D) 78%;A;;OpenTDB
1441;Sciences;3;An organic compound is considered an alcohol if it has what functional group?;A) Carbonyl | B) Hydroxyl | C) Aldehyde | D) Alkyl;B;;OpenTDB
1442;Sciences;1;71% of the Earth's surface is made up of;A) Continents | B) Deserts | C) Forests | D) Water;D;;OpenTDB
1443;Sciences;1;What is the chemical makeup of water?;A) C12H6O2 | B) CO2 | C) H20 | D) H;C;;OpenTDB
1444;Sciences;3;What is the name for the auditory illusion of a note that seems to be rising infinitely?;A) Glissandro Illusion | B) McGurck Effect | C) Shepard Tone | D) Fransen Effect;C;;OpenTDB
1445;Sciences;2;When the Falcon Heavy was launched on it's test flight, what was the only part of the operation that failed?;A) Deployment of Starman | B) Ignition and Liftoff | C) Center Core Landing | D) Side Booster Landing;C;;OpenTDB
1446;Sciences;2;Which chemical element was originally known as Alabamine?;A) Antimony | B) Selenium | C) Astatine | D) Molybdenum;C;;OpenTDB
1447;Sciences;3;"What is ""Stenoma""?";A) A genus of moths | B) A type of seasoning | C) A combat stimulant from WW2 | D) A port city in the carribean;A;;OpenTDB
1448;Sciences;3;Which horizon in a soil profile consists of bedrock?;A) O | B) D | C) B | D) R;D;;OpenTDB
1449;Sciences;2;What is the atomic number of Uranium;A) 235 | B) 92 | C) 167 | D) 17;B;;OpenTDB
1450;Sciences;1;How many planets make up our Solar System?;A) 7 | B) 6 | C) 8 | D) 9;C;;OpenTDB
1451;Sciences;2;What is the chemical symbol for lead?;A) Pb | B) Pm | C) Ld | D) Le;A;;OpenTDB
1452;Sciences;3;How many types of quarks are there in the standard model of physics?;A) 3 | B) 4 | C) 6 | D) 2;C;;OpenTDB
1453;Sciences;2;What is the medical term for low blood sugar?;A) Hypoxia | B) Hypoglycemia | C) Hypothyroidism | D) Hypothermia;B;;OpenTDB
1454;Sciences;1;What produces the green colour of most plant leaves?;A) UV radiation | B) Chlorophyll | C) Light refraction | D) Natural pigments;B;;OpenTDB
1455;Sciences;2;The medial meniscus forms which part of what joint in the human body?;A) Ankle | B) Knee | C) Shoulder | D) Elbow;B;;OpenTDB
1456;Sciences;2;"What cell organelle is known as ""the powerhouse of the cell?""";A) Golgi apparatus | B) Nucleus | C) Endoplasmic reticulum | D) Mitochondria;D;;OpenTDB
1457;Sciences;1;"What is the ""powerhouse"" of the Eukaryotic animal cell?";A) Nucleus | B) Chloroplast | C) Mitochondria | D) Endoplasmic Reticulum;C;;OpenTDB
1458;Sciences;2;Which chemical element has the lowest boiling point?;A) Nitrogen | B) Neon | C) Helium | D) Hydrogen;C;;OpenTDB
1459;Sciences;2;Where did the Great Storm of 1987 make landfall at, first?;A) The Midlands | B) Wales | C) Cornwall | D) Surrey;C;;OpenTDB
1460;Sciences;3;What causes the sound of a heartbeat?;A) Contraction of the heart chambers | B) Relaxation of the heart chambers | C) Blood exiting the heart | D) Closure of the heart valves;D;;OpenTDB
1461;Sciences;3;A comet's gaseous envelope (which creates the tail) is called what?;A) The ablative | B) The backwash | C) The wake | D) The coma;D;;OpenTDB
1462;Sciences;2;What part of the brain takes its name from the Greek for seahorse?;A) Cerebellum | B) Amygdala | C) Thalamus | D) Hippocampus;D;;OpenTDB
