id;category;difficulty;question;choices;correct;explanation;source_hint
623;Histoire;1;When did the Battle of the Somme begin?;A) August 1st, 1916 | B) July 1st, 1916 | C) July 2nd, 1916 | D) June 30th, 1916;B;The Battle of the Somme began on July 1, 1916.;OpenTDB
624;Histoire;1;Who was the first president of the United States?;A) James Madison | B) George Washington | C) Thomas Jefferson | D) James K. Polk;B;George Washington was president from 1789 to 1797.;OpenTDB
625;Histoire;1;What country joined the EU in 2013?;A) Bulgaria | B) Croatia | C) Slovenia | D) Turkey;B;Croatia became the 28th EU member.;OpenTDB
626;Histoire;1;Which one of these was not a beach landing site in the Invasion of Normandy?;A) Gold | B) Silver | C) Juno | D) Sword;B;The beaches were Utah, Omaha, Gold, Juno, and Sword.;OpenTDB
627;Histoire;1;During WWII, the US dropped atomic bombs on Hiroshima and which other city?;A) Kawasaki | B) Nagasaki | C) Tokyo | D) Kagoshima;B;Nagasaki was bombed on August 9, 1945.;OpenTDB
628;Histoire;1;In what year did the nuclear power plant in Chernobyl melt down?;A) 1991 | B) 1986 | C) 1975 | D) 1998;B;The Chernobyl disaster occurred on April 26, 1986.;OpenTDB
629;Histoire;1;Who led the Communist Revolution of Russia?;A) Joseph Stalin | B) Vladimir Lenin | C) Vladimir Putin | D) Mikhail Gorbachev;B;Lenin led the October Revolution in 1917.;OpenTDB
928;Histoire;2;In which city did the Great Stink of 1858 occur?;A) New York | B) Berlin | C) Moscow | D) London;D;;OpenTDB
929;Histoire;3;Which English king was married to Eleanor of Aquitaine?;A) Richard I | B) Henry V | C) Henry II | D) Henry I;C;;OpenTDB
930;Histoire;3;Which King of England was faced with the Peasants' Revolt in 1381?;A) Edward II | B) Henry IV | C) Richard II | D) Edward III;C;;OpenTDB
931;Histoire;3;When was the Siege of Leningrad lifted during World War II?;A) November 1943 | B) January 1944 | C) March 1944 | D) September 1943;B;;OpenTDB
932;Histoire;1;In which year did the Invasion of Kuwait by Iraq occur?;A) 1986 | B) 1990 | C) 1992 | D) 1988;B;;OpenTDB
933;Histoire;3;The Bohemian Revolt (1618) started after Protestants in Prague did what to their Catholic Lords Regents?;A) Locked them in stockades | B) Hung them | C) Insulted their mothers | D) Threw them out of a window;D;;OpenTDB
934;Histoire;3;The coat of arms of the King of Spain contains arms from Castille, Leon, Aragon and which other former Iberian kingdom?;A) Galicia | B) Catalonia | C) Granada | D) Navarre;D;;OpenTDB
935;Histoire;3;What was the name of the spy ring that helped the United States win the Revolutionary War?;A) New York Spy Ring | B) Washington's Spies | C) Unnamed | D) Culper Ring;D;;OpenTDB
936;Histoire;2;The Korean War started in what year?;A) 1950 | B) 1960 | C) 1945 | D) 1912;A;;OpenTDB
937;Histoire;1;What was the official German currency until 2002?;A) Pound sterling | B) Mark | C) Reichtoken | D) Frank;B;;OpenTDB
1919;Histoire;2;Which of the following ancient Near Eastern peoples still exists as a modern ethnic group?;A) Babylonians | B) Elamites | C) Assyrians | D) Hittites;C;;
1920;Histoire;3;What was the Canada's first capital?;A) Toronto | B) Kingston | C) Ottawa | D) Montreal;B;;
1921;Histoire;3;The Bohemian Revolt (1618-1620) started after Protestants in Prague did what to their Catholic Lords Regents?;A) Insulted their mothers | B) Locked them in stockades | C) Threw them out of a window | D) Hung them.;C;;
1922;Histoire;1;What was the first sport to have been played on the moon?;A) Soccer | B) Golf | C) Tennis | D) Football;B;;
1923;Histoire;2;Who is believed to have been the first European to 'discover' the land of New Zealand?;A) Abel Tasman | B) Christopher Columbus | C) Jeanne Baré | D) John Cabot ;A;;
1924;Histoire;2;When did Norway become free from Sweden?;A) 1925 | B) 1834 | C) 1814 | D) 1905;D;;
1925;Histoire;2;Joseph Smith was the founder of what religion?;A) Hinduism | B) Christianity | C) Buddhism | D) Mormonism;D;;
1926;Histoire;2;In World War I, what was the name of the alliance of Germany, Austria-Hungary, the Ottoman Empire, and Bulgaria?;A) The Axis Powers | B) The Central Powers | C) Authoritarian Alliance | D) The Federation of Empires;B;;
1927;Histoire;1;The RMS Titanic sunk during her maiden voyage from Southampton, England to which American city?;A) Philadelphia | B) Washington | C) Boston  | D) New York City;D;;
1928;Histoire;1;Who was the first president of Kenya?;A) Daniel Moi | B) Tom Mboya | C) Oginga Odinga | D) Jomo Kenyatta;D;;
1929;Histoire;2;What was the name of one of the surviving palaces of Henry VIII located near Richmond, London?;A) Coughton Court | B) Hampton Court | C) Buckingham Palace | D) St James's Palace;B;;
1930;Histoire;2;What was the total length of the Titanic?;A) 759 ft / 231.3 m | B) 882 ft / 268.8 m | C) 825 ft / 251.5 m | D) 1042 ft / 317.6 m;B;;
1931;Histoire;1;Which one of these countries was NOT in the Central Powers during WWI?;A) Germany | B) Austria-Hungary | C) Spain | D) Turkey;C;;
1932;Histoire;2;In which year did the First World War begin?;A) 1930 | B) 1939 | C) 1914 | D) 1917;C;;
1933;Histoire;2;Who was the only US President to be elected four times?;A) Theodore Roosevelt | B) Abraham Lincoln | C) George Washington | D) Franklin Roosevelt;D;;
1934;Histoire;2;The minigun was designed in 1960 by which manufacturer.;A) Heckler & Koch | B) General Electric | C) Colt Firearms | D) Sig Sauer;B;;
1935;Histoire;2;Who was the first Chancellor of a united Germany in 1871? ;A) Otto Von Bismark | B) Fredrick the 2nd | C) Robert Koch | D) Kaiser Wilhelm ;A;;
1936;Histoire;2;What was Genghis Khan's real name?;A) Möngke | B) Temüjin | C) Ögedei | D) Temür;B;;
1937;Histoire;3;The Second Boer War in 1899 was fought where?;A) Nepal | B) South Africa | C) Argentina | D) Bulgaria;B;;
1938;Histoire;2;What is the name of the ship which was only a few miles away from the RMS Titanic when it struck an iceberg on April 14, 1912?;A) Cristol | B) Carpathia | C) Commerce | D) Californian;D;;
1939;Histoire;2;In the War of the Pacific (1879 - 1883), Bolivia lost its access to the Pacific Ocean after being defeated by which South American country?;A) Brazil | B) Argentina | C) Peru | D) Chile;D;;
1940;Histoire;3;What was the last colony the UK ceded marking the end of the British Empire?;A) India | B) Hong Kong | C) Australia | D) Ireland;B;;
1941;Histoire;2;What is the bloodiest event in United States history, in terms of casualties?;A) Battle of Antietam | B) D-Day | C) Pearl Harbor | D) September 11th;A;;
1942;Histoire;3;"With which Greek philosopher would you associate the phrase, ""I know that I know nothing""?";A) Plato | B) Pythagoras | C) Aristotle | D) Socrates;D;;
1943;Histoire;3;When was the Gregorian Calendar first adopted?;A) 1555 | B) 1623 | C) 1582 | D) 1501;C;;
1944;Histoire;3;When did the French Revolution begin?;A) May 06 1799 | B) April 12 1789 | C) May 05 1789 | D) April 05 1789;C;;
1945;Histoire;1;Where did first known lesbian rights organization in the United States, Daughters of Bilitis, start?;A) Los Angeles | B) Chicago | C) New York | D) San Francisco;D;;
1946;Histoire;2;Which Louis was known as 'The Sun King of France'?;A) Louis XIV | B) Louis XV | C) Louis XIII | D) Louis XVI;A;;
1947;Histoire;2;Who was Hannibal?;A) Greek philosopher | B) Carthaginian general | C) French explorer | D) British serial killer;B;;
1948;Histoire;1;Who succeded Josef Stalin as the leader of the Soviet Union?;A) Georgy Malenkov | B) Lavrentiy Beria | C) Nikita Krushchev | D) Vyacheslav Molotov;C;;
1949;Histoire;2;Who was the last Roman emperor in the Year of Four Emperors (69 AD)?;A) Vespasian | B) Otho | C) Galba | D) Vitellius;A;;
1950;Histoire;2;Which country was an allied power in World War II?;A) Soviet Union | B) Germany | C) Japan | D) Italy;A;;
1951;Histoire;2;Which of these 1900s tanks were designed and built BEFORE the others?;A) M4 Sherman | B)  Panzer IV | C) Cromwell  | D) Renault FT;D;;
1952;Histoire;3;The first Legoland park was opened in 1968 in which of these cities?;A) Nagoya, Japan | B) Winter Haven, Florida | C) Carlsbad, California | D) Billund, Denmark;D;;
1953;Histoire;3;"The main objective of the German operation ""Case Blue"" during World War II was originally to capture what?";A) Crimea | B) Voronezh | C) Stalingrad | D) Caucasus;D;;
1954;Histoire;1;Which game was the Game of the Year in 2018?;A) A Way Out | B) Red Dead Redemption 2 | C) God of War | D) Detroit: Become Human;C;;
1955;Histoire;1;How many Sister Ships were related to the TItanic?;A) 3 | B) 1 | C) 2 | D) 4;C;;
1956;Histoire;1;How many manned moon landings have there been?;A) 7 | B) 6 | C) 1 | D) 3;B;;
1957;Histoire;1;What was the name commonly given to the ancient trade routes that connected the East and West of Eurasia?;A) Spice Road | B) Clay Road | C) Silk Road | D) Salt Road;C;;
1958;Histoire;3;How many sonatas did Ludwig van Beethoven write?;A) 21 | B) 31 | C) 32 | D) 50;C;;
1959;Histoire;3;During World War I, which nation's monarchs were blood related?;A) England, Germany, Russia | B) Serbia, Russia, Croatia | C) France, Russia, Germany | D) Germany, Spain, Austria;A;;
1960;Histoire;3;Pianist Frédéric Chopin was a composer of which musical era?;A) Baroque | B) Classic | C) Romantic | D) Renaissance;C;;
1961;Histoire;2;Which of the following is not in the Indo-European language family?;A) Finnish | B) Hindi | C) English | D) Russian;A;;
1962;Histoire;2;Which king was killed at the Battle of Bosworth Field in 1485? ;A) James I | B) Henry VII | C) Edward V | D) Richard III;D;;
1963;Histoire;3;In the Seven Wonders of the World, which wonder is the only that has survived to this day?;A) Lighthouse of Alexandria | B) Colossus of Rhodes | C) Statue of Zeus at Olympia | D) Great Pyramid of Giza;D;;
1964;Histoire;1;What does the United States of America celebrate during the 4th of July?;A) The anniversary of the Battle of Gettysburg | B) The signing of the Declaration of Independence | C) The crossing of the Delaware River | D) The ratification of the Constitution;B;;
1965;Histoire;2;What was the name of the national hero of the Philippines who inspired and lead the Philippine Revolution against colonial Spain?;A) Simón Bolívar | B) Benito Juárez | C) José de San Martín | D) José Rizal;D;;
1966;Histoire;1;In what year was the M1911 pistol designed?;A) 1917 | B) 1899 | C) 1907 | D) 1911;D;;
1967;Histoire;2;What year did the Battle of Agincourt take place?;A) 1463 | B) 1415 | C) 1422 | D) 1401;B;;
1968;Histoire;2;In which one of these cities did the Great Stink of 1858 occur?;A) Berlin | B) Moscow | C) New York | D) London;D;;
1969;Histoire;1;When is the Ides of March?;A) March 1 | B) March 14 | C) March 15 | D) March 31;C;;
1970;Histoire;2;Who assassinated Archduke Franz Ferdinand?;A) Oskar Potiorek | B) Ferdinand Cohen-Blind | C) Nedeljko Čabrinović | D) Gavrilo Princip;D;;
1971;Histoire;1;What year did the Titanic sink?;A) 1912 | B) 1930 | C) 1917 | D) 1941;A;;
1972;Histoire;3;Which Australian Prime Minister disappeared in 1967 and was never found?;A) Harold Holt | B) Scott Morrison | C) Paul Keating | D) Edmund Barton;A;;
1973;Histoire;3;Which Irish village in County Mayo built a tourism industry on the back of an alleged appearance by the Virgin Mary in 1879?;A) Turlough | B) Knock | C) Ballycastle | D) Swinford;B;;
1974;Histoire;2;Which of these founding fathers of the United States of America later became president?;A) Samuel Adams | B) Roger Sherman | C) James Monroe | D) Alexander Hamilton;C;;
1975;Histoire;1;Who rode on horseback to warn the Minutemen that the British were coming during the U.S. Revolutionary War?;A) Paul Revere | B) Henry Longfellow | C) Nathan Hale | D) Thomas Paine;A;;
1976;Histoire;2;On which aircraft carrier did the Doolitte Raid launch from on April 18, 1942 during World War II?;A) USS Hornet | B) USS Saratoga | C) USS Enterprise | D) USS Lexington;A;;
1977;Histoire;2;What is the name of the famous Apache leader who died in 1909 at the age of 70?;A) Geronimo | B) Red Cloud | C) Sitting Bull | D) Crazy Horse;A;;
1978;Histoire;2;Under which name was Rodrigo Borgia made Pope?;A) Alexander VI | B) John Paul II | C) Pius VII | D) Rodrigo I;A;;
1979;Histoire;2;Which of the following countries was the first to send an object into space?;A) Russia | B) Germany | C) USA | D) China;B;;
1980;Histoire;1;To what political party did Abraham Lincoln belong when elected POTUS?;A) Whig | B) Democrat | C) Republican | D) Independent;C;;
1981;Histoire;1;Who discovered Penicillin?;A) Louis Pasteur | B) Alexander Flemming | C) Alfred Nobel | D) Marie Curie;B;;
1982;Histoire;2;How old was the famous King Tutankhamen (Tut) when he died?;A) 30 | B) 21 | C) 15 | D) 19;D;;
1983;Histoire;1;The idea of Socialism was articulated and advanced by whom?;A) Vladimir Putin | B) Karl Marx | C) Joseph Stalin | D) Vladimir Lenin;B;;
1984;Histoire;2;During the Mongolian invasions of Japan, what were the Mongol boats mostly stopped by?;A) Economic depression | B) Tornados | C) Typhoons | D) Samurai;C;;
1985;Histoire;2;"Who famously coined the phrase ""I think, therefore I am""?";A) Shakespeare | B) Plato | C) Aristotle | D) Descartes;D;;
1986;Histoire;2;In what year did William the Conqueror take control of England?;A) 901 | B) 1066 | C) 1205 | D) 1123;B;;
1987;Histoire;3;Who is the creator of the soft drink, Dr. Pepper?;A) James Wellington | B) Boris Heviltik | C) Johnson Hinsin | D) Charles Alderton;D;;
1988;Histoire;3;The son of which pope supposedly held a lecherous fête involving 50 courtesans in the papal palace?;A) Alexander VI | B) Innocent V | C) Urban II | D) Pius III;A;;
1989;Histoire;3;Which of these positions did the astronomer and physicist Isaac Newton not hold?;A) Surveyor to the City of London | B) Professor of Mathematics | C) Warden of the Royal Mint | D) Member of Parliament;A;;
