id;category;difficulty;question;choices;correct;explanation;source_hint
2117;Anime & Manga;3;"Which one of these characters is from ""Legendz : Tale of the Dragon Kings""?";A) Drum | B) Axia | C) Shiron | D) Jack;C;;
2118;Anime & Manga;2;Which of the following films was NOT directed by Hayao Miyazaki?;A) Wolf Children | B) Spirited Away | C) Princess Mononoke | D) Kiki's Delivery Service;A;;
2119;Anime & Manga;2;"Which of these is not a world in the anime ""Buddyfight""?";A) Star Dragon World | B) Dragon World | C) Ancient Dragon World | D) Darkness Dragon World;C;;
2120;Anime & Manga;1;"How many ""JoJos"" that are protagonists are there in the series ""Jojo's Bizarre Adventure""?";A) 8+ | B) 4+ | C) 6+ | D) 5+;A;;
2121;Anime & Manga;2;In Haikyuu!!, who is not a member of Karasuno VBC?;A) Kazuhito Narita | B) Hisashi Kinoshita | C) Tadashi Yamaguchi | D) Shigeru Yahaba;D;;
2122;Anime & Manga;2;In Dragon Ball Z, who was the first character to go Super Saiyan 2?;A) Vegeta | B) Goku | C) Trunks | D) Gohan;D;;
2123;Anime & Manga;1;Who was a voice actor for the English dubbing of HOWL'S MOVING CASTLE (2004)?;A) Matt Damon | B) Christian Bale | C) Joseph Gordon-Levitt | D) Willem Dafoe;B;;
2124;Anime & Manga;3;Who is One Punch Man voiced by in the Japanese version.;A) Zach Aguilar | B) Kaito Ishikawa | C) Max Mittelman | D) Makoto Furukawa;D;;
2125;Anime & Manga;3;"Which animation studio produced ""Log Horizon""?";A) Production I.G | B) Xebec | C) Sunrise | D) Satelite;D;;
2126;Anime & Manga;2;"Ikki Kurogane is known by what nickname at the beginning of ""Chivalry of a Failed Knight""?";A) Another One | B) Worst One | C) Princess | D) Blazer;B;;
2127;Anime & Manga;2;Which studio animated Soul Eater?;A) Kyoto Animation | B) Production I.G | C) xebec | D) Bones;D;;
2128;Anime & Manga;2;"What year did ""Bishoujo Senshi Sailor Moon"" air in Japan?";A) 1994 | B) 1989 | C) 1992 | D) 1990;C;;
2129;Anime & Manga;3;In the Naruto manga, what is the last name of Tsunade?;A) Uzumaki | B) Yamanaka | C) Haruno | D) Senju;D;;
2130;Anime & Manga;2;What colour hair does the main character of the Yu-Gi-Oh! original anime series have?;A) Red, black and yellow | B) Red, yellow and green | C) Red, black and green | D) Red, purple and blue;A;;
2131;Anime & Manga;2;"Krusty is the guild master of which guild in ""Log Horizon""?";A) D. D. D | B) Oceanic Systems (Marine Agency) | C) Silver Sword | D) West Wind Brigade;A;;
2132;Anime & Manga;1;In the anime Seven Deadly Sins what is the name of one of the sins?;A) Sheska | B) Diane | C) Sakura | D) Ayano;B;;
2133;Anime & Manga;2;"In ""To Love-Ru"", who is the first to hear of Yami's past from her?";A) Lala | B) Haruna | C) Rito | D) Mikan;C;;
2134;Anime & Manga;2;"In ""Toriko"", which of the following foods is knowingly compatible with Toriko?";A) Poison Potato | B) Alpacookie | C) Parmesansho Fruit | D) Mors Oil;A;;
2135;Anime & Manga;1;"In ""Future Diary"", what is the name of Yuno Gasai's Phone Diary?";A) Yukiteru Diary | B) Justice Diary | C) Murder Diary | D) Escape Diary;A;;
2136;Anime & Manga;1;"The two main characters of ""No Game No Life"", Sora and Shiro, together go by what name?";A) Blank | B) Disboard | C) Immanity | D) Warbeasts;A;;
2137;Anime & Manga;1;In the anime Noragami who is one of the main protagonists?;A) Yukine | B) Mineha | C) Mayu | D) Karuha;A;;
2138;Anime & Manga;2;"In ""JoJo's Bizarre Adventure: Stardust Crusaders"", what is the last name of the protagonist Jotaro?";A) Joestar | B) Kujo | C) Cujoh | D) Higashikata;B;;
2139;Anime & Manga;2;In JoJo's Bizarre Adventure, which character is able to accelerate time?;A) Kujo Jotaro | B) Jotaro Kujo | C) Enrico Pucci | D) Jolyne Cujoh;C;;
2140;Anime & Manga;1;"In ""To Love-Ru"", Ren and Run are from what planet?";A) Okiwana | B) Memorze | C) Mistletoe | D) Deviluke;B;;
2141;Anime & Manga;1;What is the name of the corgi in Cowboy Bebop?;A) Joel | B) Edward | C) Rocket | D) Einstein;D;;
2142;Anime & Manga;1;"Who is the colossal titan in ""Attack On Titan""?";A) Sasha | B) Bertolt Hoover | C) Eren | D) Reiner;B;;
2143;Anime & Manga;2;"In the anime ""Mr. Osomatsu"", how many brothers does Osomatsu-san have?";A) 7 | B) 6 | C) 5 | D) 4;C;;
2144;Anime & Manga;1;"In the anime ""My Hero Academia"", which character is shown with the ability to manipulate gravity?";A) Asui | B) Bakugo | C) Deku | D) Uraraka;D;;
2145;Anime & Manga;3;In the anime, Full Metal Panic!, who is Kaname's best friend?;"A) Teletha ""Tessa"" Testarossa | B) Kyoko Tokiwa | C) Ren Mikihara | D) Melissa Mao";B;;
2146;Anime & Manga;2;"In ""Love Live: School Idol Project"" what pseudonym does Kotori Minami use in her job as a maid?";A) Stanoytchev | B) Aqours | C) Kuznetsov | D) Minalinsky;D;;
2147;Anime & Manga;1;What caused the titular mascot of Yo-Kai Watch, Jibanyan, to become a yokai?;A) Being run over by a truck | B) Ate one too many chocobars | C) Through a magical ritual | D) When he put on the harmaki;A;;
2148;Anime & Manga;2;"In the ""To Love-Ru"" series, how many Trans-weapons were created?";A) 3 | B) 1 | C) 2 | D) 4;A;;
2149;Anime & Manga;1;"Satella in ""Re:Zero"" is the witch of what?";A) Sloth | B) Wrath | C) Envy | D) Pride;C;;
2150;Anime & Manga;1;Who is the main character with yellow hair in the anime Naruto?;A) Sasuke | B) Naruto | C) Kakashi | D) Ten Ten;B;;
2151;Anime & Manga;2;"In ""Toriko"", which of the following Heavenly Kings has an enhanced sense of Hearing?";A) Zebra | B) Toriko | C) Coco | D) Sunny;A;;
2152;Anime & Manga;2;Which of the following anime of the mecha genre began airing in 1982?;A) The Super Dimension Fortress Macross | B) Armored Trooper VOTOMS | C) Neon Genesis Evangelion | D) Mobile Suit Gundam;A;;
2153;Anime & Manga;1;The name of Junko Enoshima's imposter at the beginning of Danganronpa: Trigger Happy Havoc is?;A) Ryota Mitarai | B) Mukuro Ikusaba | C) Komaru Naegi | D) Ultimate Imposter;B;;
2154;Anime & Manga;1;"In ""Fairy Tail"", what is the nickname of Natsu Dragneel?";A) The Dragon | B) The Salamander | C) The Dragon Slayer | D) The Demon;B;;
2155;Anime & Manga;2;What was studio Trigger's first original long-form animated series for television?;A) Kill la Kill | B) Inferno Cop | C) Gurren Lagann | D) Kiznaiver;A;;
2156;Anime & Manga;2;"Which of the stands from ""JoJo's Bizarre Adventure"" mimics the likeness of a tomato?";A) Pearl Jam | B) Nut King Call | C) Cream Starter | D) Red Hot Chili Pepper;A;;
2157;Anime & Manga;2;"What year did the anime ""Himouto! Umaru-chan"" air?";A) 2015 | B) 2013 | C) 2012 | D) 2014;A;;
2158;Anime & Manga;3;"Which person from ""JoJo's Bizarre Adventure"" does NOT house a reference to a band, artist, or song earlier than 1980?";A) Josuke Higashikata | B) Giorno Giovanna | C) Jolyne Cujoh | D) Johnny Joestar;B;;
2159;Anime & Manga;3;"In the anime, ""Hunter X Hunter"", what is the main protagonist's name?";A) Gin | B) Gan | C) Gen | D) Gon;D;;
2160;Anime & Manga;1;"In ""A Certain Scientific Railgun"", how many ""sisters"" did Accelerator have to kill to achieve the rumored level 6?";A) 128 | B) 20,000 | C) 5,000 | D) 10,000;B;;
2161;Anime & Manga;3;"Which animation studio produced ""Sword Art Online""?";A) Silver Link | B) Production I.G | C) A-1 Pictures | D) Kyoto Animation;C;;
2162;Anime & Manga;1;What is the last name of Edward and Alphonse in the Fullmetal Alchemist series.;A) Elric | B) Elwood | C) Eliek | D) Ellis;A;;
2163;Anime & Manga;1;What is the name of JoJo's Bizarre Adventure Part 5?;A) Vento Eureo | B) Vento Aureo | C) Vanto Aureo | D) Vento Oreo;B;;
2164;Anime & Manga;3;"What is the last line muttered in the anime film ""The End of Evangelion""?";"A) ""Goddammit, Shinji."" | B) ""Idiot, I won't let you kill me!"" | C) ""How disgusting."" | D) ""Nothing.""";C;;
2165;Anime & Manga;2;"Who voices the character ""Reigen"" in the English dub of ""Mob Psycho 100""?";A) Max Mittelman | B) Chris Niosi | C) Kyle McCarley | D) Casey Mongillo;B;;
2166;Anime & Manga;3;"In what year did the manga ""Ping Pong"" begin serialization?";A) 1996 | B) 2010 | C) 2003 | D) 2014;A;;
2167;Anime & Manga;2;Which character in Touhou is able to control dolls?;A) Alice Margatroid | B) Marisa Kirisame | C) Clownpiece | D) Flandre Scarlet;A;;
2168;Anime & Manga;3;"What year was ""JoJo's Bizarre Adventure: Phantom Blood"" first released?";A) 1995 | B) 2013 | C) 1983 | D) 1987;D;;
2169;Anime & Manga;3;Who was the Author of the manga Uzumaki?;A) Masashi Kishimoto | B) Junji Ito | C) Akira Toriyama | D) Noboru Takahashi;B;;
2170;Anime & Manga;3;Which of these names are not a character of JoJo's Bizarre Adventure?;A) Jean-Pierre Polnareff | B) Risotto Nero | C) JoJo Kikasu | D) George Joestar;C;;
2171;Anime & Manga;2;What is the name of Ryūko Matoi's theme song in the anime Kill la Kill?;A) Don't Lose Your Way | B) Suck Your Blood | C) Before My Body Is Dry | D) Till I Die;C;;
2172;Anime & Manga;2;"What year did ""Attack on Titan"" Season 2 begin airing?";A) 2020 | B) 2019 | C) 2017 | D) 2018;C;;
2173;Anime & Manga;3;Who is the horror manga artist who made Uzumaki?;A) Shintaro Kago | B) Junji Ito | C) Sui Ishida | D) Kazuo Umezu;B;;
2174;Anime & Manga;1;In 2013, virtual pop-star Hatsune Miku had a sponsorship with which pizza chain?;A) Sabarro's | B) Papa John's | C) Domino's | D) Pizza Hut;C;;
2175;Anime & Manga;1;What was Ash Ketchum's second Pokemon?;A) Pikachu | B) Pidgey | C) Caterpie | D) Charmander;C;;
2176;Anime & Manga;3;In the anime Initial D, how does Takumi Fujiwara describe a drift?;A) '. . . the car oversteers through a curve, causing it to turn faster' | B) '. . . the wheels lose traction, making the car slide sideways' | C) '. . . you turn a lot' | D) '. . . the front tires slide so the car won't face the inside';D;;
2177;Anime & Manga;2;"What is the name of the main character of the anime ""One-Punch Man""?";A) Saitama | B) King | C) Sonic | D) Genos;A;;
2178;Anime & Manga;2;"In the anime ""Gintama"" which accessory/article of clothing is the character Shinpachi commonly referred to as?";A) T-Shirt | B) Underwear | C) Nose Ring | D) Glasses;D;;
2179;Anime & Manga;1;In the anime Black Butler, who is betrothed to be married to Ciel Phantomhive?;A) Rachel Phantomhive | B) Elizabeth Midford | C) Angelina Dalles | D) Alexis Leon Midford;B;;
2180;Anime & Manga;2;What year did the popular Vocaloid: Hatsune Miku come out?;A) 2008 | B) 2010 | C) 2007 | D) 2000;C;;
2181;Anime & Manga;2;"In the ADV (English) Dub of the anime ""Ghost Stories"", which character is portrayed as a Pentacostal Christian?";A) Mio Itai | B) Hajime Aoyama | C) Satsuki Miyanoshita | D) Momoko Koigakubo;D;;
2182;Anime & Manga;3;"In the ""Dragon Ball"" franchise, what is the name of Goku's brother?";A) Gohan | B) Bardock | C) Vegeta | D) Raditz;D;;
2183;Anime & Manga;2;"Aoi Miyamori is the production manager of what anime in ""Shirobako""?";A) The Third Aerial Girls Squad | B) Andes Chucky | C) Angel Beats! | D) Exodus!;A;;
2184;Anime & Manga;2;"The character Momonga from the ""Overlord"" series orders his servants to call him by what name?";A) Kugane Maruyama | B) Master | C) Ainz Ooal Gown | D) Yggdrasil;C;;
2185;Anime & Manga;2;"What is the name of the final villain in the manga series ""Bleach""?";A) Yhwach | B) Yuhabah | C) Juha Bach | D) Juhabach;A;;
2186;Anime & Manga;3;"Which animation studio animated ""To Love-Ru""?";A) Kyoto Animation | B) Xebec | C) Trigger | D) Sunrise;B;;
2187;Anime & Manga;1;"What animation studio produced ""Gurren Lagann""?";A) Pierrot | B) Kyoto Animation | C) Gainax | D) A-1 Pictures;C;;
2188;Anime & Manga;2;Which anime did Seiji Kishi NOT direct?;A) Another | B) Assassination Classroom | C) Humanity Has Declined | D) Danganronpa: The Animation;A;;
2189;Anime & Manga;2;Which of the following manga have the most tankouban volumes?;A) JoJo's Bizarre Adventure | B) Golgo 13 | C) Detective Conan | D) One Piece;B;;
2190;Anime & Manga;2;"In the anime, ""Fullmetal Alchemist"", who is known as the 'Flame Alchemist'?";A) Roy Mustang | B) Edward Elric | C) Lin Yao | D) Maes Hughes;A;;
2191;Anime & Manga;2;The main antagonist of the second part of JoJo's Bizarre Adventure is which of the following?;A) Erina Joestar | B) Kars | C) Santana | D) Wired Beck;B;;
2192;Anime & Manga;2;"In the 2011 TV anime series, ""THE iDOLM@STER"", what was the name of Iori's stuffed toy bunny?";A) Kero | B) Bubsy | C) Usagi | D) Charles;D;;
2193;Anime & Manga;2;"What is the name of the protagonist of the 2017 anime ""Land of the Lustrous""?";A) Phosphophyllite | B) Cinnabar | C) Padparadscha | D) Watermelon Tourmaline;A;;
