id;category;difficulty;question;choices;correct;explanation;source_hint
24;Physique;2;What is the SI unit of force?;A) Joule | B) Pascal | C) Newton | D) Tesla;C;" ""Force is measured in newtons (N).""";" ""BIPM/SI units"""
25;Biologie;3;How many bones does a typical adult human skeleton have?;A) 106 | B) 206 | C) 306 | D) 406;B;" ""A common reference number is 206 bones in adults.""";" ""Anatomy textbook"""
26;Géographie;1;What is the imaginary line that separates the Northern and Southern Hemispheres?;A) Tropic of Cancer | B) Greenwich Meridian | C) Equator | D) Polar Circle;C;" ""The equator is latitude 0°.""";" ""Geography basics"""
27;Chimie;1;Table salt is mainly…;A) Sodium chloride | B) Potassium chloride | C) Calcium carbonate | D) Glucose;A;" ""Table salt is mainly sodium chloride (NaCl).""";" ""Chemistry basics"""
28;Technologie;2;RAM memory is generally…;A) Non-volatile | B) Volatile | C) Optical memory | D) A hard drive;B;" ""RAM loses data when power is off (volatile).""";" ""Computer basics"""
29;Nature;2;What is the largest living land animal?;A) Giraffe | B) African elephant | C) Hippopotamus | D) Rhinoceros;B;" ""The African elephant is the largest living land animal.""";" ""Wildlife reference"""
30;Espace;3;Which object was reclassified as a dwarf planet in 2006?;A) Mars | B) Pluto | C) Venus | D) Mercury;B;" ""In 2006, the IAU reclassified Pluto as a dwarf planet.""";" ""IAU reference"""
31;Santé/Science;3;The main role of a vaccine is to…;A) Warm the body | B) Stimulate the immune system | C) Replace red blood cells | D) Increase gravity;B;" ""A vaccine trains the immune system to recognize a pathogen.""";" ""WHO/Health reference"""
32;Géographie;2;What is the largest country in the world by area?;A) Canada | B) China | C) Russia | D) United States;C;" ""Russia is the largest country by area.""";" ""Wikidata/Encyclopedia"""
33;Chimie;1;Which gas is often used to inflate party balloons?;A) Helium | B) Chlorine | C) Radon | D) Water vapor;A;" ""Helium is light and nonflammable for this use (unlike hydrogen).""";" ""Chemistry reference"""
34;Maths;2;What is 2 to the power of 10 (2^10)?;A) 256 | B) 512 | C) 1024 | D) 2048;C;" ""2^10 = 1024.""";" ""Math basics"""
35;Sciences de la Terre;3;An igneous rock typically forms by…;A) Water evaporation | B) Cooling of magma/lava | C) Sand compaction | D) Plant decay;B;" ""Igneous rocks come from cooling and solidifying molten material.""";" ""Geology textbook"""
36;Biologie;3;In a cell, which organelle produces most ATP?;A) Golgi apparatus | B) Mitochondrion | C) Lysosome | D) Nucleus;B;" ""Mitochondria produce most ATP via cellular respiration.""";" ""Biology textbook"""
37;Technologie;2;GPS works mainly thanks to…;A) Only 5G towers | B) Satellites | C) Undersea cables | D) Magnets;B;" ""GPS computes position using signals from satellites.""";" ""GNSS reference"""
38;Histoire;4;In what year was the Magna Carta sealed in England?;A) 1066 | B) 1215 | C) 1492 | D) 1789;B;" ""The Magna Carta dates to 1215.""";" ""History reference"""
39;Géographie;2;What is Japan’s currency?;A) Won | B) Yuan | C) Yen | D) Ringgit;C;" ""Japan’s currency is the yen.""";" ""Economic reference"""
40;Physique;3;To convert Celsius to kelvin, you…;A) Multiply by 2 | B) Add 273.15 | C) Subtract 100 | D) Divide by 10;B;" ""K = °C + 273.15 (approx.).""";" ""SI units/Physics"""
41;Nature;2;Which animal undergoes complete metamorphosis (egg → larva → pupa → adult)?;A) Butterfly | B) Dog | C) Snake | D) Sparrow;A;" ""Butterflies go through caterpillar and pupa stages before adulthood.""";" ""Biology reference"""
42;Espace;2;About how long does Earth take to orbit the Sun?;A) 24 hours | B) 7 days | C) ~365.25 days | D) 10 years;C;" ""A year is about 365.25 days (close to the tropical year).""";" ""Astronomy reference"""
43;Physique;3;Sound generally travels fastest in…;A) Vacuum | B) Gases | C) Liquids | D) Solids;D;" ""Sound doesn’t travel in vacuum and is generally fastest in solids.""";" ""Physics reference"""
44;Chimie;3;Litmus paper turns red when the solution is…;A) Acidic | B) Basic | C) Neutral | D) Sugary;A;" ""Litmus is red in acidic solutions and blue in basic solutions.""";" ""Chemistry basics"""
45;Géographie;2;What is the largest hot desert in the world?;A) Gobi | B) Sahara | C) Atacama | D) Kalahari;B;" ""The Sahara is the largest hot desert.""";" ""Geography reference"""
46;Santé/Science;2;Which vitamin is produced by the skin under sunlight?;A) Vitamin A | B) Vitamin C | C) Vitamin D | D) Vitamin K;C;" ""Skin synthesizes vitamin D under UVB exposure.""";" ""Health reference"""
47;Technologie;3;Who is mainly known for creating the Python programming language?;A) Linus Torvalds | B) Guido van Rossum | C) Dennis Ritchie | D) Tim Berners-Lee;B;" ""Python was created by Guido van Rossum.""";" ""Programming history"""
48;Culture;1;What is the correct order of solfège notes (in C major)?;A) Do Re Mi Fa Sol La Si | B) Do Mi Re Fa Sol Si La | C) Re Do Mi Fa Sol La Si | D) Do Re Fa Mi Sol La Si;A;" ""The standard order is Do Re Mi Fa Sol La Ti/Si.""";" ""Music basics"""
49;Géographie;3;Where is the Great Barrier Reef located?;A) South Africa | B) Australia (off Queensland) | C) Brazil | D) Norway;B;" ""The Great Barrier Reef lies off Queensland, Australia.""";" ""Geography reference"""
50;Climat/Science;3;Which gas is heavily emitted by burning fossil fuels and contributes to the greenhouse effect?;A) Helium | B) Carbon dioxide (CO2) | C) Neon | D) Argon;B;" ""Burning coal, oil, and gas emits large amounts of CO2, a greenhouse gas.""";" ""IPCC/Climate reference"""
51;Histoire;1;In what year did the French Revolution begin (Storming of the Bastille)?;A) 1776 | B) 1789 | C) 1815 | D) 1848;B;The Storming of the Bastille took place on July 14, 1789.;
52;Histoire;1;Who was the first Roman emperor?;A) Julius Caesar | B) Augustus | C) Nero | D) Constantine;B;Augustus (Octavian) became the first emperor in 27 BCE.;
53;Histoire;2;Which treaty ended World War I?;A) Treaty of Tordesillas | B) Treaty of Versailles | C) Treaty of Utrecht | D) Treaty of Rome;B;The Treaty of Versailles was signed in 1919.;
54;Histoire;1;Which pharaoh is associated with the discovery of his tomb in 1922?;A) Ramesses II | B) Akhenaten | C) Tutankhamun | D) Khufu;C;Howard Carter discovered Tutankhamun’s tomb in 1922.;
55;Histoire;2;Traditionally, in what year did the Western Roman Empire fall?;A) 395 | B) 476 | C) 622 | D) 800;B;476 is the traditional date for the deposition of Romulus Augustulus.;
56;Histoire;1;Which explorer’s expedition completed the first circumnavigation of the globe?;A) Christopher Columbus | B) Vasco da Gama | C) Ferdinand Magellan | D) James Cook;C;Magellan’s expedition (completed by Elcano) achieved the first circumnavigation.;
57;Histoire;2;What event marks the start of the Christian era in the Gregorian calendar?;A) The founding of Rome | B) The birth of Jesus | C) The fall of Rome | D) Charlemagne’s coronation;B;The conventional starting point is the birth of Jesus (the exact historical dating is debated).;
58;Histoire;2;Which city fell in 1453, marking the end of the Byzantine Empire?;A) Rome | B) Constantinople | C) Alexandria | D) Jerusalem;B;Constantinople was captured by the Ottomans in 1453.;
59;Histoire;1;Who painted the fresco 'The Last Supper'?;A) Michelangelo | B) Leonardo da Vinci | C) Raphael | D) Titian;B;‘The Last Supper’ is a major work by Leonardo da Vinci.;
60;Histoire;2;Which 1215 document limited the power of the King of England?;A) Bill of Rights | B) Magna Carta | C) Habeas Corpus Act | D) Act of Union;B;The Magna Carta (1215) imposed limits on royal power.;
61;Histoire;1;Which empire built Machu Picchu?;A) Aztec | B) Inca | C) Maya | D) Olmec;B;Machu Picchu is a major site of the Inca Empire.;
62;Histoire;2;Which King of France was nicknamed the 'Sun King'?;A) Louis XIII | B) Louis XIV | C) Louis XV | D) Francis I;B;Louis XIV epitomized absolute monarchy and the 'Sun King' image.;
63;Histoire;2;Which event officially triggered World War I in 1914?;A) The Battle of the Somme | B) The assassination of Franz Ferdinand | C) The Treaty of Versailles | D) The Russian Revolution;B;The assassination of the archduke in Sarajevo (June 28, 1914) was the triggering event.;
64;Histoire;1;Which civilization is associated with the Pyramids of Giza?;A) Greek | B) Ancient Egyptian | C) Roman | D) Phoenician;B;The Pyramids of Giza date from Ancient Egypt.;
65;Histoire;3;Which council (1545–1563) was central to the Catholic Counter-Reformation?;A) Council of Nicaea | B) Council of Trent | C) Council of Chalcedon | D) Lateran Council;B;The Council of Trent shaped the Catholic response to the Protestant Reformation.;
66;Histoire;2;Which wall symbolized Berlin’s division during the Cold War?;A) Hadrian’s Wall | B) Berlin Wall | C) Great Wall | D) Western Wall;B;The Berlin Wall (1961–1989) symbolized the East–West divide.;
67;Histoire;1;Which scientist is associated with the heliocentric theory in the Renaissance?;A) Copernicus | B) Newton | C) Pasteur | D) Darwin;A;Copernicus proposed a heliocentric model in the 16th century.;
68;Histoire;2;Which 1066 battle led to the Norman conquest of England?;A) Agincourt | B) Hastings | C) Waterloo | D) Poitiers;B;The Battle of Hastings (1066) led to William the Conqueror’s victory.;
69;Histoire;2;Who was the major non-violence figure in India’s independence movement?;A) Nelson Mandela | B) Mahatma Gandhi | C) Winston Churchill | D) Sun Yat-sen;B;Gandhi popularized non-violent resistance (satyagraha).;
70;Histoire;3;Which 1998 agreement helped bring peace to Northern Ireland?;A) Camp David Accords | B) Good Friday Agreement | C) Maastricht Treaty | D) Dayton Accords;B;The Good Friday Agreement (1998) was a key part of the peace process.;
71;Histoire;1;Which country originated the ancient Olympic Games?;A) Italy | B) Greece | C) Egypt | D) Persia;B;The ancient Olympics began in Greece, at Olympia.;
72;Histoire;2;Which empire was led by Genghis Khan in the 13th century?;A) Ottoman Empire | B) Mongol Empire | C) Roman Empire | D) Spanish Empire;B;Genghis Khan founded and expanded the Mongol Empire.;
73;Histoire;2;Which 1492 event is linked to Christopher Columbus?;A) European arrival in the Americas | B) French Revolution | C) Protestant Reformation | D) Hundred Years’ War;A;Columbus reached the Caribbean in 1492, opening a new phase of European exploration.;
74;Histoire;3;Which 1804 text codified a major part of civil law in France?;A) Code Noir | B) Civil Code (Napoleonic Code) | C) 1948 Universal Declaration of Human Rights | D) UN Charter;B;The 1804 Civil Code long shaped French civil law.;
75;Histoire;2;Which conflict mainly pitted Athens against Sparta in the 5th century BCE?;A) Punic Wars | B) Peloponnesian War | C) Greco-Persian Wars | D) Crusades;B;The Peloponnesian War pitted Athens against Sparta.;
76;Histoire;1;What event is associated with November 11, 1918?;A) Start of World War II | B) Armistice of World War I | C) Fall of the Berlin Wall | D) American Revolution;B;The November 11, 1918 armistice ended the fighting in World War I.;
77;Histoire;2;Which empire dominated much of South America before the Spanish conquest?;A) Inca | B) Viking | C) Carolingian | D) Assyrian;A;The Inca Empire covered a vast Andean region.;
78;Histoire;3;Which U.S. plan (1947) aimed to help rebuild Europe after 1945?;A) Dawes Plan | B) Marshall Plan | C) Schlieffen Plan | D) Operation Barbarossa;B;The Marshall Plan funded part of Europe’s reconstruction.;
79;Histoire;2;Which civilization developed cuneiform writing?;A) Sumerian | B) Inca | C) Viking | D) Celtic;A;Cuneiform emerged in Mesopotamia, notably among the Sumerians.;
80;Histoire;2;Which Carthaginian commander is famous for crossing the Alps?;A) Caesar | B) Hannibal | C) Alexander the Great | D) Saladin;B;Hannibal crossed the Alps during the Second Punic War.;
81;Histoire;1;Which country was ruled by tsars before 1917?;A) Russia | B) Japan | C) Brazil | D) Canada;A;Tsars ruled Russia until the 1917 revolution.;
82;Histoire;3;Which 1884–1885 conference helped organize the colonial partition of Africa among European powers?;A) Berlin Conference | B) Congress of Vienna | C) Yalta Conference | D) Potsdam Conference;A;The Berlin Conference (1884–1885) framed the 'Scramble for Africa'.;
83;Histoire;2;Which 16th-century religious movement is associated with Martin Luther?;A) Renaissance | B) Protestant Reformation | C) Humanism | D) Romanticism;B;Luther was a major figure of the Protestant Reformation.;
84;Histoire;2;Which 1783 event ended the American Revolutionary War?;A) Treaty of Paris (1783) | B) Treaty of Versailles (1919) | C) Congress of Vienna | D) Treaty of Troyes;A;The 1783 Treaty of Paris recognized U.S. independence.;
85;Histoire;1;What is the name of the script used on monuments in Ancient Egypt?;A) Latin alphabet | B) Hieroglyphs | C) Cuneiform | D) Runic;B;Hieroglyphs are the iconic monumental script of Ancient Egypt.;
86;Histoire;3;Which 1956 event marked a major crisis in Hungary against the USSR?;A) Prague Spring | B) Hungarian Revolution (Budapest uprising) | C) Cuban Missile Crisis | D) Korean War;B;The 1956 Hungarian Revolution was suppressed by the USSR.;
87;Histoire;2;Who was crowned emperor in Rome in the year 800?;A) Charlemagne | B) Napoleon I | C) Otto I | D) Henry VIII;A;Charlemagne was crowned emperor by Pope Leo III in 800.;
88;Histoire;1;Which country launched the first artificial satellite, Sputnik 1, in 1957?;A) United States | B) USSR | C) France | D) China;B;Sputnik 1 was launched by the Soviet Union in 1957.;
89;Histoire;2;What is the name of the war between France and England (1337–1453)?;A) Thirty Years’ War | B) Hundred Years’ War | C) Seven Years’ War | D) War of the Spanish Succession;B;The Hundred Years’ War lasted from 1337 to 1453.;
90;Histoire;3;Which country saw the Industrial Revolution begin first in the 18th century?;A) Germany | B) United Kingdom | C) Russia | D) Spain;B;The first Industrial Revolution began in the United Kingdom.;
91;Histoire;2;Which South African leader became a symbol of the fight against apartheid?;A) Nelson Mandela | B) Fidel Castro | C) Charles de Gaulle | D) Mao Zedong;A;Mandela embodied the anti-apartheid struggle and became president in 1994.;
92;Histoire;1;Which civilization is associated with the Parthenon?;A) Ancient Greek | B) Egyptian | C) Maya | D) Persian;A;The Parthenon is a temple of ancient Athens.;
93;Histoire;2;Which event marks the end of World War II in Europe?;A) Nazi Germany’s surrender (May 1945) | B) Attack on Pearl Harbor | C) D-Day landings | D) Hiroshima and Nagasaki bombings;A;Germany’s surrender in May 1945 ended the war in Europe.;
94;Histoire;3;What is the name of the period of economic prosperity in France after 1945 until the 1970s?;A) Belle Époque | B) The 'Trente Glorieuses' | C) Age of Enlightenment | D) The Restoration;B;The 'Trente Glorieuses' refers to strong postwar economic growth.;
95;Histoire;2;Which medieval African empire is famous for its gold wealth and Mansa Musa?;A) Mali Empire | B) Roman Empire | C) Mongol Empire | D) Ottoman Empire;A;Mansa Musa ruled the Mali Empire, famed for its wealth.;
96;Histoire;1;Who is associated with the discovery of penicillin in 1928?;A) Marie Curie | B) Alexander Fleming | C) Louis Pasteur | D) Gregor Mendel;B;Fleming observed penicillin’s antibacterial effect in 1928.;
97;Histoire;2;Which dynasty began ruling France with Hugh Capet?;A) Merovingians | B) Carolingians | C) Capetians | D) Plantagenets;C;Hugh Capet founded the Capetian dynasty in 987.;
98;Histoire;3;Which 1957 treaty founded the European Economic Community (EEC)?;A) Treaty of Rome | B) Treaty of Lisbon | C) Maastricht Treaty | D) Schengen Agreement;A;The Treaty of Rome (1957) created the EEC.;
99;Histoire;2;Which 1969 event is linked to Neil Armstrong?;A) Wright brothers’ first flight | B) First step on the Moon | C) Fall of the Berlin Wall | D) Invention of the Internet;B;Neil Armstrong was the first human to walk on the Moon in 1969.;
100;Histoire;3;Which empire was ruled by Suleiman the Magnificent in the 16th century?;A) Ottoman Empire | B) Byzantine Empire | C) British Empire | D) Austro-Hungarian Empire;A;Suleiman the Magnificent was a major sultan of the Ottoman Empire.;
103;Géographie;1;On which continent is the Sahara Desert located?;A) Asia | B) Africa | C) Europe | D) South America;B;The Sahara is the large hot desert of North Africa.;
105;Géographie;1;Which ocean borders the west coast of South America?;A) Atlantic | B) Pacific | C) Indian | D) Arctic;B;South America’s west coast faces the Pacific Ocean.;
106;Géographie;2;What is the highest peak in Africa?;A) Mount Kenya | B) Kilimanjaro | C) Mount Elbrus | D) Aconcagua;B;Kilimanjaro (Tanzania) is Africa’s highest point.;
107;Géographie;1;What is the capital of Japan?;A) Kyoto | B) Tokyo | C) Osaka | D) Sapporo;B;Tokyo is the capital of Japan.;
108;Géographie;2;Which strait separates Europe and Africa?;A) Bering Strait | B) Strait of Gibraltar | C) Strait of Magellan | D) Bosporus;B;The Strait of Gibraltar connects the Atlantic and the Mediterranean, between Spain and Morocco.;
109;Géographie;1;In which country is Rio de Janeiro located?;A) Argentina | B) Brazil | C) Mexico | D) Peru;B;Rio de Janeiro is a major city in Brazil.;
110;Géographie;2;Which mountain range contains Mount Everest?;A) Andes | B) Alps | C) Himalayas | D) Rockies;C;Mount Everest is in the Himalayas.;
111;Géographie;1;Which sea borders southern metropolitan France?;A) North Sea | B) Baltic Sea | C) Mediterranean Sea | D) Black Sea;C;Southern metropolitan France borders the Mediterranean.;
112;Géographie;2;What is the longest river in metropolitan France?;A) Seine | B) Loire | C) Rhône | D) Garonne;B;The Loire is the longest river in metropolitan France.;
113;Géographie;2;What is the capital of Canada?;A) Toronto | B) Vancouver | C) Ottawa | D) Montreal;C;Ottawa is Canada’s capital.;
114;Géographie;1;How many continents are there on Earth (most common model)?;A) 5 | B) 6 | C) 7 | D) 8;C;The most common model counts 7 continents.;
115;Géographie;2;Which country is crossed by the Nile and has Cairo as its capital?;A) Egypt | B) Sudan | C) Ethiopia | D) Uganda;A;Cairo is Egypt’s capital, a country crossed by the Nile.;
116;Géographie;1;What is the capital of Italy?;A) Milan | B) Rome | C) Naples | D) Florence;B;Rome is the capital of Italy.;
118;Géographie;2;Which country has Reykjavik as its capital?;A) Norway | B) Iceland | C) Finland | D) Ireland;B;Reykjavik is the capital of Iceland.;
119;Géographie;1;What is the largest island in the world (excluding continents)?;A) Madagascar | B) Greenland | C) Borneo | D) New Guinea;B;Greenland is the largest island.;
120;Géographie;2;Which country is completely landlocked within South Africa?;A) Lesotho | B) Botswana | C) Namibia | D) Eswatini;A;Lesotho is entirely surrounded by South Africa.;
121;Géographie;1;What is the capital of Spain?;A) Barcelona | B) Madrid | C) Seville | D) Valencia;B;Madrid is the capital of Spain.;
122;Géographie;3;Which meridian is the reference for 0° longitude?;A) Paris meridian | B) Greenwich meridian | C) Equator meridian | D) Tropic of Cancer meridian;B;The Greenwich meridian is the reference for 0° longitude.;
123;Géographie;2;Which country shares the longest land border with the United States?;A) Mexico | B) Canada | C) Cuba | D) Russia;B;The U.S.–Canada border is the longest.;
124;Géographie;2;What is the lowest point on Earth’s land surface?;A) Lake Titicaca | B) Dead Sea | C) Death Valley | D) Nile Delta;B;The shores of the Dead Sea are the lowest point on land.;
125;Géographie;1;Which country has Berlin as its capital?;A) Austria | B) Germany | C) Switzerland | D) Netherlands;B;Berlin is the capital of Germany.;
126;Géographie;2;Which volcano near Naples, Italy, is famous for the eruption of 79 CE?;A) Etna | B) Vesuvius | C) Stromboli | D) Vulcano;B;Vesuvius famously destroyed Pompeii in 79 CE.;
128;Géographie;1;What is the capital of Brazil?;A) Rio de Janeiro | B) São Paulo | C) Brasília | D) Salvador;C;Brasília is the capital of Brazil.;
129;Géographie;2;Which country is the most populous in the world (today)?;A) India | B) United States | C) Indonesia | D) Nigeria;A;India is currently the most populous country.;
130;Géographie;1;What is the largest continent by area?;A) Africa | B) Asia | C) Europe | D) Antarctica;B;Asia is the largest continent.;
131;Géographie;2;Which sea separates Italy from the Balkans?;A) Adriatic Sea | B) Red Sea | C) Baltic Sea | D) China Sea;A;The Adriatic Sea lies between Italy and the Balkan Peninsula.;
132;Géographie;2;Which country has Wellington as its capital?;A) Australia | B) New Zealand | C) Ireland | D) Jamaica;B;Wellington is the capital of New Zealand.;
133;Géographie;1;What is the largest lake in Africa by surface area?;A) Lake Victoria | B) Lake Tanganyika | C) Lake Malawi | D) Lake Chad;A;Lake Victoria is the largest by surface area.;
134;Géographie;2;Which country shares the Iberian Peninsula with Spain?;A) Portugal | B) Italy | C) Belgium | D) Morocco;A;Portugal occupies the western part of the Iberian Peninsula.;
135;Géographie;3;What is the name of the imaginary line at 23.5°N latitude?;A) Tropic of Capricorn | B) Tropic of Cancer | C) Arctic Circle | D) Equator;B;The Tropic of Cancer is at about 23.5° north latitude.;
136;Géographie;1;What is the capital of Turkey?;A) Istanbul | B) Ankara | C) Izmir | D) Bursa;B;Ankara is the capital (Istanbul is the largest city).;
137;Géographie;2;Which mountain range traditionally separates Europe and Asia in Russia?;A) Ural | B) Andes | C) Atlas | D) Apennines;A;The Ural Mountains are a conventional boundary between Europe and Asia.;
138;Géographie;2;Which country has the greatest number of official time zones?;A) China | B) France | C) Russia | D) Australia;B;France has 12 official time zones due to its overseas territories, more than Russia (11) or the United States (11).;
139;Géographie;1;What is the name of the inland salt sea between Israel and Jordan?;A) Aral Sea | B) Dead Sea | C) Caspian Sea | D) Aegean Sea;B;The Dead Sea is a very salty inland sea.;
140;Géographie;2;What is the largest country in Africa by area?;A) Algeria | B) Nigeria | C) DR Congo | D) Sudan;A;Algeria is Africa’s largest country by area.;
141;Géographie;1;What is the capital of Argentina?;A) Santiago | B) Buenos Aires | C) Lima | D) Bogotá;B;Buenos Aires is the capital of Argentina.;
142;Géographie;2;Which river flows through London?;A) Danube | B) Thames | C) Rhine | D) Tagus;B;London is crossed by the River Thames.;
143;Géographie;1;What is the capital of Norway?;A) Stockholm | B) Oslo | C) Copenhagen | D) Helsinki;B;Oslo is the capital of Norway.;
144;Géographie;3;Which country controls the Panama Canal (where it is located)?;A) Costa Rica | B) Panama | C) Colombia | D) Mexico;B;The canal is located in Panama and is administered by Panama.;
145;Géographie;2;What is the capital of Switzerland?;A) Zurich | B) Geneva | C) Bern | D) Lausanne;C;Bern is Switzerland’s federal capital.;
146;Géographie;2;What is the longest river in Europe?;A) Danube | B) Volga | C) Rhine | D) Po;B;The Volga is the longest river in Europe.;
147;Géographie;1;What is the capital of Morocco?;A) Casablanca | B) Rabat | C) Marrakesh | D) Fez;B;Rabat is the capital of Morocco.;
148;Géographie;2;In which country is Shanghai located?;A) China | B) South Korea | C) Vietnam | D) Thailand;A;Shanghai is a major city in China.;
149;Géographie;3;What is the name of the dense tropical rainforest region in South America?;A) Taiga | B) Amazon Rainforest | C) Serengeti savanna | D) Tundra;B;The Amazon is South America’s vast tropical rainforest.;
150;Géographie;2;Which country is nicknamed the 'Land of the Rising Sun'?;A) China | B) Japan | C) Philippines | D) India;B;Japan is nicknamed the 'Land of the Rising Sun'.;
152;Physique;1;What quantity does a thermometer measure?;A) Pressure | B) Temperature | C) Mass | D) Voltage;B;A thermometer measures temperature.;
153;Physique;1;What is the speed of light in vacuum (approx.)?;A) 3×10^6 m/s | B) 3×10^8 m/s | C) 3×10^10 m/s | D) 3×10^3 m/s;B;Light travels at about 3×10^8 m/s in vacuum.;
154;Physique;1;What is the force that opposes motion between two contacting surfaces?;A) Buoyant force | B) Friction | C) Gravitation | D) Tension;B;Friction opposes relative motion between surfaces.;
155;Physique;2;In a circuit, what relationship does Ohm’s law express?;A) P=VI | B) V=RI | C) E=mc² | D) F=ma;B;Ohm’s law relates voltage V, resistance R, and current I: V=RI.;
156;Physique;2;Which particle carries a negative electric charge?;A) Proton | B) Neutron | C) Electron | D) Photon;C;The electron has a negative charge.;
157;Physique;2;Which visible color corresponds to the longest wavelength?;A) Violet | B) Blue | C) Green | D) Red;D;In visible light, red has a longer wavelength than violet.;
158;Physique;2;What phenomenon explains why an object underwater appears closer to the surface?;A) Diffraction | B) Refraction | C) Interference | D) Polarization;B;Refraction bends light rays at the water–air boundary.;
159;Physique;2;What is the SI unit of energy?;A) Newton | B) Joule | C) Watt | D) Ampere;B;Energy is measured in joules (J).;
160;Physique;3;In an ideal gas, what happens if you double the temperature (in kelvins) at constant volume?;A) Pressure is halved | B) Pressure doubles | C) Pressure doesn’t change | D) Pressure becomes zero;B;At constant volume, pressure is proportional to absolute temperature (Gay-Lussac’s law).;
161;Physique;3;Which electromagnetic radiation has the highest photon energy?;A) Radio waves | B) Microwaves | C) X-rays | D) Infrared;C;Higher frequency means higher photon energy (E=hf).;
